Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
San Marino,1960,Yes,No,No,No,No
San Marino,1961,Yes,No,No,No,No
San Marino,1962,Yes,No,No,No,No
San Marino,1963,Yes,No,No,No,No
San Marino,1964,Yes,No,No,No,No
San Marino,1965,Yes,No,No,No,No
San Marino,1966,Yes,No,No,No,No
San Marino,1967,Yes,No,No,No,No
San Marino,1968,Yes,No,No,No,No
San Marino,1969,Yes,No,No,No,No
San Marino,1970,Yes,No,No,No,No
San Marino,1971,Yes,No,No,No,No
San Marino,1972,Yes,No,No,No,No
San Marino,1973,Yes,No,No,No,No
San Marino,1974,Yes,Yes,No,No,No
San Marino,1975,Yes,Yes,No,No,No
San Marino,1976,Yes,Yes,No,No,No
San Marino,1977,Yes,Yes,No,No,No
San Marino,1978,Yes,Yes,No,No,No
San Marino,1979,Yes,Yes,No,No,No
San Marino,1980,Yes,Yes,No,No,No
San Marino,1981,Yes,Yes,No,No,No
San Marino,1982,Yes,Yes,No,No,No
San Marino,1983,Yes,Yes,Yes,No,No
San Marino,1984,Yes,Yes,Yes,No,No
San Marino,1985,Yes,Yes,Yes,No,No
San Marino,1986,Yes,Yes,Yes,No,No
San Marino,1987,Yes,Yes,Yes,No,No
San Marino,1988,Yes,Yes,Yes,No,No
San Marino,1989,Yes,Yes,Yes,No,No
San Marino,1990,Yes,Yes,Yes,No,No
San Marino,1991,Yes,Yes,Yes,No,No
San Marino,1992,Yes,Yes,Yes,No,No
San Marino,1993,Yes,Yes,Yes,No,No
San Marino,1994,Yes,Yes,Yes,No,No
San Marino,1995,Yes,Yes,Yes,No,No
San Marino,1996,Yes,Yes,Yes,No,No
San Marino,1997,Yes,Yes,Yes,No,No
San Marino,1998,Yes,Yes,Yes,No,No
San Marino,1999,Yes,Yes,Yes,No,No
San Marino,2000,Yes,Yes,Yes,No,No
San Marino,2001,Yes,Yes,Yes,No,No
San Marino,2002,Yes,Yes,Yes,No,No
San Marino,2003,Yes,Yes,Yes,No,No
San Marino,2004,Yes,Yes,Yes,No,No
San Marino,2005,Yes,Yes,Yes,No,No
San Marino,2006,Yes,Yes,Yes,No,No
San Marino,2007,Yes,Yes,Yes,No,No
San Marino,2008,Yes,Yes,Yes,No,No
San Marino,2009,Yes,Yes,Yes,No,No
San Marino,2010,Yes,Yes,Yes,No,No
San Marino,2011,Yes,Yes,Yes,No,No
San Marino,2012,Yes,Yes,Yes,No,No
San Marino,2013,Yes,Yes,Yes,No,No
San Marino,2014,Yes,Yes,Yes,No,No
San Marino,2015,Yes,Yes,Yes,No,No
San Marino,2016,Yes,Yes,Yes,Yes,No
San Marino,2017,Yes,Yes,Yes,Yes,No
Sao Tome and Principe,1975,Yes,Yes,Yes,No,No
Sao Tome and Principe,1976,Yes,Yes,Yes,No,No
Sao Tome and Principe,1977,Yes,Yes,Yes,No,No
Sao Tome and Principe,1978,Yes,Yes,Yes,No,No
Sao Tome and Principe,1979,Yes,Yes,Yes,No,No
Sao Tome and Principe,1980,Yes,Yes,Yes,No,No
Sao Tome and Principe,1981,Yes,Yes,Yes,No,No
Sao Tome and Principe,1982,Yes,Yes,Yes,No,No
Sao Tome and Principe,1983,Yes,Yes,Yes,No,No
Sao Tome and Principe,1984,Yes,Yes,Yes,No,No
Sao Tome and Principe,1985,Yes,Yes,Yes,No,No
Sao Tome and Principe,1986,Yes,Yes,Yes,No,No
Sao Tome and Principe,1987,Yes,Yes,Yes,No,No
Sao Tome and Principe,1988,Yes,Yes,Yes,No,No
Sao Tome and Principe,1989,Yes,Yes,Yes,No,No
Sao Tome and Principe,1990,Yes,Yes,Yes,No,No
Sao Tome and Principe,1991,Yes,Yes,Yes,No,No
Sao Tome and Principe,1992,Yes,Yes,Yes,No,No
Sao Tome and Principe,1993,Yes,Yes,Yes,No,No
Sao Tome and Principe,1994,Yes,Yes,Yes,No,No
Sao Tome and Principe,1995,Yes,Yes,Yes,No,No
Sao Tome and Principe,1996,Yes,Yes,Yes,No,No
Sao Tome and Principe,1997,Yes,Yes,Yes,No,No
Sao Tome and Principe,1998,Yes,Yes,Yes,No,No
Sao Tome and Principe,1999,Yes,Yes,Yes,No,No
Sao Tome and Principe,2000,Yes,Yes,Yes,No,No
Sao Tome and Principe,2001,Yes,Yes,Yes,No,No
Sao Tome and Principe,2002,Yes,Yes,Yes,No,No
Sao Tome and Principe,2003,Yes,Yes,Yes,No,No
Sao Tome and Principe,2004,Yes,Yes,Yes,No,No
Sao Tome and Principe,2005,Yes,Yes,Yes,No,No
Sao Tome and Principe,2006,Yes,Yes,Yes,No,No
Sao Tome and Principe,2007,Yes,Yes,Yes,No,No
Sao Tome and Principe,2008,Yes,Yes,Yes,No,No
Sao Tome and Principe,2009,Yes,Yes,Yes,No,No
Sao Tome and Principe,2010,Yes,Yes,Yes,No,No
Sao Tome and Principe,2011,Yes,Yes,Yes,No,No
Sao Tome and Principe,2012,Yes,Yes,Yes,No,No
Sao Tome and Principe,2013,Yes,Yes,Yes,No,No
Sao Tome and Principe,2014,Yes,Yes,Yes,No,No
Sao Tome and Principe,2015,Yes,Yes,Yes,No,No
Sao Tome and Principe,2016,Yes,Yes,Yes,No,No
Sao Tome and Principe,2017,Yes,Yes,Yes,No,No
Saudi Arabia,1932,No,No,No,No,No
Saudi Arabia,1933,No,No,No,No,No
Saudi Arabia,1934,No,No,No,No,No
Saudi Arabia,1935,No,No,No,No,No
Saudi Arabia,1936,No,No,No,No,No
Saudi Arabia,1937,No,No,No,No,No
Saudi Arabia,1938,No,No,No,No,No
Saudi Arabia,1939,No,No,No,No,No
Saudi Arabia,1940,No,No,No,No,No
Saudi Arabia,1941,No,No,No,No,No
Saudi Arabia,1942,No,No,No,No,No
Saudi Arabia,1943,No,No,No,No,No
Saudi Arabia,1944,No,No,No,No,No
Saudi Arabia,1945,No,No,No,No,No
Saudi Arabia,1946,No,No,No,No,No
Saudi Arabia,1947,No,No,No,No,No
Saudi Arabia,1948,No,No,No,No,No
Saudi Arabia,1949,No,No,No,No,No
Saudi Arabia,1950,No,No,No,No,No
Saudi Arabia,1951,No,No,No,No,No
Saudi Arabia,1952,No,No,No,No,No
Saudi Arabia,1953,No,No,No,No,No
Saudi Arabia,1954,No,No,No,No,No
Saudi Arabia,1955,No,No,No,No,No
Saudi Arabia,1956,No,No,No,No,No
Saudi Arabia,1957,No,No,No,No,No
Saudi Arabia,1958,No,No,No,No,No
Saudi Arabia,1959,No,No,No,No,No
Saudi Arabia,1960,No,No,No,No,No
Saudi Arabia,1961,No,No,No,No,No
Saudi Arabia,1962,No,No,No,No,No
Saudi Arabia,1963,No,No,No,No,No
Saudi Arabia,1964,No,No,No,No,No
Saudi Arabia,1965,No,No,No,No,No
Saudi Arabia,1966,No,No,No,No,No
Saudi Arabia,1967,No,No,No,No,No
Saudi Arabia,1968,No,No,No,No,No
Saudi Arabia,1969,No,No,No,No,No
Saudi Arabia,1970,No,No,No,No,No
Saudi Arabia,1971,No,No,No,No,No
Saudi Arabia,1972,No,No,No,No,No
Saudi Arabia,1973,No,No,No,No,No
Saudi Arabia,1974,No,No,No,No,No
Saudi Arabia,1975,No,No,No,No,No
Saudi Arabia,1976,No,No,No,No,No
Saudi Arabia,1977,No,No,No,No,No
Saudi Arabia,1978,No,No,No,No,No
Saudi Arabia,1979,No,No,No,No,No
Saudi Arabia,1980,No,No,No,No,No
Saudi Arabia,1981,No,No,No,No,No
Saudi Arabia,1982,No,No,No,No,No
Saudi Arabia,1983,No,No,No,No,No
Saudi Arabia,1984,No,No,No,No,No
Saudi Arabia,1985,No,No,No,No,No
Saudi Arabia,1986,No,No,No,No,No
Saudi Arabia,1987,No,No,No,No,No
Saudi Arabia,1988,No,No,No,No,No
Saudi Arabia,1989,No,No,No,No,No
Saudi Arabia,1990,No,No,No,No,No
Saudi Arabia,1991,No,No,No,No,No
Saudi Arabia,1992,No,No,No,No,No
Saudi Arabia,1993,No,No,No,No,No
Saudi Arabia,1994,No,No,No,No,No
Saudi Arabia,1995,No,No,No,No,No
Saudi Arabia,1996,No,No,No,No,No
Saudi Arabia,1997,No,No,No,No,No
Saudi Arabia,1998,No,No,No,No,No
Saudi Arabia,1999,No,No,No,No,No
Saudi Arabia,2000,No,No,No,No,No
Saudi Arabia,2001,No,No,No,No,No
Saudi Arabia,2002,No,No,No,No,No
Saudi Arabia,2003,No,No,No,No,No
Saudi Arabia,2004,No,No,No,No,No
Saudi Arabia,2005,No,No,No,No,No
Saudi Arabia,2006,No,No,No,No,No
Saudi Arabia,2007,No,No,No,No,No
Saudi Arabia,2008,No,No,No,No,No
Saudi Arabia,2009,No,No,No,No,No
Saudi Arabia,2010,No,No,No,No,No
Saudi Arabia,2011,No,No,No,No,No
Saudi Arabia,2012,No,No,No,No,No
Saudi Arabia,2013,No,No,Yes,No,No
Saudi Arabia,2014,No,No,Yes,No,No
Saudi Arabia,2015,No,Yes,Yes,No,No
Saudi Arabia,2016,No,Yes,Yes,No,No
Saudi Arabia,2017,No,Yes,Yes,No,No
Senegal,1960,Yes,No,No,No,No
Senegal,1961,Yes,No,No,No,No
Senegal,1962,Yes,No,No,No,No
Senegal,1963,Yes,Yes,No,No,No
Senegal,1964,Yes,Yes,No,No,No
Senegal,1965,Yes,Yes,No,No,No
Senegal,1966,Yes,Yes,No,No,No
Senegal,1967,Yes,Yes,No,No,No
Senegal,1968,Yes,Yes,No,No,No
Senegal,1969,Yes,Yes,No,No,No
Senegal,1970,Yes,Yes,No,No,No
Senegal,1971,Yes,Yes,No,No,No
Senegal,1972,Yes,Yes,No,No,No
Senegal,1973,Yes,Yes,No,No,No
Senegal,1974,Yes,Yes,No,No,No
Senegal,1975,Yes,Yes,No,No,No
Senegal,1976,Yes,Yes,No,No,No
Senegal,1977,Yes,Yes,No,No,No
Senegal,1978,Yes,Yes,No,No,No
Senegal,1979,Yes,Yes,No,No,No
Senegal,1980,Yes,Yes,No,No,No
Senegal,1981,Yes,Yes,No,No,No
Senegal,1982,Yes,Yes,No,No,No
Senegal,1983,Yes,Yes,Yes,No,No
Senegal,1984,Yes,Yes,Yes,No,No
Senegal,1985,Yes,Yes,Yes,No,No
Senegal,1986,Yes,Yes,Yes,No,No
Senegal,1987,Yes,Yes,Yes,No,No
Senegal,1988,Yes,Yes,Yes,No,No
Senegal,1989,Yes,Yes,Yes,No,No
Senegal,1990,Yes,Yes,Yes,No,No
Senegal,1991,Yes,Yes,Yes,No,No
Senegal,1992,Yes,Yes,Yes,No,No
Senegal,1993,Yes,Yes,Yes,No,No
Senegal,1994,Yes,Yes,Yes,No,No
Senegal,1995,Yes,Yes,Yes,No,No
Senegal,1996,Yes,Yes,Yes,No,No
Senegal,1997,Yes,Yes,Yes,No,No
Senegal,1998,Yes,Yes,Yes,No,No
Senegal,1999,Yes,Yes,Yes,No,No
Senegal,2000,Yes,Yes,Yes,No,No
Senegal,2001,Yes,Yes,Yes,No,No
Senegal,2002,Yes,Yes,Yes,No,No
Senegal,2003,Yes,Yes,Yes,No,No
Senegal,2004,Yes,Yes,Yes,No,No
Senegal,2005,Yes,Yes,Yes,No,No
Senegal,2006,Yes,Yes,Yes,No,No
Senegal,2007,Yes,Yes,Yes,Yes,No
Senegal,2008,Yes,Yes,Yes,Yes,No
Senegal,2009,Yes,Yes,Yes,Yes,No
Senegal,2010,Yes,Yes,Yes,Yes,No
Senegal,2011,Yes,Yes,Yes,Yes,No
Senegal,2012,Yes,Yes,Yes,Yes,Yes
Senegal,2013,Yes,Yes,Yes,Yes,Yes
Senegal,2014,Yes,Yes,Yes,Yes,Yes
Senegal,2015,Yes,Yes,Yes,Yes,Yes
Senegal,2016,Yes,Yes,Yes,Yes,Yes
Senegal,2017,Yes,Yes,Yes,Yes,Yes
Serbia,2006,Yes,No,Yes,No,No
Serbia,2007,Yes,Yes,Yes,Yes,No
Serbia,2008,Yes,Yes,Yes,Yes,No
Serbia,2009,Yes,Yes,Yes,Yes,No
Serbia,2010,Yes,Yes,Yes,Yes,No
Serbia,2011,Yes,Yes,Yes,Yes,No
Serbia,2012,Yes,Yes,Yes,Yes,Yes
Serbia,2013,Yes,Yes,Yes,Yes,Yes
Serbia,2014,Yes,Yes,Yes,Yes,Yes
Serbia,2015,Yes,Yes,Yes,Yes,Yes
Serbia,2016,Yes,Yes,Yes,Yes,Yes
Serbia,2017,Yes,Yes,Yes,Yes,Yes
Serbia and Montenegro,1992,Yes,Yes,No,No,No
Serbia and Montenegro,1993,Yes,Yes,No,No,No
Serbia and Montenegro,1994,Yes,Yes,No,No,No
Serbia and Montenegro,1995,Yes,Yes,No,No,No
Serbia and Montenegro,1996,Yes,Yes,No,No,No
Serbia and Montenegro,1997,Yes,Yes,No,No,No
Serbia and Montenegro,1998,Yes,Yes,No,No,No
Serbia and Montenegro,1999,Yes,Yes,No,No,No
Serbia and Montenegro,2000,Yes,Yes,No,No,No
Serbia and Montenegro,2001,Yes,Yes,No,No,No
Serbia and Montenegro,2002,Yes,Yes,No,No,No
Serbia and Montenegro,2003,Yes,Yes,No,No,No
Serbia and Montenegro,2004,Yes,Yes,No,No,No
Serbia and Montenegro,2005,Yes,Yes,No,No,No
Seychelles,1976,Yes,Yes,No,No,No
Seychelles,1977,Yes,Yes,No,No,No
Seychelles,1978,Yes,Yes,No,No,No
Seychelles,1979,Yes,Yes,Yes,Yes,Yes
Seychelles,1980,Yes,Yes,Yes,Yes,Yes
Seychelles,1981,Yes,Yes,Yes,Yes,Yes
Seychelles,1982,Yes,Yes,Yes,Yes,Yes
Seychelles,1983,Yes,Yes,Yes,Yes,Yes
Seychelles,1984,Yes,Yes,Yes,Yes,Yes
Seychelles,1985,Yes,Yes,Yes,Yes,Yes
Seychelles,1986,Yes,Yes,Yes,Yes,Yes
Seychelles,1987,Yes,Yes,Yes,Yes,Yes
Seychelles,1988,Yes,Yes,Yes,Yes,Yes
Seychelles,1989,Yes,Yes,Yes,Yes,Yes
Seychelles,1990,Yes,Yes,Yes,Yes,Yes
Seychelles,1991,Yes,Yes,Yes,Yes,Yes
Seychelles,1992,Yes,Yes,Yes,Yes,Yes
Seychelles,1993,Yes,Yes,Yes,Yes,Yes
Seychelles,1994,Yes,Yes,Yes,Yes,Yes
Seychelles,1995,Yes,Yes,Yes,Yes,Yes
Seychelles,1996,Yes,Yes,Yes,Yes,Yes
Seychelles,1997,Yes,Yes,Yes,Yes,Yes
Seychelles,1998,Yes,Yes,Yes,Yes,Yes
Seychelles,1999,Yes,Yes,Yes,Yes,Yes
Seychelles,2000,Yes,Yes,Yes,Yes,Yes
Seychelles,2001,Yes,Yes,Yes,Yes,Yes
Seychelles,2002,Yes,Yes,Yes,Yes,Yes
Seychelles,2003,Yes,Yes,Yes,Yes,Yes
Seychelles,2004,Yes,Yes,Yes,Yes,Yes
Seychelles,2005,Yes,Yes,Yes,Yes,Yes
Seychelles,2006,Yes,Yes,Yes,Yes,Yes
Seychelles,2007,Yes,Yes,Yes,Yes,Yes
Seychelles,2008,Yes,Yes,Yes,Yes,Yes
Seychelles,2009,Yes,Yes,Yes,Yes,Yes
Seychelles,2010,Yes,Yes,Yes,Yes,Yes
Seychelles,2011,Yes,Yes,Yes,Yes,Yes
Seychelles,2012,Yes,Yes,Yes,Yes,Yes
Seychelles,2013,Yes,Yes,Yes,Yes,Yes
Seychelles,2014,Yes,Yes,Yes,Yes,Yes
Seychelles,2015,Yes,Yes,Yes,Yes,Yes
Seychelles,2016,Yes,Yes,Yes,Yes,Yes
Seychelles,2017,Yes,Yes,Yes,Yes,Yes
Sierra Leone,1961,Yes,No,No,No,No
Sierra Leone,1962,Yes,No,No,No,No
Sierra Leone,1963,Yes,No,No,No,No
Sierra Leone,1964,Yes,No,No,No,No
Sierra Leone,1965,Yes,No,No,No,No
Sierra Leone,1966,Yes,No,No,No,No
Sierra Leone,1967,Yes,No,No,No,No
Sierra Leone,1968,Yes,No,No,No,No
Sierra Leone,1969,Yes,No,No,No,No
Sierra Leone,1970,Yes,No,No,No,No
Sierra Leone,1971,Yes,No,No,No,No
Sierra Leone,1972,Yes,No,No,No,No
Sierra Leone,1973,Yes,No,No,No,No
Sierra Leone,1974,Yes,No,No,No,No
Sierra Leone,1975,Yes,No,No,No,No
Sierra Leone,1976,Yes,No,No,No,No
Sierra Leone,1977,Yes,No,No,No,No
Sierra Leone,1978,Yes,No,No,No,No
Sierra Leone,1979,Yes,No,No,No,No
Sierra Leone,1980,Yes,No,No,No,No
Sierra Leone,1981,Yes,No,No,No,No
Sierra Leone,1982,Yes,No,No,No,No
Sierra Leone,1983,Yes,No,No,No,No
Sierra Leone,1984,Yes,No,No,No,No
Sierra Leone,1985,Yes,No,No,No,No
Sierra Leone,1986,Yes,No,No,No,No
Sierra Leone,1987,Yes,No,No,No,No
Sierra Leone,1988,Yes,No,No,No,No
Sierra Leone,1989,Yes,No,No,No,No
Sierra Leone,1990,Yes,No,No,No,No
Sierra Leone,1991,Yes,No,No,No,No
Sierra Leone,1992,Yes,No,No,No,No
Sierra Leone,1993,Yes,No,No,No,No
Sierra Leone,1994,Yes,No,No,No,No
Sierra Leone,1995,Yes,No,No,No,No
Sierra Leone,1996,Yes,Yes,No,No,No
Sierra Leone,1997,Yes,Yes,No,No,No
Sierra Leone,1998,Yes,Yes,No,No,No
Sierra Leone,1999,Yes,Yes,No,No,No
Sierra Leone,2000,Yes,Yes,No,No,No
Sierra Leone,2001,Yes,Yes,No,No,No
Sierra Leone,2002,Yes,Yes,Yes,No,No
Sierra Leone,2003,Yes,Yes,Yes,No,No
Sierra Leone,2004,Yes,Yes,Yes,No,No
Sierra Leone,2005,Yes,Yes,Yes,No,No
Sierra Leone,2006,Yes,Yes,Yes,No,No
Sierra Leone,2007,Yes,Yes,Yes,No,No
Sierra Leone,2008,Yes,Yes,Yes,No,No
Sierra Leone,2009,Yes,Yes,Yes,No,No
Sierra Leone,2010,Yes,Yes,Yes,No,No
Sierra Leone,2011,Yes,Yes,Yes,No,No
Sierra Leone,2012,Yes,Yes,Yes,No,No
Sierra Leone,2013,Yes,Yes,Yes,No,No
Sierra Leone,2014,Yes,Yes,Yes,No,No
Sierra Leone,2015,Yes,Yes,Yes,No,No
Sierra Leone,2016,Yes,Yes,Yes,No,No
Sierra Leone,2017,Yes,Yes,Yes,No,No
Singapore,1965,Yes,Yes,No,No,No
Singapore,1966,Yes,Yes,No,No,No
Singapore,1967,Yes,Yes,No,No,No
Singapore,1968,Yes,Yes,No,No,No
Singapore,1969,Yes,Yes,No,No,No
Singapore,1970,Yes,Yes,No,No,No
Singapore,1971,Yes,Yes,No,No,No
Singapore,1972,Yes,Yes,No,No,No
Singapore,1973,Yes,Yes,No,No,No
Singapore,1974,Yes,Yes,No,No,No
Singapore,1975,Yes,Yes,No,No,No
Singapore,1976,Yes,Yes,No,No,No
Singapore,1977,Yes,Yes,No,No,No
Singapore,1978,Yes,Yes,No,No,No
Singapore,1979,Yes,Yes,No,No,No
Singapore,1980,Yes,Yes,No,No,No
Singapore,1981,Yes,Yes,No,No,No
Singapore,1982,Yes,Yes,No,No,No
Singapore,1983,Yes,Yes,No,No,No
Singapore,1984,Yes,Yes,No,No,No
Singapore,1985,Yes,Yes,No,No,No
Singapore,1986,Yes,Yes,No,No,No
Singapore,1987,Yes,Yes,No,No,No
Singapore,1988,Yes,Yes,No,No,No
Singapore,1989,Yes,Yes,No,No,No
Singapore,1990,Yes,Yes,No,No,No
Singapore,1991,Yes,Yes,No,No,No
Singapore,1992,Yes,Yes,No,No,No
Singapore,1993,Yes,Yes,No,No,No
Singapore,1994,Yes,Yes,No,No,No
Singapore,1995,Yes,Yes,No,No,No
Singapore,1996,Yes,Yes,No,No,No
Singapore,1997,Yes,Yes,No,No,No
Singapore,1998,Yes,Yes,No,No,No
Singapore,1999,Yes,Yes,No,No,No
Singapore,2000,Yes,Yes,No,No,No
Singapore,2001,Yes,Yes,Yes,No,No
Singapore,2002,Yes,Yes,Yes,No,No
Singapore,2003,Yes,Yes,Yes,No,No
Singapore,2004,Yes,Yes,Yes,No,No
Singapore,2005,Yes,Yes,Yes,No,No
Singapore,2006,Yes,Yes,Yes,Yes,No
Singapore,2007,Yes,Yes,Yes,Yes,No
Singapore,2008,Yes,Yes,Yes,Yes,No
Singapore,2009,Yes,Yes,Yes,Yes,No
Singapore,2010,Yes,Yes,Yes,Yes,No
Singapore,2011,Yes,Yes,Yes,Yes,No
Singapore,2012,Yes,Yes,Yes,Yes,No
Singapore,2013,Yes,Yes,Yes,Yes,No
Singapore,2014,Yes,Yes,Yes,Yes,No
Singapore,2015,Yes,Yes,Yes,Yes,No
Singapore,2016,Yes,Yes,Yes,Yes,No
Singapore,2017,Yes,Yes,Yes,Yes,No
Slovakia,1993,Yes,Yes,Yes,No,No
Slovakia,1994,Yes,Yes,Yes,No,No
Slovakia,1995,Yes,Yes,Yes,No,No
Slovakia,1996,Yes,Yes,Yes,No,No
Slovakia,1997,Yes,Yes,Yes,No,No
Slovakia,1998,Yes,Yes,Yes,No,No
Slovakia,1999,Yes,Yes,Yes,No,No
Slovakia,2000,Yes,Yes,Yes,No,No
Slovakia,2001,Yes,Yes,Yes,No,No
Slovakia,2002,Yes,Yes,Yes,No,No
Slovakia,2003,Yes,Yes,Yes,No,No
Slovakia,2004,Yes,Yes,Yes,No,No
Slovakia,2005,Yes,Yes,Yes,No,No
Slovakia,2006,Yes,Yes,Yes,Yes,No
Slovakia,2007,Yes,Yes,Yes,Yes,No
Slovakia,2008,Yes,Yes,Yes,Yes,No
Slovakia,2009,Yes,Yes,Yes,Yes,No
Slovakia,2010,Yes,Yes,Yes,Yes,No
Slovakia,2011,Yes,Yes,Yes,Yes,No
Slovakia,2012,Yes,Yes,Yes,Yes,No
Slovakia,2013,Yes,Yes,Yes,Yes,No
Slovakia,2014,Yes,Yes,Yes,Yes,No
Slovakia,2015,Yes,Yes,Yes,Yes,No
Slovakia,2016,Yes,Yes,Yes,Yes,No
Slovakia,2017,Yes,Yes,Yes,Yes,No
Slovenia,1991,Yes,No,No,No,No
Slovenia,1992,Yes,Yes,Yes,No,No
Slovenia,1993,Yes,Yes,Yes,No,No
Slovenia,1994,Yes,Yes,Yes,No,No
Slovenia,1995,Yes,Yes,Yes,No,No
Slovenia,1996,Yes,Yes,Yes,No,No
Slovenia,1997,Yes,Yes,Yes,No,No
Slovenia,1998,Yes,Yes,Yes,No,No
Slovenia,1999,Yes,Yes,Yes,No,No
Slovenia,2000,Yes,Yes,Yes,No,No
Slovenia,2001,Yes,Yes,Yes,No,No
Slovenia,2002,Yes,Yes,Yes,No,No
Slovenia,2003,Yes,Yes,Yes,No,No
Slovenia,2004,Yes,Yes,Yes,No,No
Slovenia,2005,Yes,Yes,Yes,No,No
Slovenia,2006,Yes,Yes,Yes,No,No
Slovenia,2007,Yes,Yes,Yes,No,No
Slovenia,2008,Yes,Yes,Yes,No,No
Slovenia,2009,Yes,Yes,Yes,No,No
Slovenia,2010,Yes,Yes,Yes,No,No
Slovenia,2011,Yes,Yes,Yes,Yes,Yes
Slovenia,2012,Yes,Yes,Yes,Yes,Yes
Slovenia,2013,Yes,Yes,Yes,Yes,Yes
Slovenia,2014,Yes,Yes,Yes,Yes,Yes
Slovenia,2015,Yes,Yes,Yes,Yes,Yes
Slovenia,2016,Yes,Yes,Yes,Yes,Yes
Slovenia,2017,Yes,Yes,Yes,Yes,Yes
Socialist Federal Republic of Yugoslavia,1918,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1919,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1920,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1921,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1922,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1923,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1924,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1925,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1926,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1927,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1928,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1929,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1930,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1931,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1932,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1933,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1934,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1935,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1936,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1937,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1938,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1939,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1940,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1941,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1942,No,No,No,No,No
Socialist Federal Republic of Yugoslavia,1943,No,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1944,No,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1945,No,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1946,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1947,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1948,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1949,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1950,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1951,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1952,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1953,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1954,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1955,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1956,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1957,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1958,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1959,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1960,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1961,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1962,Yes,Yes,No,No,No
Socialist Federal Republic of Yugoslavia,1963,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1964,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1965,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1966,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1967,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1968,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1969,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1970,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1971,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1972,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1973,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1974,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1975,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1976,Yes,Yes,Yes,No,No
Socialist Federal Republic of Yugoslavia,1977,Yes,Yes,Yes,No,No
