Entity,Year,Value of global merchandise imports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data),Value of global merchandise exports as a share of GDP (Fouquin and Hugot; CEPII 2016; National data)
Switzerland,1892,42.16692,31.92846
Switzerland,1893,39.50501,30.82154
Switzerland,1894,39.34829,29.58267
Switzerland,1895,40.36316,29.21482
Switzerland,1896,41.02573,28.39608
Switzerland,1897,39.64858,26.75411
Switzerland,1898,39.8441,27.08651
Switzerland,1899,42.59756,29.23074
Switzerland,1900,39.52099,29.73857
Switzerland,1901,37.3083,29.74004
Switzerland,1902,38.43348,29.75276
Switzerland,1903,40.16897,29.85804
Switzerland,1904,39.0961,28.09244
Switzerland,1905,41.10305,28.86149
Switzerland,1906,39.62166,28.88686
Switzerland,1907,43.26846,29.57234
Switzerland,1908,37.72091,26.33107
Switzerland,1909,38.16545,26.15834
Switzerland,1910,39.56379,27.1165
Switzerland,1911,39.44047,27.51203
Switzerland,1912,41.77515,28.65649
Switzerland,1913,40.34578,28.92563
Switzerland,1914,33.08664,26.56242
Switzerland,1915,34.9013,34.6941
Switzerland,1916,39.55189,40.70752
Switzerland,1917,32.98212,31.85503
Switzerland,1918,27.24998,22.27658
Switzerland,1919,39.41212,36.78755
Switzerland,1920,41.85796,32.3282
Switzerland,1921,29.87935,27.84747
Switzerland,1922,26.81768,24.67599
Switzerland,1923,29.14951,22.87447
Switzerland,1924,30.06513,24.85115
Switzerland,1925,31.31175,23.97056
Switzerland,1926,28.65889,21.79819
Switzerland,1927,29.22905,23.06177
Switzerland,1928,29.17138,22.6855
Switzerland,1929,29.0863,21.98781
Switzerland,1930,28.24303,18.73717
Switzerland,1931,24.81471,14.86761
Switzerland,1932,21.52582,9.7819
Switzerland,1933,19.74081,10.55826
Switzerland,1934,18.13162,10.67204
Switzerland,1935,17.10156,10.59302
Switzerland,1936,16.8903,11.75905
Switzerland,1937,20.94426,14.90506
Switzerland,1938,18.89943,16.16255
Switzerland,1939,21.25409,14.59686
Switzerland,1940,18.65535,13.24172
Switzerland,1941,18.68047,13.50257
Switzerland,1942,17.50431,13.42484
Switzerland,1943,14.00789,13.21143
Switzerland,1944,9.27925,8.85437
Switzerland,1945,9.00071,10.82451
Switzerland,1946,20.60884,16.11072
Switzerland,1947,26.04431,17.6561
Switzerland,1948,26.2688,18.44171
Switzerland,1949,20.79341,18.94786
Switzerland,1950,23.41274,20.1438
Switzerland,1951,26.88794,21.19044
Switzerland,1952,23.48453,21.24707
Switzerland,1953,22.32346,22.62441
Switzerland,1954,23.26683,21.84984
Switzerland,1955,24.61456,21.49218
Switzerland,1956,27.40727,22.23582
Switzerland,1957,28.50327,22.46897
Switzerland,1958,24.83086,22.50004
Switzerland,1959,25.87569,22.7711
Switzerland,1960,26.89502,22.70452
Switzerland,1961,28.80799,21.8811
Switzerland,1962,29.10414,21.46793
Switzerland,1963,28.65327,21.22169
Switzerland,1964,29.16565,20.94973
Switzerland,1965,27.84587,21.92864
Switzerland,1966,28.04082,22.62341
Switzerland,1967,27.35508,22.43041
Switzerland,1968,28.60698,24.03008
Switzerland,1969,31.02257,26.1261
Switzerland,1970,33.67229,26.17539
Switzerland,1971,31.01527,24.1767
Switzerland,1972,31.50921,24.40115
Switzerland,1973,32.7323,26.2931
Switzerland,1974,35.69928,29.51921
Switzerland,1975,28.81369,28.83539
Switzerland,1976,29.04247,30.76958
Switzerland,1977,32.55306,33.02111
Switzerland,1978,29.30515,30.58385
Switzerland,1979,35.92128,32.23695
Switzerland,1980,41.97316,35.90821
Switzerland,1981,31.96339,31.54206
Switzerland,1982,28.53336,28.2378
Switzerland,1983,27.99755,28.65656
Switzerland,1984,28.9306,30.73596
Switzerland,1985,29.60408,31.53021
Switzerland,1986,28.19126,29.46034
Switzerland,1987,27.42579,27.57466
Switzerland,1988,28.72789,28.53659
Switzerland,1989,32.12017,30.9573
Switzerland,1990,28.98653,29.1627
Switzerland,1991,27.42677,27.73773
Switzerland,1992,25.98867,27.86159
Switzerland,1993,25.86902,27.34161
Switzerland,1994,25.89743,27.06977
Switzerland,1995,26.13753,27.66165
Switzerland,1996,27.29978,28.40423
Switzerland,1997,30.06972,31.71337
Switzerland,1998,31.12327,31.48724
Switzerland,1999,31.84451,33.71059
Switzerland,2000,34.35754,36.2837
Switzerland,2001,32.82637,35.47574
Switzerland,2002,31.42715,34.09177
Switzerland,2003,31.70718,32.83605
Switzerland,2004,33.43323,34.94436
Switzerland,2005,38.07416,36.40042
Switzerland,2006,40.30695,37.70198
Switzerland,2007,42.03385,39.99826
Switzerland,2008,42.79892,40.5219
Switzerland,2009,36.46552,37.2405
Switzerland,2010,38.51845,39.1268
Switzerland,2011,41.32618,42.01428
Switzerland,2012,38.95855,43.94494
Switzerland,2013,44.34448,46.88834
Switzerland,2014,36.58442,42.50708
Syria,1949,56.46436,12.45493
Syria,1950,38.06755,29.83453
Syria,1951,34.08092,37.62212
Syria,1952,32.50399,34.1211
Syria,1953,29.02639,28.58964
Syria,1954,35.43802,30.75106
Syria,1955,33.51859,27.13737
Syria,1956,32.53264,25.43794
Syria,1957,25.53975,22.6591
Syria,1958,25.70017,15.74325
Syria,1959,23.08714,19.47286
Syria,1960,27.5736,20.69011
Syria,1961,20.85174,21.33098
Syria,1962,21.03432,17.91879
Syria,1963,19.02624,20.81557
Syria,1964,17.529,17.74177
Syria,1965,14.4222,16.67907
Syria,1966,21.90291,16.93229
Syria,1967,16.69378,11.19015
Syria,1968,17.78478,11.96701
Syria,1969,16.4409,9.20441
Syria,1970,16.8068,9.69233
Syria,1971,16.99943,8.02722
Syria,1972,17.63353,9.39084
Syria,1973,19.67064,10.83597
Syria,1974,25.44912,15.20111
Syria,1975,24.68778,15.83913
Syria,1976,34.89847,19.84956
Syria,1977,34.52945,18.96191
Syria,1978,26.50788,11.56723
Syria,1979,36.40683,16.55864
Syria,1980,33.97696,16.13583
Syria,1981,32.27321,14.96614
Syria,1982,24.63208,12.90165
Syria,1983,25.8249,11.62097
Syria,1984,22.72405,11.88648
Syria,1985,24.18685,11.32409
Syria,1986,20.94495,10.04485
Syria,1987,22.34134,12.72758
Syria,1988,21.05135,14.09091
Syria,1989,21.14601,30.5109
Syria,1990,19.43588,34.20537
Syria,1991,21.13245,27.44613
Syria,1992,26.39889,23.42558
Syria,1993,30.24753,23.48224
Syria,1994,51.87967,32.74109
Syria,1995,41.31702,34.83349
Syria,1996,38.66367,54.63967
Syria,1997,27.76708,50.22739
Syria,1998,28.74302,20.52483
Syria,1999,25.4605,24.14131
Syria,2000,27.96021,26.30233
Syria,2001,30.49792,31.72288
Syria,2002,33.36765,33.22682
Syria,2003,39.65935,28.55396
Syria,2004,104.96063,94.01669
Syria,2005,50.8504,33.83314
Syria,2006,51.54165,34.08998
Syria,2007,53.47308,33.15331
Taiwan,1903,30.89431,27.64228
Taiwan,1904,30.83334,40
Taiwan,1905,37.9845,46.51163
Taiwan,1906,36.05442,44.21769
Taiwan,1907,38.36478,39.62264
Taiwan,1908,36.6279,30.81395
Taiwan,1909,26.10837,29.06404
Taiwan,1910,23.87388,34.23423
Taiwan,1911,27.65957,47.65957
Taiwan,1912,38.86463,63.75546
Taiwan,1913,42.44898,56.7347
Taiwan,1914,67.98245,78.07018
Taiwan,1915,78.89908,99.08257
Taiwan,1916,46.52778,52.77778
Taiwan,1917,31.81818,42.24599
Taiwan,1918,24.39024,44.12417
Taiwan,1919,23.29247,21.1909
Taiwan,1920,24.39716,30.78014
Taiwan,1921,23.34495,26.48083
Taiwan,1922,22.66667,30.09524
Taiwan,1923,19.60784,35.47237
Taiwan,1924,21.11111,40.31746
Taiwan,1925,26.53353,37.51783
Taiwan,1926,26.48336,36.32417
Taiwan,1927,28.1203,37.14286
Taiwan,1928,24.6134,31.95876
Taiwan,1929,26.48579,35.14212
Taiwan,1930,23.93162,34.33049
Taiwan,1931,24.70389,37.39425
Taiwan,1932,23.80261,34.97823
Taiwan,1933,26.54232,35.58106
Taiwan,1934,27.45849,39.08046
Taiwan,1935,28.43243,37.94595
Taiwan,1936,29.68592,39.31105
Taiwan,1937,30.49242,41.66667
Taiwan,1938,30.68562,38.12709
Tajikistan,1994,40.64263,36.77466
Tajikistan,1995,65.76536,61.79589
Tajikistan,1996,63.99985,74.61518
Tajikistan,1997,81.38928,87.75339
Tajikistan,1998,53.85786,45.75407
Tajikistan,1999,61.01922,72.81294
Tajikistan,2000,77.9156,90.08154
Tajikistan,2001,64.17059,61.32842
Tajikistan,2002,59.00351,61.61956
Tajikistan,2003,56.67496,52.41464
Tajikistan,2004,57.38221,44.91874
Tajikistan,2005,57.52171,40.44857
Tajikistan,2006,60.96327,50.17778
Tajikistan,2007,68.48204,40.05705
Tajikistan,2008,76.28655,28.59613
Tajikistan,2009,60.24806,20.79424
Tajikistan,2010,59.10548,21.7967
Tajikistan,2011,73.21001,15.97577
Tajikistan,2012,61.82232,13.8915
Tajikistan,2013,57.59771,11.47734
Tajikistan,2014,62.75883,8.80242
Tanzania,1955,31.70968,23.80185
Tanzania,1956,26.40625,28.5268
Tanzania,1957,27.64706,23.84455
Tanzania,1958,24.34286,24.04083
Tanzania,1959,22.39474,24.15415
Tanzania,1960,20.34799,28.24177
Tanzania,1961,19.4251,24.07667
Tanzania,1962,17.95239,23.39684
Tanzania,1963,16.48689,26.16619
Tanzania,1964,21.03334,23.52382
Tanzania,1965,23.11477,20.726
Tanzania,1966,24.2143,24.02042
Tanzania,1967,22.43836,21.49707
Tanzania,1968,23.09051,21.71863
Tanzania,1969,20.40913,21.13916
Tanzania,1970,24.71919,20.23029
Tanzania,1971,27.8253,20.46721
Tanzania,1972,26.00462,20.39119
Tanzania,1973,27.74043,18.8784
Tanzania,1974,36.33994,20.58813
Tanzania,1975,32.66679,15.80421
Tanzania,1976,22.52342,17.76409
Tanzania,1977,21.37328,16.45474
Tanzania,1978,26.78309,13.64306
Tanzania,1979,24.43596,15.08938
Tanzania,1980,23.88089,11.55276
Tanzania,1981,19.83588,9.93358
Tanzania,1982,16.96075,7.37671
Tanzania,1983,12.95841,7.51437
Tanzania,1984,15.52643,8.20985
Tanzania,1985,16.00911,6.24493
Tanzania,1986,17.57867,9.86635
Tanzania,1987,28.41297,12.40124
Tanzania,1988,23.53407,11.0872
Tanzania,1989,19.93061,11.50329
Tanzania,1990,27.49284,11.02855
Tanzania,1991,24.8437,8.76208
Tanzania,1992,33.72812,10.86432
Tanzania,1993,34.36995,11.51436
Tanzania,1994,34.01911,12.55223
Tanzania,1995,35.75796,13.97833
Tanzania,1996,27.51241,12.30903
Tanzania,1997,22.34098,8.93474
Tanzania,1998,17.10863,7.23256
Tanzania,1999,17.12091,6.95961
Tanzania,2000,14.93238,7.21736
Tanzania,2001,17.14537,7.46151
Tanzania,2002,16.1904,8.78128
Tanzania,2003,21.18108,8.02946
Tanzania,2004,23.86034,9.56439
Tanzania,2005,21.04013,8.82311
Tanzania,2006,22.46317,8.43595
Tanzania,2007,25.86884,8.26342
Tanzania,2008,28.08796,7.40836
Tanzania,2009,22.80458,6.79767
Tanzania,2010,25.45808,8.02483
Tanzania,2011,31.85282,9.19612
Tanzania,2012,29.24241,8.24969
Tanzania,2013,32.32931,8.73799
Tanzania,2014,32.245,8.51039
Thailand,1946,5.48544,4.36893
Thailand,1947,8.75949,6.90506
Thailand,1948,9.48649,15.66075
Thailand,1949,10.25225,18.68007
Thailand,1950,11.25391,20.28321
Thailand,1951,13.17021,26.53005
Thailand,1952,19.24746,19.18767
Thailand,1953,17.35158,12.98713
Thailand,1954,18.70308,12.63305
Thailand,1955,17.91294,16.22139
Thailand,1956,17.7096,16.21311
Thailand,1957,19.20501,17.1754
Thailand,1958,18.13466,14.22958
Thailand,1959,18.83648,15.84906
Thailand,1960,16.34812,14.73041
Thailand,1961,15.43817,15.72162
Thailand,1962,16.32258,13.8414
Thailand,1963,16.70431,13.04936
Thailand,1964,16.85467,15.25331
Thailand,1965,16.35704,14.17571
Thailand,1966,16.96649,13.0985
Thailand,1967,18.78172,12.12033
Thailand,1968,18.78635,10.76631
Thailand,1969,18.64447,10.53733
Thailand,1970,18.32376,10.02111
Thailand,1971,17.55268,11.23173
Thailand,1972,18.14934,13.21884
Thailand,1973,18.74966,14.42263
Thailand,1974,22.94936,18.44311
Thailand,1975,21.43103,15.56219
Thailand,1976,21.02983,17.54744
Thailand,1977,23.33302,17.64025
Thailand,1978,22.30719,17.02114
Thailand,1979,26.17431,19.87703
Thailand,1980,28.4749,20.09457
Thailand,1981,28.57263,20.85081
Thailand,1982,23.32783,20.07793
Thailand,1983,25.67978,16.61816
Thailand,1984,24.91839,18.28691
Thailand,1985,23.83291,19.94634
Thailand,1986,21.31095,22.13522
Thailand,1987,25.75301,23.89352
Thailand,1988,32.92233,26.36219
Thailand,1989,35.12144,28.5919
Thailand,1990,39.15286,27.84774
Thailand,1991,38.6392,29.37588
Thailand,1992,36.50547,29.95901
Thailand,1993,35.83813,28.94907
Thailand,1994,37.55842,31.44307
Thailand,1995,45.53732,34.66074
Thailand,1996,40.94219,32.40412
Thailand,1997,42.25955,39.58839
Thailand,1998,38.44507,50.17115
Thailand,1999,39.74937,48.70053
Thailand,2000,48.99309,57.37297
Thailand,2001,51.58669,57.42169
Thailand,2002,48.19091,53.58965
Thailand,2003,49.79247,55.46505
Thailand,2004,54.60363,61.14632
Thailand,2005,62.40436,63.83109
Thailand,2006,58.89515,63.58812
Thailand,2007,53.73567,62.54227
Thailand,2008,61.48881,66.25502
Thailand,2009,47.85017,58.25227
Thailand,2010,54.29985,60.85024
Thailand,2011,61.82723,62.83715
Thailand,2012,63.07423,59.23825
Thailand,2013,59.45672,56.31172
Thailand,2014,56.39024,60.38853
Timor,2003,28.69757,1.766
Timor,2004,31.35901,1.57425
Timor,2005,22.22179,1.64684
Timor,2006,21.77171,1.82376
Timor,2007,32.66851,1.49678
Timor,2008,38.70086,1.87305
Timor,2009,36.07506,1.0379
Timor,2010,26.37163,1.75535
Timor,2011,28.01213,1.16011
Timor,2012,51.27521,2.37784
Timor,2013,63.89606,1.21645
Timor,2014,68.55445,1.45861
Togo,1960,21.57799,14.53008
Togo,1961,20.75548,17.00997
Togo,1962,20.49344,15.95614
Togo,1963,20.03409,15.76899
Togo,1964,24.86393,20.6798
Togo,1965,23.9722,19.08166
Togo,1966,21.79181,19.92632
Togo,1967,19.37797,16.15492
Togo,1968,19.09431,20.1354
Togo,1969,22.45114,23.44056
Togo,1970,26.39495,25.83624
Togo,1971,25.33629,21.68756
Togo,1972,25.28974,17.83229
Togo,1973,24.83985,19.70946
Togo,1974,21.74693,37.79224
Togo,1975,32.62719,25.8358
Togo,1976,38.83085,24.72686
Togo,1977,38.12052,23.44337
Togo,1978,55.43129,29.12016
Togo,1979,58.09645,27.95322
Togo,1980,50.75656,32.87751
Togo,1981,45.61339,33.52386
Togo,1982,66.69843,33.92418
Togo,1983,79.97028,32.96163
Togo,1984,55.69295,37.73882
Togo,1985,53.24862,32.0137
Togo,1986,46.60848,29.41703
Togo,1987,42.67266,21.04077
Togo,1988,43.92204,22.17866
Togo,1989,46.35323,21.99858
Togo,1990,44.42341,17.44266
Togo,1991,45.91178,17.70681
Togo,1992,56.45269,15.11041
Togo,1993,51.53868,15.88427
Togo,1994,71.92973,28.07126
Togo,1995,53.29039,22.31567
Togo,1996,45.13662,16.87755
Togo,1997,45.53694,19.04888
Togo,1998,42.45634,15.91544
Togo,1999,42.23143,18.80546
Togo,2000,54.30277,17.54967
Togo,2001,59.68763,29.81426
Togo,2002,86.38976,21.71816
Togo,2003,82.41744,44.85698
Togo,2004,81.78742,31.14392
Togo,2005,85.61411,27.63248
Togo,2006,109.5258,26.52549
Togo,2007,150.76501,22.08916
Togo,2008,108.746,39.30023
Togo,2009,90.99931,35.81576
Togo,2010,99.84287,30.74592
Togo,2011,125.2213,49.25757
Togo,2012,212.18387,49.93796
Togo,2013,201.62862,45.48777
Togo,2014,236.28232,43.47568
Tonga,1975,47.13176,19.70668
Tonga,1976,46.0774,14.63557
Tonga,1977,51.527,24.39997
Tonga,1978,60.19611,16.48886
Tonga,1979,81.29959,17.54539
Tonga,1980,64.42537,16.76866
Tonga,1981,68.95153,14.42113
Tonga,1982,67.34693,8.71784
Tonga,1983,61.66703,8.6488
Tonga,1984,64.16351,13.65949
Tonga,1985,68.85934,10.82941
Tonga,1986,58.44343,8.53864
Tonga,1987,58.70905,8.2371
Tonga,1988,59.03742,9.11354
Tonga,1989,56.1336,23.33687
Tonga,1990,58.93937,11.26873
Tonga,1991,49.63391,20.00119
Tonga,1992,45.63945,15.84014
Tonga,1993,44.48787,16.79002
Tonga,1994,35.75021,11.38916
Tonga,1995,38.17203,9.76201
Tonga,1996,34.00214,10.40354
Tonga,1997,34.27742,8.22931
Tonga,1998,36.45593,8.57374
Tonga,1999,37.41295,12.77719
Tonga,2000,43.84555,10.97626
Tonga,2001,44.22996,15.36664
Tonga,2002,47.88706,16.25453
Tonga,2003,48.75911,15.91439
Tonga,2004,49.84013,11.6491
Tonga,2005,49.38439,7.85235
Tonga,2006,48.23201,8.22703
Tonga,2007,52.48118,6.31015
Tonga,2008,47.57272,6.61079
Tonga,2009,46.48161,4.51342
Tonga,2010,54.80643,3.6217
Tonga,2011,45.83067,3.86789
Tonga,2012,48.96222,3.31975
Tonga,2013,55.42656,3.42681
Tonga,2014,56.15002,3.65642
Trinidad and Tobago,1951,65.30862,62.56369
Trinidad and Tobago,1952,66.12248,59.85874
Trinidad and Tobago,1953,57.1849,60.08406
Trinidad and Tobago,1954,57.05114,59.37093
Trinidad and Tobago,1955,58.6252,55.84161
Trinidad and Tobago,1956,51.16665,55.64883
Trinidad and Tobago,1957,51.18193,55.49848
Trinidad and Tobago,1958,53.90004,51.15898
Trinidad and Tobago,1959,52.74572,52.6444
Trinidad and Tobago,1960,54.58551,53.59611
Trinidad and Tobago,1961,57.38809,58.89245
Trinidad and Tobago,1962,57.03003,55.83518
Trinidad and Tobago,1963,55.34919,55.03957
Trinidad and Tobago,1964,59.39057,56.89021
Trinidad and Tobago,1965,64.40636,54.54991
Trinidad and Tobago,1966,63.22714,59.59324
Trinidad and Tobago,1967,53.96457,57.03551
Trinidad and Tobago,1968,55.34326,60.11332
Trinidad and Tobago,1969,62.16247,59.4597
Trinidad and Tobago,1970,66.15685,58.45592
Trinidad and Tobago,1971,76.037,57.81235
Trinidad and Tobago,1972,70.58292,51.37751
Trinidad and Tobago,1973,60.23827,56.00279
Trinidad and Tobago,1974,104.05774,99.30744
Trinidad and Tobago,1975,82.73318,72.65622
Trinidad and Tobago,1976,101.22155,88.19635
Trinidad and Tobago,1977,75.2991,70.64384
Trinidad and Tobago,1978,55.04819,56.65107
Trinidad and Tobago,1979,45.25079,56.57571
Trinidad and Tobago,1980,50.65691,62.58491
Trinidad and Tobago,1981,44.35402,53.70059
Trinidad and Tobago,1982,43.78363,37.88025
Trinidad and Tobago,1983,34.98092,30.18464
Trinidad and Tobago,1984,30.52114,27.57892
Trinidad and Tobago,1985,21.53346,29.79575
Trinidad and Tobago,1986,27.78445,30.17913
Trinidad and Tobago,1987,24.30208,30.51225
Trinidad and Tobago,1988,25.08901,30.83762
Trinidad and Tobago,1989,28.78263,35.8901
Trinidad and Tobago,1990,24.26243,39.17916
Trinidad and Tobago,1991,31.65538,38.09043
Trinidad and Tobago,1992,26.89395,35.59348
Trinidad and Tobago,1993,30.2716,41.69496
Trinidad and Tobago,1994,24.79822,49.05375
Trinidad and Tobago,1995,36.92383,57.35105
Trinidad and Tobago,1996,37.28146,43.41356
Trinidad and Tobago,1997,52.77503,47.73489
Trinidad and Tobago,1998,49.79024,44.41651
Trinidad and Tobago,1999,40.28487,43.80095
Trinidad and Tobago,2000,35.47213,51.96012
Trinidad and Tobago,2001,40.35707,50.03879
Trinidad and Tobago,2002,40.63387,51.94165
Trinidad and Tobago,2003,32.10175,63.01938
Trinidad and Tobago,2004,37.63198,68.90856
Trinidad and Tobago,2005,32.99473,77.40075
Trinidad and Tobago,2006,31.66535,78.89766
Trinidad and Tobago,2007,31.09069,74.27505
Trinidad and Tobago,2008,33.01961,75.53661
Trinidad and Tobago,2009,34.70927,66.97843
Trinidad and Tobago,2010,28.93807,73.48792
Trinidad and Tobago,2011,33.88574,83.17307
Trinidad and Tobago,2012,32.21199,84.32449
Trinidad and Tobago,2013,30.73902,75.072
Trinidad and Tobago,2014,26.38117,69.26775
Tunisia,1960,25.08271,16.57994
Tunisia,1961,24.11281,18.22937
Tunisia,1962,24.16684,19.91945
Tunisia,1963,21.30755,17.78609
Tunisia,1964,23.96812,16.23864
Tunisia,1965,24.83231,15.47353
Tunisia,1966,24.00686,16.60969
Tunisia,1967,24.07632,15.37209
Tunisia,1968,18.35265,13.55994
Tunisia,1969,20.36119,13.24129
Tunisia,1970,21.24318,12.77551
Tunisia,1971,20.51743,13.07988
Tunisia,1972,20.67649,13.8932
Tunisia,1973,25.01,15.58525
Tunisia,1974,32.02587,26.11135
Tunisia,1975,32.77643,19.77439
Tunisia,1976,33.91111,17.47683
Tunisia,1977,35.70193,18.09304
Tunisia,1978,35.51242,18.6066
Tunisia,1979,39.56628,24.93511
Tunisia,1980,40.30354,25.55228
Tunisia,1981,46.74964,29.23066
Tunisia,1982,41.43793,24.29791
Tunisia,1983,37.96147,21.2737
Tunisia,1984,38.95926,26.05417
Tunisia,1985,33.00938,20.58266
Tunisia,1986,31.64288,20.83425
Tunisia,1987,29.26138,24.56038
Tunisia,1988,36.60948,23.70058
Tunisia,1989,45.73523,29.61563
Tunisia,1990,49.85449,30.23043
Tunisia,1991,42.26663,31.24472
Tunisia,1992,41.66542,27.34165
Tunisia,1993,42.53051,26.04076
Tunisia,1994,42.03669,29.69596
Tunisia,1995,44.54537,32.07759
Tunisia,1996,39.56003,28.93673
Tunisia,1997,43.06717,28.40506
Tunisia,1998,38.53706,27.27082
Tunisia,1999,44.4327,31.67154
Tunisia,2000,39.94999,29.87024
Tunisia,2001,43.14559,31.01431
Tunisia,2002,41.06387,30.99011
Tunisia,2003,39.68916,30.66785
Tunisia,2004,41.6738,32.33173
Tunisia,2005,41.2952,32.71993
Tunisia,2006,43.71432,35.74729
Tunisia,2007,49.01297,39.36239
Tunisia,2008,54.71214,42.08133
Tunisia,2009,44.09672,34.51844
Tunisia,2010,49.68862,37.63952
Tunisia,2011,51.35228,39.01352
Tunisia,2012,53.32942,37.61121
Tunisia,2013,51.33005,37.7524
Tunisia,2014,54.4963,35.4255
Turkey,1949,9.68389,7.60012
Turkey,1950,8.50549,7.52536
Turkey,1951,11.27375,7.45231
Turkey,1952,14.64491,7.54119
Turkey,1953,11.21501,7.07718
Turkey,1954,11.24327,5.85375
Turkey,1955,9.48082,5.06668
Turkey,1956,6.51521,4.13653
Turkey,1957,9.28048,5.61054
Turkey,1958,9.60835,3.864
Turkey,1959,11.76007,7.2695
Turkey,1960,10.60592,6.14417
Turkey,1961,10.64004,6.65017
Turkey,1962,10.27899,6.14471
Turkey,1963,9.73864,5.28614
Turkey,1964,7.94093,5.34247
Turkey,1965,7.61236,5.41868
Turkey,1966,8.38304,4.8856
Turkey,1967,8.09671,4.67663
Turkey,1968,7.50173,4.22061
Turkey,1969,7.51601,3.91454
Turkey,1970,8.73808,4.59773
Turkey,1971,7.6108,4.162
Turkey,1972,8.14299,4.36785
Turkey,1973,8.96586,5.11779
Turkey,1974,10.88414,4.30327
Turkey,1975,10.61489,3.2453
Turkey,1976,10.35026,3.82246
Turkey,1977,9.87929,3.12109
Turkey,1978,7.06152,3.51253
Turkey,1979,5.84928,2.7831
Turkey,1980,11.15435,4.23581
Turkey,1981,12.57245,6.60984
Turkey,1982,13.6343,8.90343
Turkey,1983,14.89542,9.29353
Turkey,1984,17.78849,11.89037
Turkey,1985,16.86935,11.83599
Turkey,1986,14.56132,10.2326
Turkey,1987,16.81133,11.74403
Turkey,1988,16.1744,12.93631
Turkey,1989,14.87204,12.43984
Turkey,1990,15.36214,9.43699
Turkey,1991,14.08559,10.11809
Turkey,1992,15.381,9.80906
Turkey,1993,16.29297,8.85077
Turkey,1994,17.89744,13.99072
Turkey,1995,21.10093,12.77369
Turkey,1996,23.39951,12.72943
Turkey,1997,25.63073,13.82545
Turkey,1998,17.05715,10.09491
Turkey,1999,16.28471,10.80081
Turkey,2000,20.44615,10.41946
Turkey,2001,21.12142,15.98641
Turkey,2002,22.17064,15.50707
Turkey,2003,22.88399,15.88642
Turkey,2004,24.82129,16.9997
Turkey,2005,24.13413,15.35393
Turkey,2006,26.26822,16.08787
Turkey,2007,26.26681,16.74178
Turkey,2008,27.65352,18.07753
Turkey,2009,22.93175,16.62067
Turkey,2010,25.37638,15.97165
Turkey,2011,31.08625,17.99238
Turkey,2012,29.98555,20.01637
Turkey,2013,30.56948,19.27897
Turkey,2014,30.31771,20.30414
Turkmenistan,1994,35.27884,49.87349
Turkmenistan,1995,54.95142,75.80515
Turkmenistan,1996,55.20406,99.68993
Turkmenistan,1997,51.24118,61.77084
Turkmenistan,1998,38.65774,22.77709
Turkmenistan,1999,60.32187,48.43785
Turkmenistan,2000,61.54932,86.24754
Turkmenistan,2001,62.52171,72.28189
Turkmenistan,2002,47.69333,63.1047
Turkmenistan,2003,42.02484,57.71969
Turkmenistan,2004,39.15827,55.52583
Turkmenistan,2005,32.33261,65.56898
Turkmenistan,2006,24.77651,58.76862
Turkmenistan,2007,26.77508,54.11082
Turkmenistan,2008,28.61289,57.75276
Turkmenistan,2009,32.70503,16.21594
Turkmenistan,2010,25.22668,15.33796
Turkmenistan,2011,26.876,28.46814
Turkmenistan,2012,28.07764,32.73854
Turkmenistan,2013,24.68354,32.90234
Turkmenistan,2014,22.9581,30.72232
Tuvalu,1990,56.65886,2.83139
Tuvalu,1991,46.92762,19.66945
Tuvalu,1992,85.69771,57.84929
Tuvalu,1993,69.52623,21.31483
Tuvalu,1994,78.72343,15.02312
Tuvalu,1995,71.8256,7.42754
Tuvalu,1996,57.81477,10.37711
Tuvalu,1997,61.78445,5.59762
Tuvalu,1998,67.25248,3.90273
Tuvalu,1999,72.63984,10.67547
Tuvalu,2000,85.41724,5.29517
Tuvalu,2001,93.20849,7.30438
Tuvalu,2002,459.08472,9.18305
Tuvalu,2003,129.33815,13.44664
Tuvalu,2004,129.52785,6.26905
Tuvalu,2005,184.51103,23.95685
Tuvalu,2006,248.0426,30.22197
Tuvalu,2007,210.94182,35.68194
Tuvalu,2008,389.83163,10.28834
Tuvalu,2009,358.77795,7.60644
Tuvalu,2010,297.11014,12.04169
Tuvalu,2011,242.69171,14.18906
Tuvalu,2012,600.65686,58.51043
Tuvalu,2013,352.38016,20.47888
Tuvalu,2014,299.00833,16.92927
Uganda,1954,22.02335,35.91439
Uganda,1955,27,33.60714
Uganda,1956,22.89753,31.23675
Uganda,1957,23.34471,34.67577
Uganda,1958,22.73038,34.94881
Uganda,1959,21.51007,32.51678
Uganda,1960,21.60443,30.48596
Uganda,1961,21.55426,30.56599
Uganda,1962,21.16361,29.83358
Uganda,1963,22.15274,34.0877
Uganda,1964,22.04794,36.14779
Uganda,1965,18.21782,23.28993
Uganda,1966,17.9728,23.44979
Uganda,1967,16.47129,22.64173
Uganda,1968,15.87047,20.8217
Uganda,1969,14.93954,19.93913
Uganda,1970,13.64919,22.16625
Uganda,1971,17.39786,18.39518
Uganda,1972,10.86145,18.99233
Uganda,1973,9.55073,18.23809
Uganda,1974,10.15053,15.57959
Uganda,1975,8.33386,11.78739
Uganda,1976,6.54909,14.73268
Uganda,1977,10.86713,19.23847
Uganda,1978,11.30409,15.09953
Uganda,1979,9.92914,20.23328
Uganda,1980,35.07358,38.56686
Uganda,1981,24.58117,21.10029
Uganda,1982,15.30204,17.99933
