Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Bermuda,1983,0.05064,26.94984,0.16316,4.25795
Bermuda,1984,0.00821,42.82038,0.01232,4.71791
Bermuda,1985,0.01372,30.53234,0.02269,8.58480
Bermuda,1986,0.20280,26.06541,0.03203,4.18381
Bermuda,1987,0.01867,28.43885,0.04033,25.32145
Bermuda,1988,0.01343,42.52545,0.03807,35.30907
Bermuda,1989,0.04658,36.53429,0.02685,35.08745
Bermuda,1990,0.00727,37.99235,0.07548,35.49942
Bermuda,1991,0.09616,35.99190,0.03368,32.10040
Bermuda,1992,0.05130,44.53058,0.06697,26.88834
Bermuda,1993,0.00882,46.60248,0.21727,17.15900
Bermuda,1994,0.00604,33.73680,0.04214,8.86062
Bermuda,1995,0.01040,25.51836,0.05233,9.24578
Bermuda,1996,0.03637,30.51846,0.65029,12.12274
Bermuda,1997,0.00351,38.93044,0.03072,9.38557
Bermuda,1998,0.02744,35.44952,0.02195,4.32818
Bermuda,1999,0.01787,62.93065,0.01534,4.62236
Bermuda,2000,0.01894,89.63071,0.07821,5.60310
Bosnia and Herzegovina,1992,,2.68804,,4.13506
Bosnia and Herzegovina,1993,,3.41623,,1.91235
Bosnia and Herzegovina,1994,0.00461,7.65946,,0.79403
Bosnia and Herzegovina,1995,,18.22493,,2.01004
Bosnia and Herzegovina,1996,0.01660,39.48226,0.00708,3.99236
Bosnia and Herzegovina,1997,0.02062,36.08719,0.04005,6.41528
Bosnia and Herzegovina,1998,0.02287,34.80740,0.03440,7.98614
Bosnia and Herzegovina,1999,0.00818,34.97490,0.07020,9.90903
Bosnia and Herzegovina,2000,0.01110,29.96807,0.02792,10.47133
Brazil,1962,0.00506,7.83578,0.03903,7.88205
Brazil,1963,0.01788,6.88770,0.05695,7.26580
Brazil,1964,0.00447,6.29254,0.07795,8.72820
Brazil,1965,0.00611,5.38777,0.08111,9.35533
Brazil,1966,0.00679,5.91530,0.08469,8.10777
Brazil,1967,0.00890,5.59142,0.09928,6.72982
Brazil,1968,0.01148,6.57926,0.11801,7.06096
Brazil,1969,0.01628,6.63832,0.04816,7.70178
Brazil,1970,0.04717,7.70212,0.07063,8.25241
Brazil,1971,0.05407,8.92270,0.11356,7.64403
Brazil,1972,0.02542,8.93031,0.21108,7.80043
Brazil,1973,0.04358,9.16175,0.15559,8.33725
Brazil,1974,0.17451,14.13173,0.19907,8.21519
Brazil,1975,0.07206,11.38800,0.13433,7.64573
Brazil,1976,0.06051,9.47576,0.14255,6.98582
Brazil,1977,0.04569,7.83676,0.20695,7.85847
Brazil,1978,0.02572,7.86536,0.24513,7.01564
Brazil,1979,0.07287,8.76427,0.21475,7.90320
Brazil,1980,0.06753,10.42600,0.43289,9.65330
Brazil,1981,0.02840,8.97690,0.39074,9.08329
Brazil,1982,0.00861,7.25517,0.31996,7.92949
Brazil,1983,0.00262,3.85164,0.51991,11.75846
Brazil,1984,0.01403,6.60401,0.63321,14.05518
Brazil,1985,0.01956,5.61931,0.47610,12.95568
Brazil,1986,0.05843,6.12016,0.31383,10.34556
Brazil,1987,0.05249,5.90739,0.32191,10.88471
Brazil,1988,0.03938,5.31567,0.37653,12.51935
Brazil,1989,0.03170,4.81318,0.36011,9.48212
Brazil,1990,0.03043,5.20780,0.24868,8.28628
Brazil,1991,0.03566,5.80016,0.26062,8.94586
Brazil,1992,0.02839,5.98769,0.32731,10.35272
Brazil,1993,0.06198,6.49301,0.28850,9.23843
Brazil,1994,0.04544,5.93177,0.30958,7.49090
Brazil,1995,0.05639,6.65725,0.25595,5.96395
Brazil,1996,0.06454,6.38200,0.19987,5.58463
Brazil,1997,0.07977,7.09530,0.18019,6.02012
Brazil,1998,0.07058,6.88028,0.19827,6.00740
Brazil,1999,0.08396,8.34475,0.27125,8.24920
Brazil,2000,0.12711,8.56490,0.16643,8.81872
Bulgaria,1970,0.42614,3.89308,0.53703,2.96562
Bulgaria,1971,0.52002,3.87049,0.54526,3.16516
Bulgaria,1972,0.54412,3.72953,0.26768,2.90400
Bulgaria,1973,0.45277,4.43513,0.37321,3.34659
Bulgaria,1974,0.60064,6.85537,0.72401,3.65206
Bulgaria,1975,0.76859,9.87354,0.91996,3.82941
Bulgaria,1976,0.68539,8.12262,0.44286,4.50146
Bulgaria,1977,0.39740,7.89791,0.68633,4.56585
Bulgaria,1978,0.19830,8.16240,0.57805,4.29264
Bulgaria,1979,0.30269,8.95138,0.83938,6.20168
Bulgaria,1980,0.15091,6.52510,0.42087,4.29978
Bulgaria,1981,0.22847,6.42071,0.46832,3.10407
Bulgaria,1982,0.18912,4.67591,0.39141,2.46689
Bulgaria,1983,0.07487,5.46218,0.13545,2.92537
Bulgaria,1984,0.14132,6.06517,0.17663,4.14030
Bulgaria,1985,0.30212,7.99329,0.24579,3.63870
Bulgaria,1986,0.17829,7.36234,0.12540,3.33701
Bulgaria,1987,0.18302,6.92575,0.08813,3.01887
Bulgaria,1988,0.16000,5.96411,0.10369,2.88373
Bulgaria,1989,0.11510,6.25300,0.10768,3.13972
Bulgaria,1990,0.29925,9.89995,0.23300,7.23339
Bulgaria,1991,0.95159,21.55706,0.69708,19.52992
Bulgaria,1992,4.45242,37.17137,0.65810,20.94051
Bulgaria,1993,0.10259,19.78982,0.44437,17.49381
Bulgaria,1994,0.14595,25.30302,0.41671,24.35319
Bulgaria,1995,0.15870,24.56640,0.83998,24.66562
Bulgaria,1996,1.99480,43.04150,4.65350,39.19254
Bulgaria,1997,2.41298,38.34150,3.61786,37.04792
Bulgaria,1998,2.81686,29.26811,3.36803,28.24486
Bulgaria,1999,2.46966,36.20692,2.78353,27.33569
Bulgaria,2000,3.18590,44.94744,2.52021,33.28097
Burkina Faso,1962,1.20495,6.28179,2.61699,0.43245
Burkina Faso,1963,0.90884,5.99063,1.81871,0.82838
Burkina Faso,1964,0.89822,6.25713,1.53656,1.14140
Burkina Faso,1965,0.54000,5.79384,0.96200,0.74282
Burkina Faso,1966,0.49630,5.26683,1.02436,1.13343
Burkina Faso,1967,0.49313,5.42620,1.01944,1.00554
Burkina Faso,1968,0.47723,6.25026,0.65387,1.46454
Burkina Faso,1969,0.75673,7.58135,0.69535,2.02850
Burkina Faso,1970,0.54655,7.95748,0.89537,3.40708
Burkina Faso,1971,0.38002,7.77358,0.46033,2.24288
Burkina Faso,1972,0.51443,7.83078,0.18375,1.85794
Burkina Faso,1973,0.70687,8.81329,0.40418,2.84708
Burkina Faso,1974,0.66865,16.31804,0.59362,4.00840
Burkina Faso,1975,0.65606,12.42929,0.48710,2.57298
Burkina Faso,1976,0.17433,11.59043,0.42030,5.14747
Burkina Faso,1977,0.09519,12.42794,0.09819,3.93468
Burkina Faso,1978,0.00279,10.96003,0.02982,2.56104
Burkina Faso,1979,0.83305,12.93809,0.09943,2.49646
Burkina Faso,1980,0.92796,13.75123,0.18188,3.89775
Burkina Faso,1981,0.83668,13.52822,0.12693,3.94239
Burkina Faso,1982,0.01266,9.41374,0.03055,2.95122
Burkina Faso,1983,0.01539,8.67047,0.00093,2.45560
Burkina Faso,1984,0.16050,8.19807,0.06639,3.79712
Burkina Faso,1985,,9.00580,0.08556,2.61354
Burkina Faso,1986,0.01517,10.25820,,2.75748
Burkina Faso,1987,0.00890,8.38973,0.34012,3.34828
Burkina Faso,1988,0.02546,8.44056,0.17049,3.75642
Burkina Faso,1989,0.03773,8.30372,0.15205,2.95338
Burkina Faso,1990,0.03597,8.08396,0.36846,3.63401
Burkina Faso,1991,0.02595,8.01427,0.04373,5.15735
Burkina Faso,1992,0.02975,6.86474,0.01693,3.67958
Burkina Faso,1993,0.03001,6.35541,0.06753,3.52995
Burkina Faso,1994,0.02878,8.03104,0.09082,4.31147
Burkina Faso,1995,0.11435,9.25737,0.05092,4.54823
Burkina Faso,1996,0.08538,10.43480,0.01244,3.99403
Burkina Faso,1997,0.07372,11.57880,0.28251,5.51425
Burkina Faso,1998,0.26217,13.72244,0.29160,6.96063
Burkina Faso,1999,0.23342,10.23074,0.64013,4.33503
Burkina Faso,2000,0.19710,9.67011,0.19433,4.43469
Burundi,1962,0.00232,4.76574,,2.22881
Burundi,1963,0.00893,4.79377,,2.25669
Burundi,1964,0.00951,4.88197,0.00038,11.89695
Burundi,1965,2.14627,16.49695,1.00488,19.59699
Burundi,1966,0.03235,7.77647,,12.09699
Burundi,1967,0.03392,7.14544,,15.22284
Burundi,1968,0.06981,8.44775,0.00054,15.06362
Burundi,1969,0.01773,5.94674,0.00052,12.30429
Burundi,1970,1.55300,6.01759,0.00776,11.60260
Burundi,1971,6.37769,6.22802,0.00437,8.33618
Burundi,1972,1.92243,6.67396,0.00081,2.95974
Burundi,1973,1.48301,6.52962,0.01969,4.10444
Burundi,1974,0.65615,9.54212,0.15716,7.49783
Burundi,1975,1.08548,12.48187,0.21966,11.56312
Burundi,1976,1.20085,10.49462,0.16266,12.33031
Burundi,1977,0.78672,7.30770,,14.22452
Burundi,1978,1.34070,9.17416,,12.12286
Burundi,1979,2.77443,8.89699,0.61745,11.28196
Burundi,1980,3.08100,7.79683,0.05186,11.32556
Burundi,1981,0.01433,7.63381,0.00192,8.56665
Burundi,1982,0.06559,9.65427,0.00134,12.64541
Burundi,1983,0.00770,7.55873,0.00027,8.26785
Burundi,1984,0.01206,7.62416,,10.16996
Burundi,1985,,5.52625,0.00907,8.34771
Burundi,1986,,6.45681,,11.62778
Burundi,1987,,8.61067,0.05409,10.44230
Burundi,1988,,8.99569,0.24301,15.26347
Burundi,1989,,7.89454,0.22512,12.17487
Burundi,1990,0.09010,9.42313,0.08049,9.58316
Burundi,1991,0.20224,9.22016,0.11697,8.63765
Burundi,1992,0.09907,9.44685,0.26235,10.16305
Burundi,1993,0.34730,9.46083,0.30370,11.79692
Burundi,1994,0.81929,9.35818,0.26867,10.33310
Burundi,1995,1.04406,10.33934,0.20095,22.67402
Burundi,1996,0.79559,6.45913,0.25944,10.18698
Burundi,1997,0.02766,4.15840,0.09232,8.91783
Burundi,1998,0.03962,6.07388,0.36854,7.64811
Burundi,1999,0.07042,5.49106,0.62687,7.80991
Burundi,2000,0.01946,6.45584,0.76872,7.13909
Cambodia,1970,0.28705,20.78447,2.03421,15.47605
Cambodia,1971,0.72361,31.62098,0.61131,3.98395
Cambodia,1972,3.07689,172.35924,0.04624,11.26356
Cambodia,1973,0.49291,288.34824,0.18139,32.26981
Cambodia,1974,0.02671,6.97437,0.00117,0.73720
Cambodia,1975,0.00423,1.65581,0.00090,0.16703
Cambodia,1976,0.00015,0.07165,0.00049,0.10609
Cambodia,1977,0.00385,0.44738,0.00127,0.15793
Cambodia,1978,0.00035,0.22771,0.00027,0.05379
Cambodia,1979,0.03047,0.61943,0.00611,0.15738
Cambodia,1980,0.11631,4.53230,0.00236,0.25615
Cambodia,1981,0.21599,2.32715,0.00833,0.07026
Cambodia,1982,0.03486,1.80244,0.02497,0.09832
Cambodia,1983,0.00010,1.60307,0.00425,0.05573
Cambodia,1984,0.01568,1.13098,,0.09507
Cambodia,1985,,0.53115,,0.09779
Cambodia,1986,0.00573,0.14436,,0.05740
Cambodia,1987,0.02768,0.15857,,0.08651
Cambodia,1988,0.03553,0.31135,,0.25953
Cambodia,1989,0.08767,0.39937,,0.88354
Cambodia,1990,0.11415,0.68239,0.05555,1.95221
Cambodia,1991,0.02580,0.91361,,2.28884
Cambodia,1992,0.04374,27.12448,0.19790,7.00720
Cambodia,1993,0.12219,27.69987,0.01364,10.57684
Cambodia,1994,0.07062,31.81812,0.14835,8.75899
Cambodia,1995,0.06896,33.23475,0.04898,9.68089
Cambodia,1996,0.13591,33.38734,0.01067,7.82569
Cambodia,1997,0.11422,32.36074,0.04394,16.12791
Cambodia,1998,0.20006,29.96733,0.07802,24.81640
Cambodia,1999,0.29222,30.06598,,33.22726
Cambodia,2000,0.10315,35.42175,0.02291,39.66874
Canada,1962,0.19719,13.22639,0.19812,14.29461
Canada,1963,0.22295,12.84592,0.26590,14.16605
Canada,1964,0.20607,13.47023,0.26636,14.71542
Canada,1965,0.20070,14.02647,0.25639,14.69616
Canada,1966,0.16947,14.35600,0.29907,15.47694
Canada,1967,0.16631,15.02329,0.34312,16.11779
Canada,1968,0.14161,15.46032,0.29346,17.69582
Canada,1969,0.13025,16.16915,0.25105,18.05541
Canada,1970,0.12649,14.85908,0.31369,18.79436
Canada,1971,0.12189,15.24388,0.31431,18.40287
Canada,1972,0.13088,16.40766,0.19769,17.50910
Canada,1973,0.11106,17.40517,0.28032,18.95400
Canada,1974,0.12958,19.70168,0.30716,21.26979
Canada,1975,0.10528,19.10654,0.36967,19.02103
Canada,1976,0.11655,17.90706,0.25137,18.76646
Canada,1977,0.12469,18.36103,0.32637,20.21911
Canada,1978,0.05344,3.46496,0.17367,21.08239
Canada,1979,0.15034,21.37797,0.34474,22.94248
Canada,1980,0.13313,20.74561,0.32231,23.28159
Canada,1981,0.11620,20.96714,0.33941,22.10503
Canada,1982,0.08866,17.12637,0.31459,20.97837
Canada,1983,0.11895,17.51538,0.24781,20.70578
Canada,1984,0.14261,20.50305,0.34747,23.84922
Canada,1985,0.12831,20.71941,0.30155,23.68404
Canada,1986,0.13834,21.18450,0.26362,22.95780
Canada,1987,0.11347,20.09987,0.22760,21.91611
Canada,1988,0.14279,20.73972,0.24158,21.77079
Canada,1989,0.13384,19.72627,0.18093,21.23178
Canada,1990,0.13107,19.21435,0.19705,21.36588
Canada,1991,0.13873,18.92720,0.20754,20.91098
Canada,1992,0.15925,20.21690,0.22645,22.56070
Canada,1993,0.19761,22.22598,0.15756,25.05256
Canada,1994,0.21569,25.05641,0.15421,29.14663
Canada,1995,0.22869,26.59620,0.23871,32.22320
Canada,1996,0.22699,26.46578,0.22473,32.69976
Canada,1997,0.27019,29.40721,0.25450,33.44268
Canada,1998,0.32444,31.01177,0.23045,34.85635
Canada,1999,0.32319,31.16773,0.21393,36.10431
Canada,2000,0.38040,31.55605,0.14404,38.17333
Central African Republic,1962,0.52824,17.69511,0.20730,10.25145
Central African Republic,1963,0.63826,17.59943,0.06353,14.58764
Central African Republic,1964,0.64132,18.26522,0.09018,20.70332
Central African Republic,1965,0.43924,15.74282,0.17328,19.47763
Central African Republic,1966,0.47204,17.33291,0.13677,20.77456
Central African Republic,1967,0.51866,21.90501,0.16627,17.29659
Central African Republic,1968,0.37728,16.61498,0.15600,17.73287
Central African Republic,1969,0.42339,16.83157,0.12910,19.15235
Central African Republic,1970,0.30122,14.94237,0.19256,25.72423
Central African Republic,1971,0.19215,13.70271,0.03558,23.74750
Central African Republic,1972,0.10125,14.36265,0.09876,22.74263
Central African Republic,1973,0.28724,16.98551,1.68784,30.07020
Central African Republic,1974,0.99992,14.65231,0.19835,20.14167
Central African Republic,1975,0.36473,14.37979,0.09516,14.69984
Central African Republic,1976,0.28684,9.72447,0.05148,17.61581
Central African Republic,1977,0.18407,11.02301,0.03674,20.57498
Central African Republic,1978,0.17140,8.08400,0.04743,16.08723
Central African Republic,1979,0.11034,8.55889,0.21208,15.13892
Central African Republic,1980,0.23815,8.84365,0.07746,15.51772
Central African Republic,1981,0.13921,8.53548,0.05323,15.94339
Central African Republic,1982,0.05032,7.62384,0.04240,12.15133
Central African Republic,1983,0.00073,7.86962,0.00087,15.46514
Central African Republic,1984,,6.24534,0.10280,18.80242
Central African Republic,1985,0.02022,7.22447,,11.19050
Central African Republic,1986,0.03943,6.85361,,10.31268
Central African Republic,1987,0.19537,5.42422,,6.87936
Central African Republic,1988,0.11425,6.92153,0.01647,7.47901
Central African Republic,1989,0.24980,7.19431,0.09876,9.61351
Central African Republic,1990,0.16193,6.59061,0.06714,8.23105
Central African Republic,1991,0.29060,6.24425,0.08618,9.14600
Central African Republic,1992,0.05030,5.24500,,7.11493
Central African Republic,1993,0.00972,4.36974,0.12923,8.38618
Central African Republic,1994,,7.12753,0.19560,11.96856
Central African Republic,1995,0.01482,9.23377,0.32767,13.29008
Central African Republic,1996,0.02219,6.89891,0.25976,14.51574
Central African Republic,1997,0.01315,5.97238,0.52133,16.07635
Central African Republic,1998,0.04594,7.05719,0.15482,22.77792
Central African Republic,1999,0.08166,6.21969,0.05355,19.96122
Central African Republic,2000,0.06218,5.30814,0.03334,24.18053
Chile,1962,0.13089,7.89325,0.01534,9.26060
Chile,1963,0.19953,9.84572,0.01768,9.57604
Chile,1964,0.08665,9.50879,0.00825,10.95646
Chile,1965,0.11544,9.36275,0.02189,12.73531
Chile,1966,0.06850,9.89694,0.01097,12.44756
Chile,1967,0.04958,9.58941,0.00873,12.75287
Chile,1968,0.04083,9.67965,0.02913,13.54586
Chile,1969,0.02586,10.08188,0.00411,13.41441
Chile,1970,0.03850,9.61120,0.00695,13.45919
Chile,1971,0.05601,8.30771,0.00680,9.37874
Chile,1972,0.03244,7.45169,0.00235,7.36709
Chile,1973,0.06053,5.97923,0.00170,7.20897
Chile,1974,0.09600,10.82475,0.21654,13.54005
Chile,1975,0.06816,19.10391,0.14484,20.40368
Chile,1976,0.01588,12.52112,0.12019,18.72164
Chile,1977,0.02451,12.16949,0.05107,14.43583
Chile,1978,0.03676,11.61622,0.04256,13.95602
Chile,1979,0.03682,13.55851,0.02434,16.08290
Chile,1980,0.02173,12.97175,0.03748,14.88243
Chile,1981,0.03763,13.01536,0.04670,9.99381
Chile,1982,0.02326,9.80428,0.04241,13.78624
Chile,1983,0.01919,8.14138,0.00979,14.37713
Chile,1984,0.03082,13.71388,0.09574,18.47188
Chile,1985,0.44014,13.00240,0.17265,21.26163
Chile,1986,0.20347,14.12183,0.17177,22.47712
Chile,1987,0.12783,15.08188,0.13502,21.83628
Chile,1988,0.09920,12.20449,0.20497,26.02037
Chile,1989,0.14689,14.75430,0.37612,27.04862
Chile,1990,0.04162,18.77323,0.51360,25.85321
Chile,1991,0.07113,17.17134,0.30886,24.01004
Chile,1992,0.07015,17.93368,0.25574,22.25436
Chile,1993,0.08759,19.01907,0.16296,19.88762
Chile,1994,0.11552,17.97335,0.25010,20.72978
Chile,1995,0.15351,19.03803,0.28747,21.54483
Chile,1996,0.21113,20.21652,0.35402,20.80215
Chile,1997,0.23874,20.06781,0.27565,19.89273
Chile,1998,0.26671,19.84155,0.22247,18.73057
Chile,1999,0.21180,17.40064,0.32250,21.17357
Chile,2000,0.24864,20.04157,0.24027,24.80293
China,1962,0.11541,0.73135,0.13156,1.13093
China,1963,0.09632,1.07912,0.13533,1.35095
China,1964,0.16740,1.23902,0.19364,1.59248
China,1965,0.23765,1.40484,0.19627,1.69149
China,1966,0.17493,1.60431,0.22245,1.94056
China,1967,0.14142,1.71623,0.21030,1.82519
China,1968,0.10900,1.65130,0.14923,1.94350
China,1969,0.10830,1.52852,0.12938,1.80330
China,1970,0.11955,1.58214,0.19783,1.59985
China,1971,0.13071,1.40341,0.23161,1.68742
China,1972,0.11805,1.61777,0.20410,1.96386
China,1973,0.08823,2.52122,0.25208,2.67138
China,1974,0.16538,3.74984,0.32091,3.31205
China,1975,0.13894,3.36707,0.28985,3.13879
China,1976,0.12890,2.62599,0.19331,3.52270
China,1977,0.14633,2.79889,0.18409,3.37939
China,1978,0.10682,3.13400,0.14903,3.08336
China,1979,0.13150,4.31760,0.24869,4.13019
China,1980,0.17932,4.88254,0.21901,5.18158
China,1981,0.16557,4.68752,0.28269,6.49903
China,1982,0.12781,4.25603,0.23168,6.51284
China,1983,0.05952,4.16613,0.08782,5.80971
China,1984,0.12991,1.73450,0.16130,7.35744
China,1985,0.10836,3.41629,0.20377,8.43733
China,1986,0.13318,5.12948,0.16540,10.00695
China,1987,0.22486,11.66607,0.43059,13.01312
China,1988,0.22575,11.93575,0.42462,13.49722
China,1989,0.22599,11.31917,0.39579,15.26394
China,1990,0.18538,12.30908,0.44663,21.85905
China,1991,0.19385,14.66024,0.53329,26.22014
China,1992,0.22734,15.53517,0.58844,26.53098
China,1993,0.31488,15.56916,0.53598,24.42505
China,1994,0.36750,19.32527,0.72002,32.68298
China,1995,0.27610,16.86959,0.77415,30.45081
China,1996,0.27737,15.00623,0.63848,28.54384
China,1997,0.26499,13.63690,0.69237,28.89294
China,1998,0.24041,12.68500,0.69389,27.23322
China,1999,0.27061,13.98501,0.65665,28.73884
China,2000,0.38862,16.68148,0.58370,32.21405
Colombia,1962,0.06135,7.27830,0.02530,6.79630
Colombia,1963,0.02024,6.55365,0.02762,6.81339
Colombia,1964,0.01907,6.65140,0.03422,6.34387
Colombia,1965,0.01519,5.33167,0.04827,7.33530
Colombia,1966,0.01911,8.41889,0.05706,7.16200
Colombia,1967,0.00758,5.90741,0.05587,6.90882
Colombia,1968,0.00762,7.35602,0.06563,6.67609
Colombia,1969,0.00803,7.23881,0.06893,6.69921
Colombia,1970,0.01333,8.16130,0.07286,7.40404
Colombia,1971,0.01555,8.27518,0.05370,6.50534
Colombia,1972,0.01090,6.89594,0.06049,7.02275
Colombia,1973,0.01923,7.22125,0.09241,7.70418
Colombia,1974,0.01406,9.03641,0.11086,7.99036
Colombia,1975,0.00990,7.94992,0.13955,9.06002
Colombia,1976,0.03570,7.76236,0.07779,9.18391
Colombia,1977,0.02416,7.15017,0.08504,9.75346
Colombia,1978,0.00313,6.93873,0.01108,8.40258
Colombia,1979,0.01762,8.00026,0.08672,9.37714
Colombia,1980,0.02443,9.36422,0.04895,9.14448
Colombia,1981,0.00927,9.74256,0.04424,6.36448
Colombia,1982,0.00832,9.56243,0.02495,6.01163
Colombia,1983,0.00743,8.69256,0.06258,5.78624
Colombia,1984,0.00449,5.10416,0.06891,6.30298
Colombia,1985,0.01089,7.94127,0.07345,7.42313
Colombia,1986,0.01215,4.63145,0.06777,11.13031
Colombia,1987,0.01978,5.00038,0.08748,10.53538
Colombia,1988,0.01388,5.50194,0.16165,9.68878
Colombia,1989,0.01142,5.43360,0.10633,10.62619
Colombia,1990,0.01219,5.88726,0.10869,12.08883
Colombia,1991,0.02781,8.10128,0.11809,12.16612
Colombia,1992,0.03907,10.02656,0.12630,11.74981
Colombia,1993,0.08230,13.05355,0.10211,10.25863
Colombia,1994,0.06019,11.99352,0.14362,8.89063
Colombia,1995,0.06184,12.10541,0.10766,9.65696
Colombia,1996,0.06517,11.36427,0.10899,9.49424
Colombia,1997,0.09148,11.57486,0.13735,9.62608
Colombia,1998,0.11653,11.77207,0.14167,9.92423
Colombia,1999,0.09516,9.76794,0.16780,12.15012
Colombia,2000,0.15357,10.79347,0.18746,14.19007
Costa Rica,1962,0.32236,15.18965,0.00033,13.49158
Costa Rica,1963,0.54183,14.82052,0.36805,12.76703
Costa Rica,1964,0.58645,15.99830,1.27815,14.36526
Costa Rica,1965,2.00877,20.43166,2.51570,13.75821
Costa Rica,1966,2.89319,18.78477,3.15998,14.24939
Costa Rica,1967,3.85918,17.11518,3.88754,14.12150
Costa Rica,1968,4.97962,16.40476,4.13511,15.07311
Costa Rica,1969,4.73164,17.44501,3.33179,15.79824
Costa Rica,1970,5.50429,19.40555,3.90577,18.96660
Costa Rica,1971,5.59818,19.53609,3.39725,16.96434
Costa Rica,1972,5.05904,18.28924,3.35217,16.70865
Costa Rica,1973,4.31340,18.76033,3.69807,16.95801
Costa Rica,1974,5.41531,27.97165,4.89825,21.58417
Costa Rica,1975,4.61003,22.74421,3.99414,19.63849
Costa Rica,1976,4.44534,20.93265,3.84095,17.77086
Costa Rica,1977,4.34915,20.99541,4.64022,20.32364
Costa Rica,1978,0.00252,15.78643,0.02538,15.64686
Costa Rica,1979,4.17822,21.33647,3.45005,18.36009
Costa Rica,1980,3.61290,20.99343,4.26972,14.71490
Costa Rica,1981,4.58717,32.17727,6.90424,28.52745
Costa Rica,1982,3.42728,23.78115,5.26633,26.71159
Costa Rica,1983,0.23780,14.54248,0.85293,21.25887
Costa Rica,1984,,15.72648,0.05853,19.92530
Costa Rica,1985,,16.33329,0.00584,19.19385
Costa Rica,1986,,16.15196,0.04710,22.94114
Costa Rica,1987,,19.18013,0.01077,22.95107
Costa Rica,1988,0.00176,20.27229,0.03158,25.98302
Costa Rica,1989,0.00322,22.51418,0.06330,26.03423
Costa Rica,1990,0.00412,22.43662,0.01501,26.82028
Costa Rica,1991,,24.24732,0.00905,30.74992
Costa Rica,1992,0.01545,25.97383,0.01730,28.31624
Costa Rica,1993,0.00398,25.44977,0.02045,27.23818
Costa Rica,1994,0.01528,24.65865,0.11379,29.85328
Costa Rica,1995,0.00481,24.09303,0.04432,29.10342
Costa Rica,1996,0.00802,24.24229,0.02252,31.48325
Costa Rica,1997,0.01387,25.78436,0.08369,32.20197
Costa Rica,1998,1.54087,26.46294,0.03780,35.89215
Costa Rica,1999,1.63467,28.40825,0.10043,41.87220
Costa Rica,2000,0.13414,13.81546,0.13863,40.80079
Croatia,1992,,19.24026,0.00363,18.18576
Croatia,1993,0.10425,28.01011,0.12470,22.98680
Croatia,1994,0.10988,29.38380,0.05075,18.89269
Croatia,1995,0.08599,28.69090,0.04153,15.23700
Croatia,1996,0.08338,28.12799,0.09520,14.03047
Croatia,1997,0.11012,30.62037,0.03147,12.66215
Croatia,1998,0.05351,26.12784,0.03025,11.73678
Croatia,1999,0.09126,24.80088,0.03918,12.34070
Croatia,2000,0.05218,26.88343,0.02497,13.64911
Cuba,1970,0.14953,6.56353,0.32774,4.39346
Cuba,1971,0.12232,5.26725,0.21388,3.98566
Cuba,1972,0.02460,3.88183,0.12957,4.05295
Cuba,1973,0.05998,4.53841,0.12588,4.17596
Cuba,1974,0.06344,8.76429,0.13915,8.14022
Cuba,1975,0.04429,13.09191,0.71690,8.01103
Cuba,1976,0.00892,10.08915,0.47544,3.52415
Cuba,1977,0.01348,9.78724,0.30556,3.31692
Cuba,1978,0.00964,5.16651,0.28583,2.73793
