Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
South Africa,1861,1592,1814,,,,Africa Maddison definition,,,,
South Africa,1862,1172,1336,,,,Africa Maddison definition,,,,
South Africa,1863,1252,1427,,,,Africa Maddison definition,,,,
South Africa,1864,1748,1992,,,,Africa Maddison definition,,,,
South Africa,1865,1287,1467,,,,Africa Maddison definition,,,,
South Africa,1866,1338,1525,,,,Africa Maddison definition,,,,
South Africa,1867,1585,1806,,,,Africa Maddison definition,,,,
South Africa,1868,1602,1826,,,,Africa Maddison definition,,,,
South Africa,1869,1583,1804,,,,Africa Maddison definition,,,,
South Africa,1870,1681,1916,2547000,4281507072,4880052224,Africa Maddison definition,,,,
South Africa,1871,1685,1921,,,,Africa Maddison definition,,,,
South Africa,1872,2484,2830,,,,Africa Maddison definition,,,,
South Africa,1873,2140,2439,,,,Africa Maddison definition,,,,
South Africa,1874,2039,2324,,,,Africa Maddison definition,,,,
South Africa,1875,2274,2591,,,,Africa Maddison definition,,,,
South Africa,1876,2542,2897,,,,Africa Maddison definition,,,,
South Africa,1877,2397,2731,,,,Africa Maddison definition,,,,
South Africa,1878,2339,2666,,,,Africa Maddison definition,,,,
South Africa,1879,2593,2955,,,,Africa Maddison definition,,,,
South Africa,1880,2996,3414,,,,Africa Maddison definition,,,,
South Africa,1881,2831,3226,,,,Africa Maddison definition,,,,
South Africa,1882,2682,3056,,,,Africa Maddison definition,,,,
South Africa,1883,2062,2350,,,,Africa Maddison definition,,,,
South Africa,1884,1869,2129,,,,Africa Maddison definition,,,,
South Africa,1885,1578,1799,,,,Africa Maddison definition,,,,
South Africa,1886,1864,2124,,,,Africa Maddison definition,,,,
South Africa,1887,2127,2424,,,,Africa Maddison definition,,,,
South Africa,1888,2398,2733,,,,Africa Maddison definition,,,,
South Africa,1889,2374,2705,,,,Africa Maddison definition,,,,
South Africa,1890,2391,2725,,,,Africa Maddison definition,,,,
South Africa,1891,2490,2838,,,,Africa Maddison definition,,,,
South Africa,1892,2430,2769,,,,Africa Maddison definition,,,,
South Africa,1893,2407,2743,,,,Africa Maddison definition,,,,
South Africa,1894,2339,2665,,,,Africa Maddison definition,,,,
South Africa,1895,2693,3069,,,,Africa Maddison definition,,,,
South Africa,1896,2813,3205,,,,Africa Maddison definition,,,,
South Africa,1897,2631,2998,,,,Africa Maddison definition,,,,
South Africa,1898,3158,3599,,,,Africa Maddison definition,,,,
South Africa,1899,2774,3161,,,,Africa Maddison definition,,,,
South Africa,1900,1951,2224,,,,Africa Maddison definition,,,,
South Africa,1901,2100,2393,,,,Africa Maddison definition,,,,
South Africa,1902,2507,2857,,,,Africa Maddison definition,,,,
South Africa,1903,3359,3828,,,,Africa Maddison definition,,,,
South Africa,1904,3358,3827,,,,Africa Maddison definition,,,,
South Africa,1905,3584,4085,,,,Africa Maddison definition,,,,
South Africa,1906,3871,4411,,,,Africa Maddison definition,,,,
South Africa,1907,3799,4329,,,,Africa Maddison definition,,,,
South Africa,1908,2982,3398,,,,Africa Maddison definition,,,,
South Africa,1909,3123,3559,,,,Africa Maddison definition,,,,
South Africa,1910,2397,2731,,,,Africa Maddison definition,,,,
South Africa,1913,,,6153000,,,Africa Maddison definition,,,,
South Africa,1918,2421,2759,,,,Africa Maddison definition,,,,
South Africa,1924,2661,3032,,,,Africa Maddison definition,,,,
South Africa,1925,2836,3232,,,,Africa Maddison definition,,,,
South Africa,1926,2910,3316,,,,Africa Maddison definition,,,,
South Africa,1927,2966,3381,,,,Africa Maddison definition,,,,
South Africa,1928,3192,3638,,,,Africa Maddison definition,,,,
South Africa,1929,3117,3553,,,,Africa Maddison definition,,,,
South Africa,1930,2942,3353,,,,Africa Maddison definition,,,,
South Africa,1931,2779,3167,,,,Africa Maddison definition,,,,
South Africa,1932,2674,3047,,,,Africa Maddison definition,,,,
South Africa,1933,2962,3376,,,,Africa Maddison definition,,,,
South Africa,1934,3284,3742,,,,Africa Maddison definition,,,,
South Africa,1935,3637,4144,,,,Africa Maddison definition,,,,
South Africa,1936,3982,4537,,,,Africa Maddison definition,,,,
South Africa,1937,4244,4836,,,,Africa Maddison definition,,,,
South Africa,1938,4073,4642,,,,Africa Maddison definition,,,,
South Africa,1939,4275,4872,,,,Africa Maddison definition,,,,
South Africa,1940,4466,5089,,,,Africa Maddison definition,,,,
South Africa,1941,4585,5225,,,,Africa Maddison definition,,,,
South Africa,1942,4635,5282,,,,Africa Maddison definition,,,,
South Africa,1943,4647,5295,,,,Africa Maddison definition,,,,
South Africa,1944,4716,5375,,,,Africa Maddison definition,,,,
South Africa,1945,4744,5406,,,,Africa Maddison definition,,,,
South Africa,1946,4812,5484,,,,Africa Maddison definition,,,,
South Africa,1947,4763,5428,,,,Africa Maddison definition,,,,
South Africa,1948,5027,5728,,,,Africa Maddison definition,,,,
South Africa,1949,4989,5685,,,,Africa Maddison definition,,,,
South Africa,1950,5278,6015,13596000,71759691776,81779941376,Africa Maddison definition,,,,
South Africa,1951,5337,6148,13926000,74323058688,85617049600,Africa Maddison definition,,,,
South Africa,1952,4914,6214,14265000,70098206720,88642707456,Africa Maddison definition,,,,
South Africa,1953,5348,6347,14624000,78209155072,92818530304,Africa Maddison definition,,,,
South Africa,1954,5615,6557,14992000,84180082688,98302541824,Africa Maddison definition,,,,
South Africa,1955,5624,6715,15369000,86435258368,103203000000,Africa Maddison definition,,,,
South Africa,1956,5797,6913,15755000,91331731456,108914000000,Africa Maddison definition,,,,
South Africa,1957,5951,7002,16152000,96120553472,113096000000,Africa Maddison definition,,,,
South Africa,1958,5804,6973,16558000,96102629376,115459000000,Africa Maddison definition,,,,
South Africa,1959,5713,7106,16975000,96978173952,120624000000,Africa Maddison definition,,,,
South Africa,1960,5802,7216,17417000,101053000000,125681000000,Africa Maddison definition,,,,
South Africa,1961,5934,7335,17870000,106041000000,131076000000,Africa Maddison definition,,,,
South Africa,1962,6033,7542,18357000,110748000000,138448000000,Africa Maddison definition,,,,
South Africa,1963,6392,7880,18857000,120534000000,148593000000,Africa Maddison definition,,,,
South Africa,1964,6577,8186,19371000,127403000000,158571000000,Africa Maddison definition,,,,
South Africa,1965,6748,8445,19898000,134272000000,168039000000,Africa Maddison definition,,,,
South Africa,1966,6875,8577,20440000,140525000000,175314000000,Africa Maddison definition,,,,
South Africa,1967,7191,8922,20997000,150989000000,187335000000,Africa Maddison definition,,,,
South Africa,1968,7249,9061,21569000,156354000000,195437000000,Africa Maddison definition,,,,
South Africa,1969,7664,9363,22157000,169811000000,207456000000,Africa Maddison definition,,,,
South Africa,1970,7916,9598,22740000,180010000000,218259000000,Africa Maddison definition,,,,
South Africa,1971,7868,9811,23338000,183623000000,228969000000,Africa Maddison definition,,,,
South Africa,1972,7958,9750,23936000,190483000000,233376000000,Africa Maddison definition,,,,
South Africa,1973,8608,9906,24549000,211318000000,243182000000,Africa Maddison definition,,,,
South Africa,1974,8934,10201,25179000,224949000000,256851000000,Africa Maddison definition,,,,
South Africa,1975,8533,10133,25815000,220279000000,261583000000,Africa Maddison definition,,,,
South Africa,1976,8355,10124,26468000,221140000000,267962000000,Africa Maddison definition,,,,
South Africa,1977,7950,9859,27130000,215683000000,267475000000,Africa Maddison definition,,,,
South Africa,1978,8028,9904,27809000,223251000000,275420000000,Africa Maddison definition,,,,
South Africa,1979,8167,10040,28506000,232808000000,286200000000,Africa Maddison definition,,,,
South Africa,1980,8871,10416,29252000,259494000000,304689000000,Africa Maddison definition,,,,
South Africa,1981,9041,10631,30169000,272758000000,320727000000,Africa Maddison definition,,,,
South Africa,1982,8844,10257,31140000,275402000000,319403000000,Africa Maddison definition,,,,
South Africa,1983,8546,9756,32144000,274703000000,313597000000,Africa Maddison definition,,,,
South Africa,1984,8585,9932,33182000,284867000000,329564000000,Africa Maddison definition,,,,
South Africa,1985,8100,9506,34254000,277457000000,325619000000,Africa Maddison definition,,,,
South Africa,1986,7762,9281,35101000,272454000000,325772000000,Africa Maddison definition,,,,
South Africa,1987,8003,9247,35948000,287692000000,332411000000,Africa Maddison definition,,,,
South Africa,1988,8112,9405,36795000,298481000000,346057000000,Africa Maddison definition,,,,
South Africa,1989,8000,9386,37639000,301112000000,353280000000,Africa Maddison definition,,,,
South Africa,1990,7866,9096,38476000,302652000000,349978000000,Africa Maddison definition,,,,
South Africa,1991,7599,8815,39300000,298641000000,346429000000,Africa Maddison definition,,,,
South Africa,1992,7473,8459,40079000,299510000000,339028000000,Africa Maddison definition,,,,
South Africa,1993,7434,8390,40906000,304095000000,343201000000,Africa Maddison definition,,,,
South Africa,1994,7468,8519,41590000,310594000000,354305000000,Africa Maddison definition,,,,
South Africa,1995,7773,8674,42118000,327383000000,365332000000,Africa Maddison definition,,,,
South Africa,1996,8004,8937,42643000,341315000000,381100000000,Africa Maddison definition,,,,
South Africa,1997,8128,9061,43169000,350878000000,391154000000,Africa Maddison definition,,,,
South Africa,1998,8136,8986,43757000,356007000000,393200000000,Africa Maddison definition,,,,
South Africa,1999,8142,9081,44320000,360853000000,402470000000,Africa Maddison definition,,,,
South Africa,2000,8478,9340,44882000,380510000000,419198000000,Africa Maddison definition,,,,
South Africa,2001,8678,9475,45451000,394424000000,430648000000,Africa Maddison definition,,,,
South Africa,2002,9147,9690,46073000,421430000000,446447000000,Africa Maddison definition,,,,
South Africa,2003,9250,9834,46738000,432327000000,459621000000,Africa Maddison definition,,,,
South Africa,2004,9628,10137,47406000,456425000000,480555000000,Africa Maddison definition,,,,
South Africa,2005,10241,10524,48071000,492295000000,505899000000,Africa Maddison definition,,,,
South Africa,2006,10861,10970,48703000,528963000000,534272000000,Africa Maddison definition,,,,
South Africa,2007,11347,11409,49337000,559827000000,562886000000,Africa Maddison definition,,,,
South Africa,2008,11435,11619,49990000,571636000000,580834000000,Africa Maddison definition,,,,
South Africa,2009,11001,11293,50645000,557146000000,571934000000,Africa Maddison definition,,,,
South Africa,2010,11288,11535,51087000,576670000000,589289000000,Africa Maddison definition,,,,
South Africa,2011,11838,11838,51418000,608686000000,608686000000,Africa Maddison definition,,,,
South Africa,2012,11880,11992,51877000,616299000000,622109000000,Africa Maddison definition,,,,
South Africa,2013,11993,12171,52388000,628289000000,637614000000,Africa Maddison definition,,,,
South Africa,2014,12050,12242,52970000,638289000000,648459000000,Africa Maddison definition,,,,
South Africa,2015,12054,12246,53638000,646552000000,656851000000,Africa Maddison definition,,,,
South Africa,2016,11949,12139,54263000,648389000000,658699000000,Africa Maddison definition,,,,
South America,1870,,,,,,,,957,,
South America,1871,,,,,,,,912,,
South America,1872,,,,,,,,955,,
South America,1873,,,,,,,,961,,
South America,1874,,,,,,,,962,,
South America,1875,,,,,,,,952,,
South America,1876,,,,,,,,936,,
South America,1877,,,,,,,,912,,
South America,1878,,,,,,,,957,,
South America,1879,,,,,,,,973,,
South America,1880,,,,,,,,983,,
South America,1881,,,,,,,,986,,
South America,1882,,,,,,,,1026,,
South America,1883,,,,,,,,1032,,
South America,1884,,,,,,,,1076,,
South America,1885,,,,,,,,1024,,
South America,1886,,,,,,,,1062,,
South America,1887,,,,,,,,1023,,
South America,1888,,,,,,,,1016,,
South America,1889,,,,,,,,1024,,
South America,1890,,,,,,,,1352,,
South America,1891,,,,,,,,1124,,
South America,1892,,,,,,,,1030,,
South America,1893,,,,,,,,968,,
South America,1894,,,,,,,,963,,
South America,1895,,,,,,,,1079,,
South America,1896,,,,,,,,956,,
South America,1897,,,,,,,,938,,
South America,1898,,,,,,,,965,,
South America,1899,,,,,,,,936,,
South America,1900,,,,,,,,1368,,
South America,1901,,,,,,,,1404,,
South America,1902,,,,,,,,1389,,
South America,1903,,,,,,,,1448,,
South America,1904,,,,,,,,1514,,
South America,1905,,,,,,,,1572,,
South America,1906,,,,,,,,1637,,
South America,1907,,,,,,,,1647,,
South America,1908,,,,,,,,1716,,
South America,1909,,,,,,,,1760,,
South America,1910,,,,,,,,1829,,
South America,1911,,,,,,,,1853,,
South America,1912,,,,,,,,1932,,
South America,1913,,,,,,,,1922,,
South America,1914,,,,,,,,1740,,
South America,1915,,,,,,,,1726,,
South America,1916,,,,,,,,1734,,
South America,1917,,,,,,,,1691,,
South America,1918,,,,,,,,1797,,
South America,1919,,,,,,,,1834,,
South America,1920,,,,,,,,1908,,
South America,1921,,,,,,,,1892,,
South America,1922,,,,,,,,1991,,
South America,1923,,,,,,,,2136,,
South America,1924,,,,,,,,2213,,
South America,1925,,,,,,,,2187,,
South America,1926,,,,,,,,2237,,
South America,1927,,,,,,,,2330,,
South America,1928,,,,,,,,2489,,
South America,1929,,,,,,,,2526,,
South America,1930,,,,,,,,2375,,
South America,1931,,,,,,,,2171,,
South America,1932,,,,,,,,2069,,
South America,1933,,,,,,,,2167,,
South America,1934,,,,,,,,2304,,
South America,1935,,,,,,,,2390,,
South America,1936,,,,,,,,2437,,
South America,1937,,,,,,,,2529,,
South America,1938,,,,,,,,2551,,
South America,1939,,,,,,,,2601,,
South America,1940,,,,,,,,2597,,
South America,1941,,,,,,,,2651,,
South America,1942,,,,,,,,2581,,
South America,1943,,,,,,,,2614,,
South America,1944,,,,,,,,2760,,
South America,1945,,,,,,,,2741,,
South America,1946,,,,,,,,2933,,
South America,1947,,,,,,,,3018,,
South America,1948,,,,,,,,3179,,
South America,1949,,,,,,,,3186,,
South America,1950,,,,,,,,3206,,
South America,1951,,,,,,,,3216,,
South America,1952,,,,,,,,3168,,
South America,1953,,,,,,,,3265,,
South America,1954,,,,,,,,3398,,
South America,1955,,,,,,,,3499,,
South America,1956,,,,,,,,3488,,
South America,1957,,,,,,,,3607,,
South America,1958,,,,,,,,3733,,
South America,1959,,,,,,,,3612,,
South America,1960,,,,,,,,3733,,
South America,1961,,,,,,,,3887,,
South America,1962,,,,,,,,3979,,
South America,1963,,,,,,,,3935,,
South America,1964,,,,,,,,4087,,
South America,1965,,,,,,,,4172,,
South America,1966,,,,,,,,4279,,
South America,1967,,,,,,,,4374,,
South America,1968,,,,,,,,4531,,
South America,1969,,,,,,,,4699,,
South America,1970,,,,,,,,4988,,
South America,1971,,,,,,,,5253,,
South America,1972,,,,,,,,5463,,
South America,1973,,,,,,,,5829,,
South America,1974,,,,,,,,6263,,
South America,1975,,,,,,,,6227,,
South America,1976,,,,,,,,6370,,
South America,1977,,,,,,,,6482,,
South America,1978,,,,,,,,6440,,
South America,1979,,,,,,,,6739,,
South America,1980,,,,,,,,6749,,
South America,1981,,,,,,,,6655,,
South America,1982,,,,,,,,6453,,
South America,1983,,,,,,,,6272,,
South America,1984,,,,,,,,6312,,
South America,1985,,,,,,,,6237,,
South America,1986,,,,,,,,6653,,
South America,1987,,,,,,,,6722,,
South America,1988,,,,,,,,6646,,
South America,1989,,,,,,,,6489,,
South America,1990,,,,,,,,6429,,
South America,1991,,,,,,,,6696,,
South America,1992,,,,,,,,7022,,
South America,1993,,,,,,,,7289,,
South America,1994,,,,,,,,7791,,
South America,1995,,,,,,,,8368,,
South America,1996,,,,,,,,9162,,
South America,1997,,,,,,,,9045,,
South America,1998,,,,,,,,8699,,
South America,1999,,,,,,,,8286,,
South America,2000,,,,,,,,8399,,
South America,2001,,,,,,,,8188,,
South America,2002,,,,,,,,7991,,
South America,2003,,,,,,,,8029,,
South America,2004,,,,,,,,8557,,
South America,2005,,,,,,,,9150,,
South America,2006,,,,,,,,9967,,
South America,2007,,,,,,,,10884,,
South America,2008,,,,,,,,11833,,
South America,2009,,,,,,,,11725,,
South America,2010,,,,,,,,13283,,
South America,2011,,,,,,,,14573,,
South America,2012,,,,,,,,14625,,
South America,2013,,,,,,,,14911,,
South America,2014,,,,,,,,14752,,
South America,2015,,,,,,,,15025,,
South America,2016,,,,,,,,13817,,
South Korea,1820,477,462,9395000,4481415168,4340490240,East Asia Maddison definition,,,,
South Korea,1850,,,9545000,,,East Asia Maddison definition,,,,
South Korea,1870,480,465,9753000,4681440256,4535144960,East Asia Maddison definition,,,,
South Korea,1890,,,9848000,,,East Asia Maddison definition,,,,
South Korea,1900,,,9896000,,,East Asia Maddison definition,,,,
South Korea,1910,,,10096000,,,East Asia Maddison definition,,,,
South Korea,1911,647,628,10258000,6636925952,6442023936,East Asia Maddison definition,,,,
South Korea,1912,670,649,10422000,6982739968,6763877888,East Asia Maddison definition,,,,
South Korea,1913,690,669,10589000,7306409984,7084041216,East Asia Maddison definition,,,,
South Korea,1914,716,695,10764000,7707023872,7480979968,East Asia Maddison definition,,,,
South Korea,1915,832,807,10911000,9077952512,8805177344,East Asia Maddison definition,,,,
South Korea,1916,809,784,11086000,8968573952,8691424256,East Asia Maddison definition,,,,
South Korea,1917,888,861,11263000,10001544192,9697442816,East Asia Maddison definition,,,,
South Korea,1918,950,921,11443000,10870849536,10539002880,East Asia Maddison definition,,,,
South Korea,1919,1004,974,11627000,11673507840,11324697600,East Asia Maddison definition,,,,
South Korea,1920,867,841,11804000,10234067968,9927163904,East Asia Maddison definition,,,,
South Korea,1921,928,900,12040000,11173120000,10835999744,East Asia Maddison definition,,,,
South Korea,1922,846,820,12281000,10389726208,10070420480,East Asia Maddison definition,,,,
South Korea,1923,898,871,12526000,11248348160,10910145536,East Asia Maddison definition,,,,
South Korea,1924,896,869,12777000,11448192000,11103212544,East Asia Maddison definition,,,,
South Korea,1925,889,862,13005000,11561445376,11210309632,East Asia Maddison definition,,,,
South Korea,1926,915,887,13179000,12058784768,11689773056,East Asia Maddison definition,,,,
South Korea,1927,946,917,13356000,12634775552,12247451648,East Asia Maddison definition,,,,
South Korea,1928,945,916,13535000,12790575104,12398059520,East Asia Maddison definition,,,,
South Korea,1929,888,861,13716000,12179808256,11809475584,East Asia Maddison definition,,,,
South Korea,1930,833,808,13900000,11578699776,11231200256,East Asia Maddison definition,,,,
South Korea,1931,831,806,14117000,11731226624,11378301952,East Asia Maddison definition,,,,
South Korea,1932,825,800,14338000,11828849664,11470399488,East Asia Maddison definition,,,,
South Korea,1933,990,960,14562000,14416379904,13979520000,East Asia Maddison definition,,,,
South Korea,1934,981,952,14789000,14508009472,14079127552,East Asia Maddison definition,,,,
South Korea,1935,1062,1030,15020000,15951240192,15470600192,East Asia Maddison definition,,,,
South Korea,1936,1135,1106,15139000,17182765056,16743734272,East Asia Maddison definition,,,,
South Korea,1937,1228,1202,15260000,18739279872,18342520832,East Asia Maddison definition,,,,
South Korea,1938,1266,1246,15381000,19472345088,19164725248,East Asia Maddison definition,,,,
South Korea,1939,1120,1108,15504000,17364480000,17178431488,East Asia Maddison definition,,,,
South Korea,1940,1238,1232,15627000,19346225152,19252463616,East Asia Maddison definition,,,,
South Korea,1941,,,15859000,,,East Asia Maddison definition,,,,
South Korea,1942,,,16094000,,,East Asia Maddison definition,,,,
South Korea,1943,,,16332000,,,East Asia Maddison definition,,,,
South Korea,1944,,,16574000,,,East Asia Maddison definition,,,,
South Korea,1945,,,17917000,,,East Asia Maddison definition,,,,
South Korea,1946,,,19369000,,,East Asia Maddison definition,,,,
South Korea,1947,,,19886000,,,East Asia Maddison definition,,,,
South Korea,1948,,,20027000,,,East Asia Maddison definition,,,,
South Korea,1949,,,20208000,,,East Asia Maddison definition,,,,
South Korea,1950,1122,1178,20846000,23389212672,24556587008,East Asia Maddison definition,,,,
South Korea,1951,1029,1085,20876000,21481404416,22650460160,East Asia Maddison definition,,,,
South Korea,1952,1086,1152,20948000,22749528064,24132096000,East Asia Maddison definition,,,,
South Korea,1953,1385,1478,21060000,29168099328,31126679552,East Asia Maddison definition,,,,
South Korea,1954,1414,1550,21259000,30060226560,32951449600,East Asia Maddison definition,,,,
South Korea,1955,1494,1612,21552000,32198688768,34741825536,East Asia Maddison definition,,,,
South Korea,1956,1425,1584,22031000,31394174976,34897104896,East Asia Maddison definition,,,,
South Korea,1957,1482,1663,22612000,33510983680,37603753984,East Asia Maddison definition,,,,
South Korea,1958,1510,1702,23254000,35113541632,39578308608,East Asia Maddison definition,,,,
South Korea,1959,1511,1714,23981000,36235292672,41103433728,East Asia Maddison definition,,,,
South Korea,1960,1487,1691,24784000,36853809152,41909743616,East Asia Maddison definition,,,,
South Korea,1961,1527,1719,25614000,39112577024,44030464000,East Asia Maddison definition,,,,
South Korea,1962,1573,1717,26420000,41558659072,45363138560,East Asia Maddison definition,,,,
South Korea,1963,1638,1814,27211000,44571619328,49360752640,East Asia Maddison definition,,,,
South Korea,1964,1692,1916,27984000,47348928512,53617344512,East Asia Maddison definition,,,,
South Korea,1965,1710,1981,28705000,49085550592,56864604160,East Asia Maddison definition,,,,
South Korea,1966,1870,2164,29436000,55045320704,63699505152,East Asia Maddison definition,,,,
South Korea,1967,1962,2268,30131000,59117023232,68337106944,East Asia Maddison definition,,,,
South Korea,1968,2190,2499,30838000,67535220736,77064159232,East Asia Maddison definition,,,,
South Korea,1969,2458,2813,31544000,77535150080,88733270016,East Asia Maddison definition,,,,
South Korea,1970,2568,2989,32241000,82794889216,96368345088,East Asia Maddison definition,,,,
South Korea,1971,2937,3217,32883000,96577372160,105785000000,East Asia Maddison definition,,,,
South Korea,1972,3269,3388,33505000,109528000000,113515000000,East Asia Maddison definition,,,,
South Korea,1973,3989,3895,34073000,135917000000,132714000000,East Asia Maddison definition,,,,
South Korea,1974,4612,4158,34692000,160000000000,144249000000,East Asia Maddison definition,,,,
South Korea,1975,5146,4360,35281000,181556000000,153825000000,East Asia Maddison definition,,,,
South Korea,1976,5478,4794,35860000,196441000000,171913000000,East Asia Maddison definition,,,,
South Korea,1977,5745,5205,36436000,209325000000,189649000000,East Asia Maddison definition,,,,
South Korea,1978,6109,5604,37019000,226149000000,207454000000,East Asia Maddison definition,,,,
South Korea,1979,6205,5922,37534000,232898000000,222276000000,East Asia Maddison definition,,,,
South Korea,1980,5645,5674,38124000,215210000000,216316000000,East Asia Maddison definition,,,,
South Korea,1981,5842,5933,38723000,226220000000,229744000000,East Asia Maddison definition,,,,
South Korea,1982,6177,6285,39326000,242917000000,247164000000,East Asia Maddison definition,,,,
South Korea,1983,6714,6905,39910000,267956000000,275579000000,East Asia Maddison definition,,,,
South Korea,1984,7136,7412,40406000,288337000000,299489000000,East Asia Maddison definition,,,,
South Korea,1985,7322,7820,40806000,298782000000,319103000000,East Asia Maddison definition,,,,
South Korea,1986,8519,8637,41214000,351102000000,355965000000,East Asia Maddison definition,,,,
South Korea,1987,9600,9538,41622000,399571000000,396991000000,East Asia Maddison definition,,,,
South Korea,1988,10732,10509,42031000,451077000000,441704000000,East Asia Maddison definition,,,,
South Korea,1989,11571,11070,42449000,491177000000,469910000000,East Asia Maddison definition,,,,
South Korea,1990,12646,12004,42869000,542121000000,514599000000,East Asia Maddison definition,,,,
South Korea,1991,14101,13116,43296000,610517000000,567870000000,East Asia Maddison definition,,,,
South Korea,1992,14983,13782,43748000,655476000000,602935000000,East Asia Maddison definition,,,,
South Korea,1993,16128,14577,44195000,712777000000,644231000000,East Asia Maddison definition,,,,
South Korea,1994,17575,15760,44642000,784583000000,703558000000,East Asia Maddison definition,,,,
South Korea,1995,19197,17095,45093000,865650000000,770865000000,East Asia Maddison definition,,,,
South Korea,1996,20042,18219,45525000,912412000000,829420000000,East Asia Maddison definition,,,,
South Korea,1997,20821,19118,45954000,956808000000,878549000000,East Asia Maddison definition,,,,
South Korea,1998,18920,17942,46287000,875750000000,830481000000,East Asia Maddison definition,,,,
South Korea,1999,21070,19830,46617000,982220000000,924415000000,East Asia Maddison definition,,,,
South Korea,2000,22930,21420,47008000,1077890000000,1006910000000,East Asia Maddison definition,,,,
South Korea,2001,23412,22218,47370000,1109030000000,1052470000000,East Asia Maddison definition,,,,
South Korea,2002,25246,23731,47645000,1202850000000,1130660000000,East Asia Maddison definition,,,,
South Korea,2003,26041,24301,47892000,1247160000000,1163820000000,East Asia Maddison definition,,,,
South Korea,2004,27413,25391,48083000,1318100000000,1220880000000,East Asia Maddison definition,,,,
South Korea,2005,28995,26331,48185000,1397120000000,1268760000000,East Asia Maddison definition,,,,
South Korea,2006,29850,27550,48438000,1445870000000,1334470000000,East Asia Maddison definition,,,,
South Korea,2007,31144,28908,48684000,1516210000000,1407360000000,East Asia Maddison definition,,,,
South Korea,2008,30412,29501,49055000,1491860000000,1447170000000,East Asia Maddison definition,,,,
South Korea,2009,30237,29557,49308000,1490930000000,1457400000000,East Asia Maddison definition,,,,
South Korea,2010,32325,31321,49554000,1601830000000,1552080000000,East Asia Maddison definition,,,,
South Korea,2011,32225,32225,49937000,1609220000000,1609220000000,East Asia Maddison definition,,,,
South Korea,2012,32485,32791,50200000,1630750000000,1646110000000,East Asia Maddison definition,,,,
South Korea,2013,33322,33588,50429000,1680400000000,1693810000000,East Asia Maddison definition,,,,
South Korea,2014,34538,34493,50747000,1752700000000,1750420000000,East Asia Maddison definition,,,,
South Korea,2015,35316,35269,51015000,1801650000000,1799250000000,East Asia Maddison definition,,,,
South Korea,2016,36151,36103,51246000,1852590000000,1850130000000,East Asia Maddison definition,,,,
Spain,1,973,973,3750000,3648750080,3648750080,Western Europe Maddison definition,,,,
Spain,1000,,,4000000,,,Western Europe Maddison definition,,,,
Spain,1300,1836,1509,,,,Western Europe Maddison definition,,,,
Spain,1348,1928,1585,,,,Western Europe Maddison definition,,,,
Spain,1400,1740,1430,,,,Western Europe Maddison definition,,,,
Spain,1500,1797,1477,6800000,12219599872,10043599872,Western Europe Maddison definition,,,,
Spain,1570,1934,1589,,,,Western Europe Maddison definition,,,,
Spain,1600,1896,1558,8240000,15623040000,12837919744,Western Europe Maddison definition,,,,
Spain,1650,1461,1200,,,,Western Europe Maddison definition,,,,
Spain,1700,1730,1422,8770000,15172100096,12470939648,Western Europe Maddison definition,,,,
Spain,1750,1665,1369,,,,Western Europe Maddison definition,,,,
Spain,1800,1947,1600,,,,Western Europe Maddison definition,,,,
Spain,1820,,,12203000,,,Western Europe Maddison definition,,,,
Spain,1821,,,12284000,,,Western Europe Maddison definition,,,,
Spain,1822,,,12366000,,,Western Europe Maddison definition,,,,
Spain,1823,,,12449000,,,Western Europe Maddison definition,,,,
Spain,1824,,,12532000,,,Western Europe Maddison definition,,,,
Spain,1825,,,12615000,,,Western Europe Maddison definition,,,,
Spain,1826,,,12699000,,,Western Europe Maddison definition,,,,
Spain,1827,,,12784000,,,Western Europe Maddison definition,,,,
Spain,1828,,,12869000,,,Western Europe Maddison definition,,,,
Spain,1829,,,12955000,,,Western Europe Maddison definition,,,,
Spain,1830,,,13041000,,,Western Europe Maddison definition,,,,
Spain,1831,,,13128000,,,Western Europe Maddison definition,,,,
Spain,1832,,,13216000,,,Western Europe Maddison definition,,,,
Spain,1833,,,13304000,,,Western Europe Maddison definition,,,,
Spain,1834,,,13392000,,,Western Europe Maddison definition,,,,
Spain,1835,,,13482000,,,Western Europe Maddison definition,,,,
Spain,1836,,,13571000,,,Western Europe Maddison definition,,,,
Spain,1837,,,13662000,,,Western Europe Maddison definition,,,,
Spain,1838,,,13753000,,,Western Europe Maddison definition,,,,
Spain,1839,,,13845000,,,Western Europe Maddison definition,,,,
Spain,1840,,,13937000,,,Western Europe Maddison definition,,,,
Spain,1841,,,14030000,,,Western Europe Maddison definition,,,,
Spain,1842,,,14123000,,,Western Europe Maddison definition,,,,
Spain,1843,,,14217000,,,Western Europe Maddison definition,,,,
