Entity,Year,Total tax (% of GDP) (OECD (2018)),"Taxes on income, profits, and capital gains (% of GDP) (OECD (2018))",Social security contributions (SSC) (% of GDP) (OECD (2018),Taxes on payroll and workforce (% of GDP) (OECD (2018)),Taxes on property (% of GDP) (OECD (2018)),Taxes on goods and services (% of GDP) (OECD (2018)),Other tax (% of GDP) (OECD (2018))
Iceland,1999,36.1803436,13.9227152,2.7574749,0.0239880,2.6348939,16.6827850,0.1584870
Iceland,2000,36.2709808,14.4586639,2.8041840,0.0261490,2.8472960,15.9935045,0.1411810
Iceland,2001,34.4744415,14.9242477,2.7639461,0.0267840,2.7078230,13.9081917,0.1434470
Iceland,2002,34.1734734,14.7803574,2.7721491,0.0268340,2.5002580,13.9276943,0.1661840
Iceland,2003,35.6168671,15.4984655,3.0012410,0.0563900,2.2611661,14.6422997,0.1573030
Iceland,2004,36.5975304,15.5451689,2.9446919,0.0535490,2.4516280,15.4495106,0.1529800
Iceland,2005,39.6978188,17.1375580,3.1178479,0.0307770,2.5941279,16.6655807,0.1519280
Iceland,2006,40.5198898,17.8552151,3.2106390,0.0326270,2.1405599,17.1488895,0.1319570
Iceland,2007,38.9382935,17.6749802,2.8992970,0.1112200,2.3814960,15.7425623,0.1287360
Iceland,2008,35.0017319,16.9640675,2.6814661,0.1444600,2.1381540,12.9349251,0.1386590
Iceland,2009,31.7098312,14.9894772,2.8688240,0.1543560,2.0498979,11.2597094,0.3875660
Iceland,2010,33.2046509,14.7294254,3.9086881,0.1737220,2.3396060,11.6851826,0.3680300
Iceland,2011,34.2990570,15.6190910,3.9114349,0.1697630,2.2994390,11.8503227,0.4490070
Iceland,2012,35.0425186,15.8438721,3.6294119,0.3021760,2.4783170,12.2297659,0.5589740
Iceland,2013,35.5923958,16.6120872,3.6795051,0.3439640,2.4474061,11.9293089,0.5801230
Iceland,2014,38.3194962,17.8404484,3.6342890,0.3461240,2.4564421,11.8737459,2.1684461
Iceland,2015,36.3312035,17.0460453,3.5663230,0.2969810,1.9457300,11.7596226,1.7165020
Iceland,2016,51.5949593,17.5112267,3.4802711,0.3006360,17.6339016,12.0606403,0.6082850
Iceland,2017,37.6866875,18.6401958,3.4921401,0.3085070,2.0331950,12.5573797,0.6552700
Indonesia,1997,7.5985732,3.5862169,,,0.3197930,3.6142850,0.0782780
Indonesia,1998,6.1735349,2.9928770,,,0.2298420,2.9092309,0.0415840
Indonesia,1999,7.7596021,4.2314892,,,0.2844050,3.2124701,0.0312380
Indonesia,2000,7.8712459,3.7531171,,,0.2930330,3.5212281,0.3038680
Indonesia,2001,10.8953304,5.2501349,,,0.3698730,4.6029782,0.6723430
Indonesia,2002,11.2688513,5.1104221,,,0.3926720,4.9621148,0.8036420
Indonesia,2003,11.8074789,5.2200150,,,0.4949360,5.1953888,0.8971390
Indonesia,2004,12.0954065,4.7575788,,,0.5845830,5.7516742,1.0015720
Indonesia,2005,12.3578310,5.7827301,,,0.6472690,4.9344621,0.9933700
Indonesia,2006,11.9151602,5.7155638,,,0.6580340,4.7632952,0.7782680
Indonesia,2007,12.1666031,5.5153322,,,0.6864800,5.0923009,0.8724900
Indonesia,2008,12.9901152,6.0481491,,,0.5711590,5.4893808,0.8814260
Indonesia,2009,11.0631495,5.2835660,,,0.5112760,4.4658070,0.8024990
Indonesia,2010,11.3558931,5.2016120,,,0.5333090,4.7447410,0.8762320
Indonesia,2011,12.1671324,5.5048108,,,0.3816840,5.2214742,1.0591630
Indonesia,2012,12.4840260,5.3979292,,,0.3362330,5.5975542,1.1523080
Indonesia,2013,12.4947901,5.3052139,,,0.2650770,5.6632581,1.2612410
Indonesia,2014,12.1633873,5.1674170,,,0.2221080,5.4014301,1.3724320
Indonesia,2015,12.1110697,5.2254968,,,0.2537670,5.2340331,1.3308390
Indonesia,2016,12.0043907,5.3697472,,,0.1567180,4.7652121,1.3321110
Indonesia,2017,11.5295649,4.7597551,,,0.1234220,4.9542751,1.2917730
Ireland,1990,32.3507195,12.3022251,4.5625691,0.4189430,1.5011801,13.5658016,
Ireland,1991,32.9197693,12.9450417,4.7458062,0.4339290,1.5063050,13.2886858,
Ireland,1992,33.2568665,13.3227253,4.7992969,0.4353920,1.4472140,13.2522392,
Ireland,1993,33.2574196,13.7772989,4.8182669,0.6633460,1.3739901,12.6245155,
Ireland,1994,34.3246498,14.2194242,4.6953502,0.5657240,1.5185380,13.3256140,
Ireland,1995,31.7331581,12.8075428,4.3016181,0.3808680,1.4193680,12.8237610,
Ireland,1996,32.2680626,13.2943649,4.0526981,0.3495220,1.5033990,12.7044067,
Ireland,1997,31.3692455,13.2975359,3.8309841,0.3467090,1.5222290,12.3717880,
Ireland,1998,30.8367062,13.0850372,3.5959091,0.3531500,1.5660700,11.9774590,
Ireland,1999,30.8877430,13.4294300,3.6034920,0.1047150,1.6937920,11.8576794,
Ireland,2000,30.7595959,13.4259462,3.6359560,0.0134120,1.7552890,11.7372961,
Ireland,2001,28.6052685,12.2742071,3.7462981,0.1668120,1.6807750,10.6015196,
Ireland,2002,27.2823238,11.1666107,3.6853240,0.1771330,1.4997950,10.6550589,
Ireland,2003,27.8643723,11.4590282,3.6763620,0.1750590,1.8649660,10.5949316,
Ireland,2004,28.9422722,11.9164047,3.8103881,0.1804040,2.0148151,10.9086008,
Ireland,2005,29.3986588,11.7986603,3.8258531,0.1952920,2.2103369,11.2356071,
Ireland,2006,30.8310661,12.7234659,3.8612430,0.1988220,2.6950431,11.2147846,
Ireland,2007,30.3855839,12.4346180,4.1164379,0.2081630,2.4286211,11.0594587,
Ireland,2008,28.4580612,11.2588253,4.4337111,0.2205010,1.7746030,10.6398478,
Ireland,2009,27.3235741,10.6071024,5.1705518,0.2163090,1.4469661,9.7580795,0.0022010
Ireland,2010,27.0098248,10.4603825,5.0276680,0.1848170,1.4245970,9.7721691,0.0037090
Ireland,2011,27.3933754,10.7157078,5.2815928,0.1858770,1.6624540,9.4019384,0.0056050
Ireland,2012,27.5500183,11.1934853,4.8407521,0.1685280,1.7551250,9.4484711,0.0054740
Ireland,2013,28.2221413,11.3839207,5.0062718,0.1747600,2.0190041,9.4881706,0.0127830
Ireland,2014,28.4132576,11.4439116,4.9139738,0.1730730,2.1720991,9.5589867,0.0105510
Ireland,2015,23.1060123,9.9229717,3.8886321,0.1359940,1.4932790,7.5361981,0.0044740
Ireland,2016,23.3276806,10.0643368,3.9095781,0.1427330,1.4064389,7.6225672,0.0043180
Ireland,2017,22.8365173,9.9490213,3.8783259,0.1465440,1.2823290,7.4303012,0.0028700
Israel,1995,35.4205055,12.3846493,4.9504051,1.6569790,3.4970889,12.9313831,
Israel,1996,34.8548241,11.9033947,4.9608450,1.6525990,3.3878069,12.9501772,
Israel,1997,35.4065247,12.6876392,5.1838160,1.5793530,3.2153449,12.7403717,
Israel,1998,34.3523598,12.4422302,5.1307721,1.4407370,3.2315879,12.1070309,
Israel,1999,34.1935120,12.2801943,5.1046028,1.3809470,3.2067070,12.2210608,
Israel,2000,34.8924599,13.8163242,5.1085219,1.2694490,3.1384580,11.5597076,
Israel,2001,34.7424202,13.6592741,5.4034929,1.3006901,2.9173579,11.4616051,
Israel,2002,33.9644737,12.0175180,5.4703412,1.4731460,2.8761201,12.1273470,
Israel,2003,33.2878227,11.2599516,5.5862641,1.5300220,2.8428831,12.0687037,
Israel,2004,33.3308868,11.0140934,5.4312310,1.5550230,3.2024219,12.1281195,
Israel,2005,33.7116203,11.4309282,5.4114208,1.5515860,3.3215740,11.9961109,
Israel,2006,34.2636528,12.6437588,5.2636852,1.4429940,3.1747830,11.7384329,
Israel,2007,34.2292976,12.4665012,5.1637049,1.3512070,3.3075490,11.9403372,
Israel,2008,31.9786797,10.5459843,5.2225099,1.1943660,3.2130129,11.8028078,
Israel,2009,29.8337612,8.9274368,5.0545492,1.1732939,3.0862229,11.5922585,
Israel,2010,30.7452011,8.9617710,5.1911321,1.1746310,3.2992020,12.1184664,
Israel,2011,30.9002590,9.2070122,5.2085519,1.1590220,3.3180051,12.0076666,
Israel,2012,30.0270920,9.1460609,5.0696239,1.1621490,3.0199499,11.6293068,
Israel,2013,30.8046799,9.6465492,5.0528522,1.1621610,3.0943420,11.8487749,
Israel,2014,31.1522102,9.5195665,5.0865750,1.2284720,3.1229630,12.1946344,
Israel,2015,31.3106842,9.7813435,5.1234231,1.1870670,3.3252139,11.8936377,
Israel,2016,31.2885895,9.8722410,5.1995492,1.1550970,3.2322550,11.8294468,
Israel,2017,32.7308731,11.6357040,5.2880301,1.2032570,3.2603509,11.3435297,
Italy,1990,36.3906250,13.2742834,11.9769897,0.1222150,0.8211930,10.1959419,
Italy,1991,36.7866898,13.2795868,12.1480560,0.1173320,0.9142580,10.3274574,
Italy,1992,39.0497284,14.6511478,12.3227129,0.1090870,1.3676209,10.5991583,
Italy,1993,40.6392937,15.0191832,12.7745533,0.1167460,2.1986511,10.5301619,
Italy,1994,38.7091331,13.4325724,12.0950260,0.1154150,2.1032240,10.9628954,
Italy,1995,38.5825577,13.6160259,12.1435547,0.1153000,2.1788030,10.5288715,
Italy,1996,40.2612801,13.9430904,13.7187176,0.0606030,2.1598301,10.3790388,
Italy,1997,41.6684456,14.7141542,14.0110388,0.0537370,2.1112349,10.7782803,
Italy,1998,40.0381355,13.0994997,11.7156372,0.0536700,1.9216030,11.0117941,2.1291859
Italy,1999,40.9062119,13.8952703,11.6676197,0.0158650,1.8640730,11.2615585,2.0972030
Italy,2000,40.5962791,13.4686136,11.5898418,,1.8849860,11.3225060,2.2063861
Italy,2001,40.2970161,13.7518940,11.4914265,,1.7765170,10.8126917,2.3536251
Italy,2002,39.7507286,12.9030867,11.6679802,,2.0482330,10.7158289,2.3132811
Italy,2003,40.0676155,12.4023161,11.8183546,,3.1158910,10.3027258,2.3230591
Italy,2004,39.3320007,12.3711424,11.8601513,,2.4136910,10.3881435,2.1879880
Italy,2005,39.1490250,12.3562365,12.0399361,,1.9601600,10.3442554,2.3286171
Italy,2006,40.5737038,13.3636131,11.9759893,,2.0410421,10.6346025,2.4232900
Italy,2007,41.7003937,14.0721254,12.4737911,,2.0282681,10.5375977,2.4481361
Italy,2008,41.7231140,14.2680531,12.9541340,,1.7918690,10.3445101,2.2297571
Italy,2009,42.0709763,13.6843548,13.2009583,,2.6057320,10.4399052,2.0123620
Italy,2010,41.8586388,13.6653986,13.0333509,,2.0218580,11.0088072,1.9905710
Italy,2011,41.9061737,13.3694639,12.9246902,,2.2045081,11.2536898,2.0121980
Italy,2012,43.8964615,14.3082037,13.0726824,,2.7052591,11.6238813,2.0576899
Italy,2013,44.0501823,14.5390730,13.1161728,,2.7348261,11.5493021,1.9930210
Italy,2014,43.4741211,13.8846540,12.9294910,,2.8894570,11.7728329,1.8730110
Italy,2015,43.1123581,13.7187109,12.9718695,,2.8066299,11.7749834,1.7042609
Italy,2016,42.6092949,13.6204147,12.8417997,,2.8016329,11.9856758,1.2247250
Italy,2017,42.3847313,13.4380293,12.8979864,,2.5600269,12.0488567,1.3062810
Jamaica,1990,20.3129978,10.3386211,,,0.1759040,7.4025559,2.3959169
Jamaica,1991,17.8542366,8.1182985,,,0.1085700,7.9607601,1.6666080
Jamaica,1992,17.4670029,7.8405409,,,0.0804080,8.4288797,1.1171730
Jamaica,1993,19.4356346,8.0223427,,,0.1723050,10.0066433,1.2343440
Jamaica,1994,19.5306149,8.6787424,,,0.2291150,9.5310774,1.0916800
Jamaica,1995,20.7849808,8.6575623,,,0.1971470,10.8535805,1.0766900
Jamaica,1996,19.8519173,8.7404070,,,0.1441220,9.8331223,1.1342660
Jamaica,1997,19.4461174,8.6737919,,,,9.7716684,1.0006580
Jamaica,1998,20.6971283,8.9583387,,,0.1572960,10.5766859,1.0048060
Jamaica,1999,21.3183880,9.1723337,,,0.1607930,10.9639368,1.0213240
Jamaica,2000,22.2054062,9.9434357,,,0.1617660,11.1155272,0.9846780
Jamaica,2001,21.0589390,9.1741962,,,0.1564530,10.6998844,1.0284050
Jamaica,2002,21.3642254,9.3538418,,,0.1902200,10.7665701,1.0535940
Jamaica,2003,23.8926926,10.5372791,0.6129520,,0.2523600,11.3964052,1.0936960
Jamaica,2004,24.7244492,11.2168922,0.7306810,,0.2400360,11.2447395,1.2921020
Jamaica,2005,23.3181171,9.9809933,0.7031080,,0.2273900,11.0049191,1.4017060
Jamaica,2006,24.0940762,10.6028032,0.7452930,,0.2154830,11.2536850,1.2768120
Jamaica,2007,24.7772560,11.0570078,0.7169060,,0.2018740,11.4764032,1.3250650
Jamaica,2008,25.0501823,11.4774256,0.7429320,,0.2426210,11.4853163,1.1018860
Jamaica,2009,24.8692646,11.6842976,0.6955990,,0.1677370,11.5262232,0.7954070
Jamaica,2010,24.9083996,10.2975502,0.7112370,,0.2255370,12.9725008,0.7015740
Jamaica,2011,24.5009384,9.8937540,0.9319170,,0.2122180,12.6607056,0.8023450
Jamaica,2012,24.5256863,9.6216421,0.8688510,,0.1847210,13.0733938,0.7770790
Jamaica,2013,24.9282188,9.0751877,0.9689950,,0.3907040,13.6279354,0.8653960
Jamaica,2014,24.7160854,8.6968050,1.0290101,,0.3981260,13.7653713,0.8267750
Jamaica,2015,25.7883301,9.0387487,0.9912890,,0.4381760,14.5266171,0.7935000
Jamaica,2016,26.5390682,8.9954538,1.0209260,,0.4032340,15.2510328,0.8684220
Jamaica,2017,27.2519169,8.2111244,1.0145450,,0.4492120,16.6848145,0.8922190
Japan,1990,28.2037678,14.1579819,7.4609108,,2.6505260,3.8620520,0.0722970
Japan,1991,27.8633804,13.5437679,7.6585131,,2.7011471,3.8879590,0.0719930
Japan,1992,26.3375969,11.6996546,7.8091722,,2.8855410,3.8709800,0.0722480
Japan,1993,26.3231697,11.1848221,8.0240221,,3.0586569,3.9833231,0.0723450
Japan,1994,25.4649982,9.9852543,8.2478342,,3.0534010,4.1113629,0.0671460
Japan,1995,25.8386173,9.8773537,8.6741743,,3.1396580,4.0836821,0.0637480
Japan,1996,25.8166733,9.8395996,8.7354259,,3.0449929,4.1334128,0.0632420
Japan,1997,26.1779861,9.6885986,8.9737988,,2.9397480,4.5109091,0.0649310
Japan,1998,25.6694603,8.6252556,9.1070871,,2.8299279,5.0417538,0.0654360
Japan,1999,25.1973705,8.0746269,9.0590172,,2.8328800,5.1655378,0.0653080
Japan,2000,25.7772045,8.9682226,9.0760918,,2.7046461,4.9624538,0.0657880
Japan,2001,25.9437008,8.6614876,9.4686766,,2.7275710,5.0191731,0.0667920
Japan,2002,24.9181767,7.6218171,9.5280867,,2.6880651,5.0124679,0.0677400
Japan,2003,24.5219917,7.4885712,9.4553022,,2.5330031,4.9798760,0.0652400
Japan,2004,25.1614838,8.0481167,9.4966745,,2.5143700,5.0364528,0.0658700
Japan,2005,26.2402973,8.8703241,9.6726179,,2.5351911,5.0953770,0.0667880
Japan,2006,27.0291862,9.5684252,9.9006462,,2.4551270,5.0373421,0.0676460
Japan,2007,27.5421162,10.0138931,10.0424805,,2.4741750,4.9446201,0.0669490
Japan,2008,27.4053135,9.1959848,10.6447582,,2.5735581,4.9188972,0.0721150
Japan,2009,25.9625912,7.6694942,10.6342525,,2.6315551,4.9513860,0.0759040
Japan,2010,26.5350170,8.0183897,10.9078054,,2.5793691,4.9531631,0.0763300
Japan,2011,27.4628963,8.2810898,11.4013262,,2.6517301,5.0537319,0.0750180
Japan,2012,28.2314014,8.7672443,11.7473764,,2.5716200,5.0670600,0.0781030
Japan,2013,28.8627357,9.3710327,11.7898197,,2.5509310,5.0752678,0.0756830
Japan,2014,30.2595768,9.6320591,12.0068598,,2.5663271,5.9774690,0.0768610
Japan,2015,30.6302013,9.5465841,12.0745106,,2.5098081,6.4219422,0.0773570
Japan,2016,30.5841846,9.3530226,12.3503170,,2.5533900,6.2500319,0.0774230
Japan,2017,,9.7053432,,,2.5315461,6.0956159,0.0770960
Kazakhstan,1998,12.3259172,3.9410729,,,1.1468281,7.2325511,0.0054640
Kazakhstan,1999,15.9008389,4.4676671,,3.5141380,1.0843951,6.7822409,0.0523980
Kazakhstan,2000,19.7977409,8.2520599,,3.8109951,0.8082350,6.9022708,0.0241790
Kazakhstan,2001,22.1556892,9.4031868,,3.8234119,0.8391140,8.0655651,0.0244120
Kazakhstan,2002,20.5195293,8.5210361,,3.5445421,0.8260330,7.6218338,0.0060840
Kazakhstan,2003,22.7284317,9.6586084,,3.4188480,0.7419060,8.9175234,-0.0084520
Kazakhstan,2004,21.6782951,10.1295195,,2.8618641,0.6670690,8.0183840,0.0014600
Kazakhstan,2005,25.5406742,13.1951103,0.1812540,2.5992730,0.6059650,8.9585867,0.0004860
Kazakhstan,2006,26.1055489,14.0273027,0.2490340,2.3161850,0.5762180,8.9366016,0.0002050
Kazakhstan,2007,26.0648174,13.9907722,0.3883630,2.3014610,0.5745020,8.8026466,0.0070710
Kazakhstan,2008,27.6168499,15.0685368,0.3763680,1.5649610,0.5695800,10.0371771,0.0002250
Kazakhstan,2009,21.1997852,10.1484041,0.5259160,1.3690290,0.6312780,8.5250711,0.0000860
Kazakhstan,2010,23.7551727,9.4994640,0.6006760,1.1635270,0.5713000,11.9201803,0.0000250
Kazakhstan,2011,25.5359516,9.8225260,0.5562600,1.0510300,0.4748390,13.6312838,0.0000140
Kazakhstan,2012,23.8530102,9.1124296,0.5907580,1.0994509,0.4667290,12.5836334,0.0000100
Kazakhstan,2013,22.5854568,8.1339064,0.5649060,1.0569090,0.4468040,12.3826437,0.0002870
Kazakhstan,2014,21.0833206,7.8485870,0.5694860,1.0787040,0.4840810,11.1022739,0.0001890
Kazakhstan,2015,15.5388432,6.0365152,0.5884690,1.1365620,0.5548690,7.2220831,0.0003450
Kazakhstan,2016,14.9156513,5.5574818,0.5635590,1.1292890,0.4851100,7.1793380,0.0008730
Kazakhstan,2017,16.3662319,5.8923368,0.5283050,1.0858620,0.4840030,8.3565187,0.0192040
Kenya,2001,16.6413651,5.0131860,0.2405730,,0.0013520,11.3862543,
Kenya,2002,16.0832462,5.2198048,0.2227590,,0.0031240,10.6375580,
Kenya,2003,16.7327499,5.7870698,0.2446950,,0.0024610,10.6985245,
Kenya,2004,17.1211777,5.9960990,0.2546920,,0.0055440,10.8648424,
Kenya,2005,18.3763866,6.5998840,0.2436380,,0.0824380,11.4504261,
Kenya,2006,17.4586678,6.6380591,0.2548730,,0.1404820,10.4252539,
Kenya,2007,18.1371593,6.5669460,0.2466190,,0.1980410,11.1153593,0.0101940
Kenya,2008,18.9180794,7.7594919,0.2317880,,0.2525310,10.6646795,0.0095880
Kenya,2009,18.1584015,7.2471991,0.1899850,,0.2210430,10.4903069,0.0098680
Kenya,2010,17.9069977,7.2675948,0.1997580,,0.2143150,10.2199059,0.0054240
Kenya,2011,18.6061859,7.8780208,0.1962460,,0.2277140,10.2984343,0.0057720
Kenya,2012,17.8830566,8.2106152,0.1756490,,0.2277890,9.2640905,0.0049120
Kenya,2013,17.8853569,8.7135897,0.1239520,,0.2147240,8.8285074,0.0045830
Kenya,2014,19.1074543,8.9044809,0.1218980,,0.2207950,9.8553572,0.0049240
Kenya,2015,18.4678593,8.6439924,0.1297230,,0.2165890,9.4749832,0.0025730
Kenya,2016,18.1314144,8.3728762,0.2501220,,0.1736880,9.3323269,0.0024020
Korea,1990,18.8464108,6.1723270,1.9017529,0.0772890,2.2198210,8.3441696,0.1310490
Korea,1991,18.5397186,5.4625468,1.9311180,0.0860940,2.3395491,7.8040729,0.9163370
Korea,1992,18.4462547,5.4614601,2.0532999,0.1033680,2.3489039,7.9602470,0.5189750
Korea,1993,18.7714157,5.2978110,2.5126281,0.0987410,2.6297431,7.7488642,0.4836270
Korea,1994,18.8964367,5.4596338,2.3523841,0.0732540,2.7233400,7.7657838,0.5220400
Korea,1995,19.1182461,5.7595658,2.3111150,0.0552860,2.6675329,7.7840538,0.5406940
Korea,1996,19.7499485,5.6335402,2.6335330,0.0598870,2.5487511,8.2322559,0.6419830
Korea,1997,19.4053307,5.0751400,2.7497089,0.0582640,2.4678581,8.2923307,0.7620290
Korea,1998,19.4148045,5.9089179,3.2182550,0.0526240,2.1108019,7.3639922,0.7602140
Korea,1999,19.7201195,4.8894658,3.3830681,0.0469770,2.6971281,7.9367580,0.7667200
Korea,2000,21.4575424,6.1799359,3.5830531,0.0406180,2.6521420,8.2292614,0.7725310
Korea,2001,21.7824249,5.7508020,3.9875619,0.0505690,2.4871950,8.6283102,0.8779870
Korea,2002,21.9495296,5.5915241,4.1667380,0.0501350,2.7910371,8.5010748,0.8490180
Korea,2003,22.7084141,6.3382702,4.4824662,0.0519170,2.6742620,8.4098797,0.7516200
Korea,2004,21.9608135,6.1119838,4.6100998,0.0534230,2.4696560,7.9469600,0.7686920
Korea,2005,22.5424671,6.5893869,4.7730079,0.0558820,2.6850481,7.7235498,0.7155920
Korea,2006,23.5589161,6.9515738,4.9950590,0.0581750,3.1058290,7.6642671,0.7840140
Korea,2007,24.7849579,7.8829031,5.1366019,0.0593330,3.1736159,7.7508168,0.7816860
Korea,2008,24.6448994,7.6343679,5.3793950,0.0617480,2.9396310,7.7950749,0.8346820
Korea,2009,23.7601070,6.7636080,5.5516691,0.0591300,2.7613771,7.5577331,1.0665900
Korea,2010,23.3909855,6.5521598,5.4603310,0.0564290,2.6488409,7.8849578,0.7882670
Korea,2011,24.1554432,7.2669301,5.7953849,0.0602540,2.7429669,7.5450158,0.7448890
Korea,2012,24.7801628,7.4008861,6.1257820,0.0630150,2.6289761,7.7245259,0.8369770
Korea,2013,24.2983742,7.1210828,6.4078002,0.0686280,2.5077560,7.4656229,0.7274850
Korea,2014,24.5900745,7.1566172,6.6069150,0.0701170,2.7121699,7.3650851,0.6791700
Korea,2015,25.1616268,7.6177468,6.6933961,0.0717330,3.1087689,7.0535331,0.6164470
Korea,2016,26.2367935,8.1924810,6.8619170,0.0787560,3.0344999,7.3820219,0.6871180
Korea,2017,26.8995838,8.6350050,6.9160948,0.0795190,3.1441309,7.4586868,0.6661470
Latin America and the Caribbean,1990,15.5278196,3.2739689,2.1166871,0.0893760,0.6015840,8.6157980,0.8304500
Latin America and the Caribbean,1991,15.2892380,3.2579651,2.1391871,0.0703230,0.5626080,8.4953098,0.7638440
Latin America and the Caribbean,1992,16.2084904,3.3540349,2.2410891,0.0951870,0.5385980,9.1984510,0.7811300
Latin America and the Caribbean,1993,16.5305576,3.3961980,2.4496050,0.1011060,0.5117460,9.3144369,0.7574660
Latin America and the Caribbean,1994,16.8274174,3.4529309,2.4846361,0.1446340,0.5217330,9.5189037,0.7045790
Latin America and the Caribbean,1995,17.2071495,3.7823451,2.5303669,0.1476680,0.4732180,9.6355801,0.6379720
Latin America and the Caribbean,1996,17.1259861,3.9273829,2.4948480,0.1865050,0.4836710,9.4619331,0.5716460
Latin America and the Caribbean,1997,17.4648342,3.8648541,2.5094011,0.2430720,0.5272940,9.8255968,0.4946160
Latin America and the Caribbean,1998,17.5540485,3.7840710,2.5319970,0.2642590,0.5243550,9.9849396,0.4644270
Latin America and the Caribbean,1999,17.7515812,3.9411430,2.6033919,0.2699850,0.5566960,9.8948622,0.4854630
Latin America and the Caribbean,2000,18.3074245,4.2339282,2.7342980,0.2837710,0.5790670,10.0402603,0.4361000
Latin America and the Caribbean,2001,18.5109863,4.4137721,2.7805729,0.2895600,0.6699290,9.9058323,0.4513630
Latin America and the Caribbean,2002,18.4856453,4.2852802,2.7776649,0.2728200,0.7182310,10.0092888,0.4224020
Latin America and the Caribbean,2003,18.8762150,4.6077962,2.7564170,0.2730830,0.7475770,10.1010323,0.3903110
Latin America and the Caribbean,2004,19.3500042,4.7795372,2.8069291,0.2694990,0.7687140,10.2481651,0.4771600
Latin America and the Caribbean,2005,20.1167145,5.2559218,2.8315589,0.4130020,0.8137040,10.3184757,0.4840110
Latin America and the Caribbean,2006,21.1328850,5.7728782,2.8932619,0.3785510,0.7960500,10.7156830,0.5764600
Latin America and the Caribbean,2007,21.2674675,5.9184089,2.9148870,0.3686240,0.7775880,10.7159138,0.5720880
Latin America and the Caribbean,2008,21.5465336,6.1481600,3.0022190,0.4012860,0.7410860,10.7190523,0.5347720
Latin America and the Caribbean,2009,20.8733654,5.8138680,3.2137959,0.4204870,0.7292890,10.1862822,0.5096860
Latin America and the Caribbean,2010,21.1419334,5.8272982,3.2703819,0.4273230,0.7120080,10.4273024,0.4775790
Latin America and the Caribbean,2011,21.5177002,6.1038971,3.3166890,0.3946190,0.7201440,10.4952173,0.4871360
Latin America and the Caribbean,2012,21.9388676,6.0987320,3.5130169,0.3753230,0.7453250,10.7565889,0.4498810
Latin America and the Caribbean,2013,21.9211292,6.1312928,3.6003110,0.3194830,0.7730230,10.6176043,0.4794160
Latin America and the Caribbean,2014,22.1375332,6.2724748,3.6372790,0.2858320,0.7586200,10.6929369,0.4904300
Latin America and the Caribbean,2015,22.7018185,6.2872381,3.7772861,0.2657920,0.8139060,11.0524273,0.5052120
Latin America and the Caribbean,2016,22.6386852,6.0901079,3.7470050,0.2457280,0.8048230,11.1822939,0.5686850
Latin America and the Caribbean,2017,22.8232937,6.0586200,3.8645549,0.1975000,0.8029530,11.3623781,0.5292140
Latvia,1995,29.7187023,6.5299959,10.9720316,,1.0042620,11.2124138,
Latvia,1996,29.1927471,6.6312299,10.3124990,,1.0707140,11.1783037,
Latvia,1997,30.2612610,7.2302070,10.1861715,,1.1351850,11.7096968,
Latvia,1998,31.2219448,7.4872742,10.1018114,,1.2727280,12.3601313,
Latvia,1999,30.2540531,7.4179239,10.3136072,,1.0002019,11.5223198,
Latvia,2000,29.1271896,7.0137711,9.7676439,,1.1027850,11.2429886,
Latvia,2001,28.1621704,7.3556352,9.1303291,,1.0631530,10.6130524,
Latvia,2002,27.8455353,7.4072738,9.0353031,,0.9868660,10.4160919,
Latvia,2003,27.4656410,6.9922562,8.4284887,0.0807950,1.0256341,10.9384661,
Latvia,2004,27.6667194,7.3681569,8.2970247,0.0430260,1.0254200,10.8047476,
Latvia,2005,27.9374866,7.2924228,7.9332218,0.0326570,0.9943710,11.4966726,
Latvia,2006,28.7398567,7.7255292,8.0517426,0.0232550,0.9915960,11.7807932,
Latvia,2007,28.2136383,8.2185221,7.8516169,0.0162680,0.8624830,11.1017876,
Latvia,2008,27.7788086,8.9751492,7.9605851,0.0154610,0.6328510,10.0521946,
Latvia,2009,27.9631424,6.9166870,9.2529554,0.0161360,0.7030730,10.9641142,
Latvia,2010,28.2207317,7.2013998,8.6616821,0.0157580,0.8680710,11.3358059,
Latvia,2011,27.8225517,7.0004311,8.6854830,0.0147250,0.9647810,11.0064106,
Latvia,2012,28.5974522,7.3660779,8.6940012,0.0133540,0.9565220,11.4218826,
Latvia,2013,28.6459255,7.4148049,8.4835405,0.0132130,0.9574110,11.6559181,
Latvia,2014,28.9749050,7.4561110,8.3930206,0.0129120,1.0282700,11.9332819,
Latvia,2015,29.2206306,7.5377579,8.3464718,0.0124880,0.9921580,12.1660633,
Latvia,2016,30.3709316,8.0696936,8.2922802,0.0121560,1.0558580,12.7518568,
Latvia,2017,30.4033127,8.2083654,8.4126310,0.0114260,1.0135620,12.5853558,
Luxembourg,1990,33.4931221,13.4700594,9.2239180,,2.8215790,7.9021039,0.0754640
Luxembourg,1991,31.4811459,12.0656862,9.1723652,,2.4295821,7.7295828,0.0839290
Luxembourg,1992,32.2194023,11.3485794,9.6804142,,2.5917521,8.5448818,0.0537740
Luxembourg,1993,34.2213554,12.9070892,9.5807362,,2.7387309,8.9481859,0.0466150
Luxembourg,1994,34.7100067,13.3340731,9.3006325,,2.6603241,9.3711929,0.0437830
Luxembourg,1995,34.8500366,13.9703474,9.4056215,,2.4851661,8.9447947,0.0441060
Luxembourg,1996,35.0633774,14.1091213,9.3787785,,2.6829989,8.8387156,0.0537630
