Entity,Year,Beds in for-profit privately owned hospitals (number) (OECD),"Beds in for-profit privately owned hospitals (per 1,000 population) (OECD)",Beds in not-for-profit privately owned hospitals (number) (OECD),"Beds in not-for-profit privately owned hospitals (per 1,000 population) (OECD)",Beds in publicly owned hospitals (number) (OECD),"Beds in publicly owned hospitals (per 1,000 population) (OECD)",Acute care beds (number) (OECD),"Acute care beds (per 1,000 population) (OECD)","Dentists (per 100,000 population) (OECD)",Dentists (headcount) (OECD),For-profit privately owned hospitals (number) (OECD),For-profit privately owned hospitals (per million population) (OECD),General hospitals (number) (OECD),General hospitals (per million population) (OECD),Hospitals (number) (OECD),Hospitals (per million population) (OECD),Long-term care beds (number) (OECD),"Long-term care beds (per 1,000 population) (OECD)","Long-term care beds (per 1,000 population aged 65+) (OECD)",Midwives (headcount) (OECD),"Midwives (per 1,000 live births) (OECD)",Not-for-profit privately owned hospitals (number) (OECD),Not-for-profit privately owned hospitals (per million population) (OECD),"Nurses (per 1,000 population) (OECD)",Nurses (headcount) (OECD),"Physicians (per 1,000 population) (OECD)",Physicians (headcount) (OECD),Psychiatric care beds (number) (OECD),"Psychiatric care beds (per 1,000 population) (OECD)","Psychiatrists (per 1,000 population) (OECD)",Psychiatrists (headcount) (OECD),Publicly owned hospitals (number) (OECD),Publicly owned hospitals (per million population) (OECD),"Surgical specialists (per 1,000 population) (OECD)",Surgical specialists (headcount) (OECD),Hospital beds (number) (OECD),"Hospital beds, nurse-to-bed ratio (OECD)","Hospital beds (per 1,000 population) (OECD)"
Mexico,2013,44395,0.38,,,126006,1.07,170401,1.44,,,3071,26,,,4436,37.55,,,,,,18,0.15,,,,,4241,0.04,0.01,1290,1347,11.4,0.15,17890,170401,,1.44
Mexico,2014,43964,0.37,,,126142,1.06,170106,1.43,,,3014,25.26,,,4395,36.84,,,,,,18,0.15,,,,,4067,0.03,0.01,1350,1363,11.42,0.15,18122,170106,,1.43
Mexico,2015,43929,0.36,,,123428,1.02,167357,1.39,,,3070,25.49,,,4456,37,,,,,,19,0.16,,,,,3920,0.03,0.01,1410,1367,11.35,0.16,18764,167357,,1.39
Mexico,2016,44006,0.36,,,125331,1.03,169337,1.39,,,3083,25.38,,,4474,36.83,,,,,,19,0.16,,,,,3968,0.03,0.01,1458,1372,11.29,0.15,18050,169337,,1.39
Mexico,2017,44125,0.36,,,124703,1.02,168828,1.38,,,3140,25.64,,,4538,37.05,,,,,,18,0.15,,,,,4215,0.03,0.01,1461,1380,11.27,0.16,19092,168828,,1.38
Mexico,2018,,,,,,,,,,,3221,26.1,,,4629,37.51,,,,,,19,0.15,,,,,,,,,1389,11.26,,,,,
Netherlands,2005,,,72698,4.45,0,0,46713,2.86,0.55,8975,,,105,6.43,198,12.13,0,0,0,2965,15.78,198,12.13,13.95,227600,3.44,56100,22957,1.41,0.18,2892,0,0,0.3,4928,72698,0.65,4.45
Netherlands,2006,,,78140,4.78,0,0,52060,3.18,0.56,9160,,,104,6.36,193,11.81,0,0,0,3150,17.02,193,11.81,14.2,232170,3.53,57685,22350,1.37,0.19,3034,0,0,0.32,5242,78140,0.67,4.78
Netherlands,2007,,,77680,4.74,0,0,52010,3.17,0.58,9425,,,104,6.35,190,11.6,0,0,0,3350,18.47,190,11.6,14.44,236555,3.61,59175,22070,1.35,0.18,3006,0,0,0.33,5353,77680,0.7,4.74
Netherlands,2008,,,77270,4.7,0,0,50970,3.1,0.59,9650,,,103,6.26,182,11.07,0,0,0,3520,19.07,182,11.07,14.68,241425,3.7,60825,22590,1.37,0.19,3158,0,0,0.33,5493,77270,0.71,4.7
Netherlands,2009,,,76980,4.66,0,0,50640,3.06,0.6,9915,229,13.85,102,6.17,416,25.17,0,0,0,3710,20.06,187,11.31,14.89,246200,3.8,62760,23020,1.39,0.2,3295,0,0,0.35,5743,76980,0.74,4.66
Netherlands,2010,,,,,0,0,47293,2.85,0.61,10135,244,14.69,102,6.14,427,25.7,0,0,0,3920,21.26,183,11.01,15.13,251385,3.91,65040,,,0.2,3400,0,0,0.37,6084,,,
Netherlands,2011,,,,,0,0,46649,2.79,0.63,10510,269,16.11,99,5.93,449,26.9,0,0,0,4135,22.96,180,10.78,15.42,257445,4.02,67170,,,0.21,3455,0,0,0.37,6232,,,
Netherlands,2012,,,71128,4.25,0,0,61173,3.65,0.64,10700,319,19.04,99,5.91,499,29.78,7954,0.47,2.93,4310,24.49,180,10.74,15.68,262775,4.12,69030,21146,1.26,0.22,3609,0,0,0.38,6368,71128,0.86,4.25
Netherlands,2013,,,70310,4.18,0,0,60702,3.61,0.64,10835,328,19.52,100,5.95,509,30.29,7586,0.45,2.69,4475,26.12,181,10.77,15.88,266880,4.23,71150,21279,1.27,0.22,3725,0,0,0.41,6914,70310,0.88,4.18
Netherlands,2014,,,,,,,,,0.66,11050,324,19.21,100,5.93,505,29.94,,,,3705,21.15,181,10.73,10.71,180560,4.34,73155,,,0.23,3843,0,0,0.4,6800,,,
Netherlands,2015,,,59597,3.52,0,0,51447,3.04,0.68,11590,374,22.08,81,4.78,517,30.52,6246,0.37,2.08,3890,22.81,143,8.44,11.06,187375,4.43,75095,16726,0.99,0.23,3910,0,0,0.41,6897,59597,0.96,3.52
Netherlands,2016,,,58565,3.44,0,0,51176,3,0.69,11750,394,23.14,78,4.58,534,31.36,5443,0.32,1.76,4065,23.56,140,8.22,11.36,193470,4.54,77360,16604,0.97,0.23,3976,0,0,0.41,7006,58565,1,3.44
Netherlands,2017,,,56886,3.32,0,0,50047,2.92,0.57,9710,411,23.99,76,4.44,545,31.81,5007,0.29,1.58,4295,25.29,134,7.82,11.74,201150,4.54,77835,15541,0.91,0.23,4021,0,0,0.42,7172,56886,1.05,3.32
New Zealand,2005,,,,,,,,,0.55,2294,,,,,,,,,,2825,48.92,,,11.22,46379,2.8,11555,,,0.13,530,,,0.39,1604,,,
New Zealand,2006,,,,,,,,,0.58,2422,,,,,,,,,,2726,46.05,,,10.64,44520,2.84,11889,,,0.14,589,,,0.44,1833,,,
New Zealand,2007,,,,,,,,,0.59,2474,,,,,,,,,,2728,42.6,,,10.61,44801,2.92,12318,,,0.15,627,,,0.45,1881,,,
New Zealand,2008,,,,,,,,,0.57,2439,,,,,,,,,,2751,42.76,,,11.43,48683,2.99,12746,,,0.16,674,,,0.49,2074,,,
New Zealand,2009,1491,0.35,433,0.1,8428,1.96,10352,2.41,0.59,2548,45,10.46,68,15.8,161,37.42,,,,2823,45.14,30,6.97,12.03,51762,3.06,13176,590,0.14,0.15,661,86,19.99,0.49,2112,10352,1.92,2.41
New Zealand,2010,1531,0.35,480,0.11,9937,2.28,11948,2.75,0.59,2556,47,10.8,67,15.4,165,37.92,,,,2903,45.43,31,7.13,11.16,48563,3.08,13398,970,0.22,0.14,611,87,20,0.45,1937,11948,1.69,2.75
New Zealand,2011,1529,0.35,481,0.11,10338,2.36,12348,2.82,0.6,2619,47,10.72,67,15.28,164,37.41,,,,2980,48.53,31,7.07,11.07,48527,3.2,14021,866,0.2,0.14,635,86,19.62,0.47,2077,12348,1.65,2.82
New Zealand,2012,1505,0.34,508,0.12,10456,2.37,12469,2.83,0.6,2663,46,10.44,59,13.38,161,36.52,,,,2850,46.58,31,7.03,11.19,49347,3.24,14280,887,0.2,0.13,593,84,19.06,0.46,2007,12469,1.67,2.83
New Zealand,2013,1535,0.35,480,0.11,10347,2.33,12362,2.78,0.62,2741,49,11.03,59,13.28,160,36.02,,,,2724,46.39,28,6.3,11.27,50060,3.29,14596,766,0.17,0.13,593,83,18.68,0.47,2069,12362,1.73,2.78
New Zealand,2014,1458,0.32,448,0.1,10506,2.33,12280,2.72,0.62,2787,50,11.09,59,13.08,162,35.92,132,0.03,0.2,2902,50.7,27,5.99,11.39,51385,3.28,14787,1044,0.23,0.16,739,85,18.85,0.58,2608,12412,1.75,2.75
New Zealand,2015,1494,0.33,452,0.1,10528,2.29,12357,2.69,0.61,2824,52,11.31,58,12.62,165,35.9,117,0.03,0.17,2925,47.92,28,6.09,11.47,52729,3.31,15210,1089,0.24,0.18,816,85,18.5,0.64,2942,12474,1.77,2.71
New Zealand,2016,1443,0.31,416,0.09,10962,2.34,12744,2.72,0.61,2879,50,10.65,53,11.29,159,33.88,77,0.02,0.11,2951,49.66,26,5.54,11.49,53922,3.36,15764,1434,0.31,0.18,864,83,17.69,0.67,3148,12821,1.76,2.73
New Zealand,2017,1511,0.32,403,0.08,11096,2.31,12905,2.69,0.61,2936,52,10.85,53,11.06,162,33.79,105,0.02,0.15,3014,50.56,26,5.42,11.53,55289,3.41,16329,1440,0.3,0.19,930,84,17.52,0.68,3283,13010,1.77,2.71
New Zealand,2018,1520,0.31,465,0.1,10717,2.2,12597,2.59,,,52,10.69,53,10.9,165,33.92,105,0.02,0.14,3066,,29,5.96,11.58,56355,3.5,17027,1452,0.3,0.19,936,84,17.27,0.71,3466,12702,1.88,2.61
Norway,2005,,,,,,,21163,4.58,,,,,,,,,0,0,0,,,,,,,,,7168,1.55,0.2,905,,,0.45,2060,23861,1.41,5.16
Norway,2006,,,,,,,20992,4.5,,,,,,,,,0,0,0,,,,,,,,,7124,1.53,0.2,937,,,0.45,2092,23427,1.46,5.03
Norway,2007,,,,,,,20514,4.36,,,,,,,,,0,0,0,,,,,,,,,6961,1.48,0.21,981,,,0.47,2210,22906,1.48,4.86
Norway,2008,,,,,17165,3.6,19656,4.12,1.24,5927,,,,,,,0,0,0,3766,62.25,,,23.29,111036,5.03,23990,6676,1.4,0.21,1023,,,0.48,2266,22101,1.54,4.64
Norway,2009,,,,,16840,3.49,19300,4,1.26,6061,,,,,,,0,0,0,3845,62.21,,,23.72,114544,5.22,25215,6635,1.37,0.22,1078,,,0.48,2296,21840,1.66,4.52
Norway,2010,,,,,16185,3.31,18636,3.81,1.26,6176,,,,,,,0,0,0,3915,63.72,,,23.89,116796,5.38,26290,6528,1.34,0.22,1077,,,0.48,2349,21044,1.75,4.3
Norway,2011,,,,,16421,3.32,18748,3.79,1.27,6308,,,,,,,0,0,0,4016,66.69,,,24.03,119040,5.42,26836,6420,1.3,0.23,1146,,,0.48,2402,20778,1.81,4.19
Norway,2012,,,,,15665,3.12,17814,3.55,1.28,6443,,,,,,,0,0,0,4137,68.65,,,24.34,122162,5.55,27869,6075,1.21,0.23,1167,,,0.49,2439,19937,1.89,3.97
Norway,2013,,,,,15206,2.99,17525,3.45,1.31,6629,,,,,,,0,0,0,4158,70.62,,,24.67,125298,5.68,28832,5881,1.16,0.23,1173,,,0.5,2515,19600,1.92,3.86
Norway,2014,,,,,15142,2.95,17633,3.43,1.32,6770,,,,,,,0,0,0,4255,72.14,,,25.05,128676,5.82,29910,5968,1.16,0.24,1243,,,0.51,2609,19751,1.95,3.84
Norway,2015,,,,,14956,2.88,17433,3.36,1.32,6863,,,,,,,0,0,0,4278,72.73,,,25.36,131609,5.93,30790,5898,1.14,0.24,1268,,,0.52,2684,19519,2.16,3.76
Norway,2016,,,,,14701,2.81,17212,3.29,1.35,7044,,,,,,,0,0,0,4386,74.48,,,25.72,134614,6.11,31967,5793,1.11,0.24,1274,,,0.53,2751,19277,2.21,3.68
Norway,2017,,,,,14446,2.74,16885,3.2,1.36,7160,,,,,,,0,0,0,4425,78.14,,,26.14,137936,6.31,33324,5657,1.07,0.25,1318,,,0.56,2947,18996,2.26,3.6
Norway,2018,,,,,,,,,1.37,7244,,,,,,,,,,4434,,,,26.34,139507,6.46,34210,,,0.26,1374,,,0.57,3013,,,
Poland,2005,,,,,,,178945,4.69,0.9,34379,,,824,21.59,874,22.9,14892,0.39,2.97,32832,90.1,,,7.17,273810,3.32,126576,25721,0.67,0.06,2215,,,,,248860,,6.52
Poland,2006,,,,,,,177441,4.65,0.92,34973,,,785,20.58,835,21.89,14214,0.37,2.8,33069,88.36,,,7.21,275188,3.39,129391,25930,0.68,0.06,2199,,,,,246851,,6.47
Poland,2007,44554,1.17,0,0,200323,5.25,175956,4.62,0.93,35464,235,6.16,790,20.72,916,24.03,14032,0.37,2.74,32770,84.49,0,0,7.16,272757,3.31,126337,25380,0.67,0.06,2260,681,17.86,,,244877,,6.42
Poland,2008,48149,1.26,0,0,204226,5.36,168179,4.41,0.95,36196,248,6.5,774,20.3,896,23.5,2674,0.07,0.52,33373,80.51,0,0,7.22,275122,3.45,131418,24713,0.65,0.09,3305,648,17,0.49,18843,252375,,6.62
Poland,2009,54118,1.42,0,0,199697,5.23,167347,4.39,0.97,36945,290,7.6,795,20.84,916,24.01,1919,0.05,0.37,32788,78.52,0,0,7.29,278218,3.48,132832,24460,0.64,0.09,3540,626,16.41,0.55,20951,253815,,6.65
Poland,2010,61281,1.61,0,0,190175,5,189587,4.98,0.99,37616,346,9.1,836,21.98,953,25.05,1876,0.05,0.36,34302,83,0,0,7.42,282420,3.53,134292,24097,0.63,0.08,2983,607,15.96,0.48,18363,251456,,6.61
Poland,2011,67732,1.78,0,0,184549,4.85,188545,4.95,1.01,38335,370,9.72,853,22.41,968,25.43,1979,0.05,0.38,34607,89.1,0,0,7.42,282483,3.58,136208,24278,0.64,0.08,3181,598,15.71,0.5,18882,252281,,6.63
Poland,2012,,,,,,,188696,4.96,1.02,38848,,,926,24.33,1038,27.27,1355,0.04,0.25,35154,91.01,,,7.5,285339,3.6,137109,24327,0.64,0.08,3202,,,0.53,20144,252352,,6.63
Poland,2013,,,,,,,188082,4.94,1.04,39529,,,979,25.74,1085,28.52,728,0.02,0.13,34826,94.23,,,7.36,279979,3.67,139595,24352,0.64,0.09,3329,,,0.53,20104,251383,,6.61
Poland,2014,,,,,,,188342,4.95,1.06,40110,,,992,26.1,1096,28.83,542,0.01,0.1,35468,94.54,,,7.43,282472,3.72,141390,24770,0.65,0.09,3356,,,0.55,20733,251904,,6.63
Poland,2015,,,,,,,186617,4.91,1.06,40455,,,967,25.46,1067,28.09,505,0.01,0.09,36103,97.76,,,7.51,285431,3.76,142962,24813,0.65,0.09,3421,,,0.57,21647,252029,,6.63
Poland,2016,,,,,,,186722,4.92,1.08,41194,,,968,25.49,1064,28.02,466,0.01,0.08,36839,96.37,,,7.6,288446,3.82,144982,25034,0.66,0.09,3424,,,0.58,22207,252136,,6.64
Poland,2017,,,,,,,184230,4.85,1.09,41281,,,961,25.31,1058,27.86,652,0.02,0.1,37694,93.77,,,7.69,291864,3.85,146037,24736,0.65,0.09,3504,,,0.54,20592,251537,,6.62
Portugal,2005,2233,0.21,6970,0.66,28169,2.68,36622,3.49,0.59,6226,40,3.81,160,15.23,222,21.14,,,,,,53,5.05,,,3.36,35342,7467,0.71,0.1,1014,129,12.28,0.54,5625,37372,,3.56
Portugal,2006,2412,0.23,6662,0.63,27531,2.62,35927,3.41,0.65,6829,45,4.28,160,15.21,221,21,,,,,,49,4.66,,,3.43,36134,7319,0.7,0.1,1024,127,12.07,0.55,5751,36605,,3.48
Portugal,2007,2425,0.23,6709,0.64,27086,2.57,35417,3.36,0.64,6789,50,4.74,166,15.75,226,21.44,,,,,,50,4.74,,,3.52,37118,7246,0.69,0.1,1042,126,11.95,0.55,5851,36220,,3.44
Portugal,2008,2845,0.27,6590,0.62,26368,2.5,35126,3.33,0.68,7183,50,4.74,169,16.01,223,21.12,,,,,,48,4.55,,,3.61,38156,7098,0.67,0.1,1054,125,11.84,0.56,5959,35803,,3.39
Portugal,2009,2956,0.28,6602,0.62,26077,2.47,34902,3.3,0.73,7747,52,4.92,170,16.09,223,21.1,,,,,,49,4.64,,,3.72,39327,6948,0.66,0.1,1079,122,11.54,0.58,6132,35635,,3.37
Portugal,2010,3065,0.29,6533,0.62,26048,2.46,34787,3.29,0.77,8105,52,4.92,170,16.08,231,21.85,,,,,,50,4.73,,,3.85,40672,6816,0.64,0.1,1097,129,12.2,0.59,6261,35646,,3.37
Portugal,2011,2699,0.26,7074,0.67,25828,2.45,34862,3.3,0.77,8108,48,4.55,164,15.53,226,21.41,,,,,,55,5.21,,,3.98,42054,6763,0.64,0.11,1140,123,11.65,0.61,6457,35601,,3.37
Portugal,2012,3015,0.29,7014,0.67,25786,2.45,35125,3.34,0.81,8465,54,5.14,170,16.17,229,21.78,,,,,,53,5.04,,,4.1,43123,6571,0.62,0.11,1176,122,11.6,0.63,6669,35815,,3.41
Portugal,2013,3428,0.33,7046,0.67,25004,2.39,34679,3.32,0.85,8867,52,4.97,168,16.07,226,21.61,,,,,,55,5.26,,,4.26,44555,6767,0.65,0.11,1196,119,11.38,0.66,6905,35478,,3.39
Portugal,2014,3508,0.34,6808,0.65,24206,2.33,33821,3.25,0.88,9125,57,5.48,169,16.25,225,21.63,,,,,,50,4.81,,,4.43,46036,6522,0.63,0.12,1213,118,11.34,0.68,7042,34522,,3.32
Portugal,2015,3883,0.37,6980,0.67,24027,2.32,33483,3.23,0.91,9468,57,5.5,169,16.32,225,21.72,,,,,,54,5.21,,,4.61,47792,6584,0.64,0.12,1242,114,11.01,0.69,7191,34890,,3.37
Portugal,2016,3759,0.36,7222,0.7,24056,2.33,33558,3.25,0.96,9875,59,5.71,171,16.56,225,21.79,,,,,,55,5.33,,,4.8,49541,6623,0.64,0.12,1278,111,10.75,0.71,7330,35037,,3.39
Portugal,2017,3683,0.36,7220,0.7,24050,2.33,33447,3.25,1.01,10412,56,5.44,171,16.6,225,21.84,,,,,,58,5.63,,,4.97,51241,6559,0.64,0.13,1312,111,10.78,0.73,7544,34953,,3.39
Russia,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575433,,11.01
Russia,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553562,,10.9
Russia,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521656,,10.71
Russia,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398495,,9.85
Russia,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373416,,9.68
Russia,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339492,,9.41
Russia,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347080,,9.42
Russia,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332319,,9.3
Russia,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301924,,9.07
Russia,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266814,,8.81
Russia,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222009,,8.35
Russia,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197247,,8.16
Russia,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182693,,8.05
Slovakia,2005,,,,,,,30484,5.67,,,,,83,15.45,142,26.43,5068,0.94,8.08,,,,,,,,,4502,0.84,,,,,,,36471,0.61,6.79
Slovakia,2006,,,,,,,29800,5.55,,,,,79,14.7,149,27.73,5453,1.01,8.59,,,,,,,,,4514,0.84,,,,,,,36185,0.6,6.73
Slovakia,2007,,,,,,,30096,5.6,,,,,80,14.88,149,27.72,5303,0.99,8.25,,,,,,,,,4450,0.83,,,,,,,36449,0.6,6.78
Slovakia,2008,,,,,,,29818,5.54,,,,,73,13.57,138,25.65,4838,0.9,7.44,,,,,,,,,4379,0.81,,,,,,,35452,0.6,6.59
Slovakia,2009,,,,,,,29426,5.46,,,,,76,14.11,140,25.99,4906,0.91,7.44,,,,,,,,,4336,0.8,,,,,,,35248,0.63,6.54
Slovakia,2010,,,,,,,29136,5.4,,,,,76,14.1,137,25.41,4847,0.9,7.23,,,,,,,,,4316,0.8,,,,,,,34850,0.64,6.46
Slovakia,2011,,,,,,,27709,5.13,,,,,76,14.08,140,25.93,4119,0.76,6.07,,,,,,,,,4148,0.77,,,,,,,32663,0.67,6.05
Slovakia,2012,,,,,,,27178,5.03,,,,,74,13.68,137,25.33,3940,0.73,5.7,,,,,,,,,4199,0.78,,,,,,,31963,0.67,5.91
Slovakia,2013,,,,,,,26613,4.92,,,,,74,13.67,136,25.12,4017,0.74,5.66,,,,,,,,,4417,0.82,,,,,,,31416,0.68,5.8
Slovakia,2014,,,,,,,26642,4.92,,,,,73,13.47,134,24.73,3906,0.72,5.33,,,,,,,,,4431,0.82,,,,,,,31348,0.69,5.79
Slovakia,2015,,,,,,,26441,4.87,,,,,73,13.46,134,24.71,3931,0.72,5.19,,,,,,,,,4383,0.81,,,,,,,31172,0.69,5.75
Slovakia,2016,,,,,,,26493,4.88,,,,,73,13.44,133,24.49,4075,0.75,5.2,,,,,,,,,4415,0.81,,,,,,,31412,0.68,5.78
Slovakia,2017,,,,,,,26692,4.91,,,,,72,13.24,131,24.08,4145,0.76,5.09,,,,,,,,,4430,0.81,,,,,,,31659,0.67,5.82
Slovenia,2005,,,,,,,9226,4.61,,,,,,,29,14.5,93,0.05,0.3,,,,,,,,,1472,0.74,0.1,203,,,0.46,913,9666,,4.83
Slovenia,2006,,,,,,,9131,4.55,,,,,,,29,14.45,89,0.04,0.28,,,,,,,,,1430,0.71,0.1,195,,,0.46,922,9567,,4.77
Slovenia,2007,,,,,,,8977,4.45,,,,,,,29,14.37,90,0.04,0.28,,,,,,,,,1369,0.68,0.09,187,,,0.46,925,9414,,4.66
Slovenia,2008,,,,,,,9145,4.52,,,,,,,29,14.35,99,0.05,0.3,,,,,,,,,1397,0.69,0.1,194,,,0.47,959,9586,,4.74
Slovenia,2009,,,,,,,8915,4.37,,,,,,,29,14.22,132,0.06,0.4,,,,,,,,,1339,0.66,0.1,205,,,0.48,981,9389,,4.6
Slovenia,2010,102,0.05,0,0,9265,4.52,8878,4.33,,,3,1.46,12,5.86,29,14.16,147,0.07,0.43,,,0,0,,,,,1333,0.65,0.1,213,26,12.69,0.48,988,9367,,4.57
Slovenia,2011,102,0.05,0,0,9391,4.57,8919,4.34,,,3,1.46,12,5.85,29,14.13,237,0.12,0.7,,,0,0,,,,,1344,0.65,0.11,222,26,12.67,0.51,1046,9493,,4.62
Slovenia,2012,102,0.05,0,0,9247,4.5,8811,4.28,,,3,1.46,12,5.83,29,14.1,220,0.11,0.64,,,0,0,,,,,1370,0.67,0.11,231,26,12.64,0.51,1050,9349,,4.54
Slovenia,2013,102,0.05,0,0,9275,4.5,8759,4.25,,,3,1.46,12,5.83,29,14.08,302,0.15,0.86,,,0,0,,,,,1365,0.66,0.12,249,26,12.62,0.53,1088,9377,,4.55
Slovenia,2014,102,0.05,0,0,9254,4.49,8740,4.24,,,3,1.45,12,5.82,29,14.06,300,0.15,0.83,,,0,0,,,,,1365,0.66,0.12,251,26,12.61,0.56,1160,9356,,4.54
Slovenia,2015,101,0.05,0,0,9214,4.47,8698,4.22,,,3,1.45,12,5.82,29,14.05,301,0.15,0.81,,,0,0,,,,,1383,0.67,0.13,264,26,12.6,0.56,1146,9315,,4.51
Slovenia,2016,101,0.05,0,0,9165,4.44,8650,4.19,,,3,1.45,12,5.81,29,14.04,300,0.15,0.79,,,0,0,,,,,1366,0.66,0.13,276,26,12.59,0.59,1220,9266,,4.49
Slovenia,2017,101,0.05,0,0,9193,4.45,8686,4.2,,,3,1.45,12,5.81,29,14.03,292,0.14,0.75,,,0,0,,,,,1363,0.66,0.14,279,26,12.58,0.62,1283,9294,,4.5
Slovenia,2018,,,,,,,,,,,3,1.45,12,5.81,29,14.03,,,,,,0,0,,,,,,,,,26,12.58,,,,,
South Africa,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118116,,2.42
South Africa,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118794,,2.4
South Africa,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117841,,2.32
Spain,2005,28676,0.66,21335,0.49,95852,2.2,115800,2.65,0.51,22150,315,7.22,544,12.46,751,17.2,28335,0.65,3.95,6774,14.57,140,3.21,5.14,224227,4.56,199123,19865,0.46,0.06,2728,296,6.78,0.59,25565,145863,,3.34
Spain,2006,28956,0.65,21275,0.48,96010,2.16,115834,2.61,0.52,23300,317,7.14,548,12.34,746,16.8,28732,0.65,3.92,6868,14.27,140,3.15,5.18,230182,4.57,203091,20228,0.46,0.07,2932,289,6.51,0.6,26669,146241,,3.29
Spain,2007,30075,0.66,19733,0.44,97032,2.15,117483,2.6,0.54,24515,326,7.21,559,12.36,764,16.89,27591,0.61,3.72,7057,14.37,140,3.1,5.22,235933,4.6,208098,18564,0.41,0.07,3220,298,6.59,0.62,28036,146840,,3.25
Spain,2008,29675,0.65,19783,0.43,97476,2.12,117607,2.56,0.56,25697,321,6.99,557,12.12,767,16.69,27519,0.6,3.67,7217,13.92,142,3.09,5.28,242803,4.66,213977,18726,0.41,0.08,3526,304,6.62,0.64,29333,146934,,3.2
Spain,2009,29229,0.63,19757,0.43,97324,2.1,117160,2.53,0.58,26725,314,6.77,563,12.14,770,16.61,27320,0.59,3.57,7354,14.9,143,3.08,5.35,248091,4.72,219031,18796,0.41,0.08,3695,313,6.75,0.65,30189,146310,,3.16
Spain,2010,26371,0.57,19047,0.41,99789,2.14,115859,2.49,0.6,27826,296,6.36,549,11.79,765,16.42,27657,0.59,3.54,7580,15.62,126,2.71,5.48,255335,4.8,223484,18455,0.4,0.1,4532,343,7.36,0.83,38771,145207,,3.12
Spain,2011,26207,0.56,18436,0.39,97997,2.1,113437,2.43,0.62,29070,296,6.33,553,11.83,763,16.32,27429,0.59,3.44,7713,16.39,121,2.59,5.58,260596,4.84,226424,17724,0.38,0.1,4705,346,7.4,0.84,39325,142640,,3.05
Spain,2012,25996,0.56,17271,0.37,96727,2.07,111232,2.38,0.67,31187,297,6.35,552,11.8,759,16.23,27080,0.58,3.33,7907,17.44,114,2.44,5.49,256617,4.89,228917,16783,0.36,0.1,4837,348,7.44,0.91,42530,139994,,2.99
Spain,2013,26009,0.56,17243,0.37,94901,2.04,110118,2.36,0.7,32445,301,6.46,556,11.93,764,16.39,26318,0.56,3.19,8279,19.51,116,2.49,5.52,257278,4.99,232816,16929,0.36,0.1,4844,347,7.44,0.92,42860,138153,,2.96
Spain,2014,26113,0.56,17218,0.37,94546,2.03,110285,2.37,0.72,33286,300,6.45,557,11.98,763,16.42,25852,0.56,3.06,8505,19.96,118,2.54,5.71,265535,5.13,238240,16586,0.36,0.11,4891,345,7.42,0.93,43155,137877,,2.97
Spain,2015,26599,0.57,16754,0.36,95015,2.05,111841,2.41,0.75,34641,303,6.52,558,12.01,765,16.47,24731,0.53,2.88,8547,20.43,119,2.56,5.92,275064,5.23,242840,16668,0.36,0.11,4903,343,7.39,0.95,43912,138368,,2.98
Spain,2016,26328,0.57,16899,0.36,94640,2.04,111259,2.39,0.77,35716,301,6.48,557,11.98,764,16.44,24894,0.54,2.86,8785,21.49,120,2.58,6.08,282512,5.33,247958,16512,0.36,0.1,4862,343,7.38,0.97,45000,137867,,2.97
Spain,2017,26491,0.57,16879,0.36,95141,2.04,113042,2.43,0.79,36689,312,6.7,565,12.13,777,16.68,23643,0.51,2.68,9013,23.04,121,2.6,6.24,290811,5.45,253796,16796,0.36,0.11,4909,344,7.38,0.96,44728,138511,,2.97
Sweden,2005,,,,,,,24061,2.66,1.59,14384,,,,,,,2303,0.26,1.48,9445,93.19,,,17.21,155365,4.85,43770,4347,0.48,0.21,1896,,,0.56,5072,26478,,2.93
Sweden,2006,,,,,,,23729,2.61,1.62,14679,,,,,,,2376,0.26,1.52,9620,90.83,,,17.56,159484,5.01,45471,4477,0.49,0.21,1924,,,0.58,5240,26223,,2.89
Sweden,2007,,,,,,,23782,2.6,1.63,14887,,,,,,,2281,0.25,1.44,9816,91.38,,,17.85,163300,5.18,47424,4467,0.49,0.21,1943,,,0.59,5403,26196,,2.86
