Entity,Year,Total wealth per capita,Produced capital,"Natural capital, renewable (excluding sub-soil assets)","Forest, timber","Forest, non-timber",Protected areas,Cropland,Pastureland,"Sub-soil assets (fossil energy resources, metals and minerals)","Fossil energy resources (oil, natural gas, coal)",Oil,Natural gas,Coal,Metals and minerals,Human capital,"Human capital, male","Human capital, female",Net foreign assets,Adjusted net national income,Adjusted net saving,GDP,Gross national income,"Natural capital (timber, non-timber, protected areas, land, sub-soil assets)","Land (crop, pasture)"
Latvia,2010,178861.09,85502.28,15843.39,3675.70,6730.86,1752.45,1927.32,1757.06,0.00,0.00,0.00,0.00,0.00,0.00,88433.84,43007.03,45426.81,-10918.42,9770.09,-72.28,12868.06,13029.84,15843.39,3684.38
Latvia,2014,236906.45,113745.92,18738.46,4476.03,7084.57,2387.23,2560.18,2230.45,0.00,0.00,0.00,0.00,0.00,0.00,113471.54,55139.31,58332.23,-9049.46,11987.82,144.59,15710.17,15689.70,18738.46,4790.63
Lebanon,1995,90164.35,41661.94,9381.96,21.61,100.37,43.05,6593.35,2623.58,0.00,0.00,0.00,0.00,0.00,0.00,39391.43,29008.36,10383.07,-270.98,6648.91,,7533.20,7849.47,9381.96,9216.93
Lebanon,2000,79796.48,36486.90,6763.62,11.06,94.11,69.07,4907.68,1681.71,0.00,0.00,0.00,0.00,0.00,0.00,41792.68,30915.62,10877.06,-5246.73,6394.09,,7583.10,7724.13,6763.62,6589.39
Lebanon,2005,65795.25,33273.11,4383.32,2.63,79.57,62.54,3035.03,1203.55,0.00,0.00,0.00,0.00,0.00,0.00,37490.65,28256.96,9233.69,-9351.83,6394.39,-452.40,7424.27,7359.26,4383.32,4238.58
Lebanon,2010,78907.48,33278.77,5503.19,3.44,73.36,67.86,3965.75,1392.77,0.00,0.00,0.00,0.00,0.00,0.00,49109.81,36769.23,12340.58,-8984.29,8175.10,-1116.91,9848.94,9717.08,5503.19,5358.52
Lebanon,2014,65148.33,31015.22,4130.82,3.29,56.83,63.39,2711.25,1296.07,0.00,0.00,0.00,0.00,0.00,0.00,42153.19,31130.57,11022.61,-12150.89,6585.80,449.51,8148.64,8041.92,4130.82,4007.32
Liberia,1995,8383.84,3462.52,7974.27,3429.38,499.87,145.62,2044.41,1855.00,419.98,0.00,,,0.00,419.98,1184.44,836.82,347.62,-4657.37,,,140.53,,8394.25,3899.41
Liberia,2000,7100.68,2290.81,5731.09,2429.40,348.22,67.88,2020.91,864.68,1.96,0.00,,,0.00,1.96,3933.18,2798.01,1135.17,-4856.36,361.28,,476.59,385.25,5733.05,2885.59
Liberia,2005,6944.26,1461.90,6903.28,3797.81,298.01,48.66,2239.15,519.66,1.65,0.00,,,0.00,1.65,2879.17,2052.13,827.04,-4301.74,215.55,-102.94,339.74,243.62,6904.93,2758.80
Liberia,2010,8085.33,914.20,5292.54,2135.74,237.94,64.84,2257.90,596.12,37.84,0.00,,,0.00,37.84,3136.52,2239.08,897.44,-1295.78,227.04,-205.78,397.61,342.43,5330.38,2854.02
Liberia,2014,10226.71,1219.31,4609.97,1807.14,208.27,85.82,1798.76,709.98,2426.78,0.00,,,0.00,2426.78,3635.55,2235.00,1400.56,-1664.90,246.06,-150.29,457.86,382.12,7036.75,2508.74
Lithuania,1995,81929.50,30462.41,6706.79,1135.89,2406.92,229.57,1569.15,1365.25,22.91,22.91,22.91,0.00,0.00,0.00,45174.59,22763.33,22411.26,-437.21,,,5900.92,,6729.70,2934.40
Lithuania,2000,105430.61,37256.14,9485.81,1544.56,2543.25,686.60,2758.36,1953.04,48.78,48.78,48.78,0.00,0.00,0.00,61346.37,31217.43,30128.95,-2706.50,,,7687.21,,9534.59,4711.40
Lithuania,2005,141001.70,46849.13,8709.70,1311.14,2812.68,915.12,2112.58,1558.17,163.59,163.59,163.59,0.00,0.00,0.00,90000.20,45709.66,44290.53,-4720.92,10065.29,2242.67,11683.29,11527.08,8873.29,3670.75
Lithuania,2010,145168.76,54293.61,10226.76,1348.54,3086.94,1111.59,2501.24,2178.45,191.11,191.11,191.11,0.00,0.00,0.00,88070.56,40543.04,47527.53,-7613.29,11120.57,2600.77,13287.52,13040.01,10417.87,4679.69
Lithuania,2014,169045.98,63254.15,12583.38,1629.17,3272.56,1585.34,3593.45,2502.86,174.31,174.31,174.31,0.00,0.00,0.00,100081.42,48193.84,51887.59,-7047.28,14092.37,3837.92,16555.65,16340.82,12757.69,6096.31
Luxembourg,1995,1121945.49,265989.58,29446.94,419.06,2087.90,719.71,1426.76,24793.50,0.00,0.00,0.00,0.00,0.00,0.00,727729.85,498992.36,228737.49,98779.12,57078.57,,78641.13,67687.90,29446.94,26220.26
Luxembourg,2000,1280147.30,302286.45,15791.32,414.11,1965.67,1073.75,1040.27,11297.52,0.00,0.00,0.00,0.00,0.00,0.00,887446.80,609787.29,277659.51,74622.74,68548.77,16337.49,100533.22,80390.06,15791.32,12337.79
Luxembourg,2005,1300146.20,359118.95,8915.94,405.15,1843.72,1066.40,1108.66,4492.01,0.00,0.00,0.00,0.00,0.00,0.00,911264.56,635092.43,276172.14,20846.75,78830.17,22487.89,111669.41,93475.81,8915.94,5600.67
Luxembourg,2010,1173624.90,357039.87,8159.70,414.57,1691.72,1291.30,955.76,3806.35,2158.01,0.00,0.00,0.00,0.00,2158.01,830483.29,539121.04,291362.25,-24215.98,70315.82,14978.88,115858.78,85284.29,10317.71,4762.11
Luxembourg,2014,1288606.99,359385.77,6949.81,328.81,1541.60,1152.07,824.60,3102.72,1988.65,0.00,0.00,0.00,0.00,1988.65,881628.92,577501.10,304127.81,38653.84,62290.62,8820.18,117507.81,77660.04,8938.46,3927.32
Macedonia,1995,46499.25,11919.27,10417.64,263.16,853.84,1251.43,4475.89,3573.31,324.27,107.79,,,107.79,216.49,24666.04,13658.91,11007.14,-827.97,2694.41,,3439.58,3408.99,10741.91,8049.20
Macedonia,2000,41716.70,12929.18,7259.50,217.02,849.41,838.14,3078.95,2275.99,192.03,49.81,,,49.81,142.22,22566.85,12530.72,10036.13,-1230.87,3099.92,102.18,3865.58,3793.84,7451.53,5354.93
Macedonia,2005,41568.17,14266.66,7062.59,175.86,851.43,746.09,2965.64,2323.57,1052.35,452.33,,,452.33,600.02,21095.28,11879.42,9215.86,-1908.71,3254.38,-121.54,4197.09,4123.88,8114.94,5289.21
Macedonia,2010,52878.91,17480.83,8457.34,184.52,863.25,1007.62,3608.28,2793.66,4856.68,1026.86,,,1026.86,3829.82,25033.88,14106.46,10927.42,-2949.82,3839.86,87.61,5055.13,4984.68,13314.02,6401.95
Macedonia,2014,52209.94,18968.53,8310.36,177.07,857.77,796.00,3840.65,2638.87,3105.98,758.78,,,758.78,2347.20,24770.28,13929.49,10840.79,-2945.21,4106.80,427.43,5453.28,5350.86,11416.34,6479.51
Madagascar,1995,11607.23,1417.32,6370.12,821.81,129.76,125.88,2661.75,2630.92,0.10,0.00,,,0.00,0.10,4382.73,3704.64,678.09,-563.03,403.60,-33.48,462.41,439.26,6370.22,5292.67
Madagascar,2000,9792.57,1399.97,4720.03,629.81,108.09,89.41,2039.83,1852.89,0.02,0.00,,,0.00,0.02,4082.98,3422.55,660.43,-410.43,433.01,0.40,476.88,468.20,4720.05,3892.72
Madagascar,2005,8756.99,1468.07,3619.43,596.22,91.72,77.41,1530.15,1323.93,0.19,0.00,,,0.00,0.19,3909.37,3278.10,631.26,-240.06,417.95,-1.59,459.39,452.15,3619.62,2854.08
Madagascar,2010,9361.44,1181.39,4628.23,797.55,77.82,113.19,2000.61,1639.05,40.04,0.00,,,0.00,40.04,3824.58,3204.47,620.11,-312.79,415.14,-4.89,458.53,453.65,4668.27,3639.67
Madagascar,2014,9237.24,919.01,4826.70,782.22,69.24,132.58,2132.71,1709.95,137.62,0.00,,,0.00,137.62,3784.29,3169.23,615.06,-430.38,391.25,,452.81,440.12,4964.32,3842.66
Malawi,1995,5528.31,1302.65,2364.04,392.43,67.43,239.76,1368.91,295.52,0.00,0.00,,,,0.00,2295.63,1359.66,935.97,-434.01,199.12,-42.66,269.39,260.25,2364.04,1664.43
Malawi,2000,6216.70,1273.94,3050.32,403.92,56.57,194.88,2167.47,227.48,1.66,1.66,,,1.66,0.00,2337.34,1395.04,942.30,-446.55,226.03,-26.31,286.35,280.38,3051.98,2394.95
Malawi,2005,5495.78,711.82,2685.03,285.37,47.37,169.21,1985.55,197.53,1.78,1.78,,,1.78,0.00,2349.54,1354.81,994.73,-252.39,231.53,-36.18,279.62,276.57,2686.81,2183.07
Malawi,2010,8135.17,845.69,4274.01,326.35,38.90,279.91,3302.11,326.74,2.88,2.88,,,2.88,0.00,3204.93,1841.77,1363.15,-192.34,258.62,-11.13,345.12,339.74,4276.89,3628.85
Malawi,2014,10442.48,939.05,5637.89,390.28,33.65,431.22,4279.36,503.37,4.03,2.31,,,2.31,1.73,4003.47,3287.18,716.29,-141.97,255.78,-35.54,362.69,353.07,5641.92,4782.73
Malaysia,1995,129605.82,22154.86,25713.56,17202.93,3697.89,2145.86,2499.10,167.78,3718.35,3612.24,3111.96,499.68,0.59,106.11,81112.91,49640.18,31472.72,-3093.85,5032.03,1044.30,6674.11,6362.80,29431.91,2666.87
Malaysia,2000,131249.31,23830.55,17415.54,10141.08,3213.90,1849.53,2080.15,130.88,3713.22,3697.32,3279.91,417.17,0.23,15.90,88778.30,54479.14,34299.16,-2488.30,5073.88,1025.98,7463.20,6857.84,21128.76,2211.03
Malaysia,2005,141325.14,22225.40,16706.75,7292.31,2823.21,2680.42,3783.72,127.10,6544.26,6493.41,5294.30,1190.59,8.52,50.85,96977.61,59702.15,37275.46,-1128.88,6298.27,1442.77,8541.24,8165.04,23251.01,3910.81
Malaysia,2010,214414.59,24638.12,22467.13,9382.49,2742.94,3520.63,6654.73,166.35,7497.62,7314.89,5879.76,1379.51,55.62,182.73,159716.21,79822.64,79893.57,95.51,7450.94,1518.10,9753.84,9443.53,29964.75,6821.08
Malaysia,2014,239202.86,29988.82,20763.12,6338.85,2586.05,3453.01,8222.51,162.70,7894.19,7064.10,5428.83,1554.80,80.48,830.08,180729.23,89700.98,91028.25,-172.50,8705.34,1494.27,11305.90,10925.69,28657.31,8385.21
Maldives,1995,17326.56,6825.70,551.10,1.54,2.80,0.00,546.76,0.00,0.00,0.00,,,0.00,0.00,10827.54,3518.65,7308.90,-877.78,2204.11,969.57,2466.07,2342.68,551.10,546.76
Maldives,2000,24186.01,7979.77,446.80,1.13,2.49,0.00,443.18,0.00,0.00,0.00,,,0.00,0.00,16572.53,11289.72,5282.82,-813.09,2823.86,976.39,3164.88,3012.81,446.80,443.18
Maldives,2005,35101.06,11250.52,497.80,1.11,2.22,0.00,494.47,0.00,0.00,0.00,,,0.00,0.00,25141.15,17351.80,7789.35,-1788.41,4718.85,440.44,5162.54,5020.08,497.80,494.47
Maldives,2010,48973.70,18893.98,445.91,1.88,1.94,0.00,442.09,0.00,0.00,0.00,,,0.00,0.00,34315.85,23835.00,10480.86,-4682.04,5105.71,,6818.13,5904.75,445.91,442.09
Maldives,2014,44991.05,16861.78,400.84,2.22,1.78,0.00,396.85,0.00,0.00,0.00,,,0.00,0.00,33905.47,23674.89,10230.58,-6177.05,5918.27,,7716.20,6791.81,400.84,396.85
Mali,1995,11680.46,1765.36,7308.82,284.45,47.15,641.75,1929.65,4405.82,35.05,0.00,,,0.00,35.05,3122.64,2609.94,512.70,-551.41,524.97,4.03,577.65,567.55,7343.87,6335.47
Mali,2000,11517.07,1783.55,6821.06,226.56,38.57,543.96,2044.12,3967.86,20.14,0.00,,,0.00,20.14,3435.03,2883.33,551.70,-542.72,581.21,2.23,642.89,636.34,6841.20,6011.98
Mali,2005,12922.64,1399.95,7404.07,136.23,30.86,857.40,1912.36,4467.22,411.13,0.00,,,0.00,411.13,4103.91,3463.99,639.92,-396.42,679.45,34.81,774.33,748.71,7815.20,6379.58
Mali,2010,16972.48,1722.53,10320.32,88.71,24.33,1634.28,2017.31,6555.69,780.83,0.00,,,0.00,780.83,4344.08,3680.75,663.33,-195.28,646.72,-30.28,823.56,791.24,11101.15,8573.00
Mali,2014,17165.31,1998.56,10084.68,56.51,20.26,1741.67,2365.95,5900.28,956.21,0.00,,,0.00,956.21,4333.71,3672.12,661.59,-207.85,632.38,18.36,819.62,797.13,11040.89,8266.23
Malta,1995,192000.46,44250.08,2004.22,0.00,1.02,36.11,1555.99,411.10,0.00,0.00,0.00,0.00,0.00,0.00,140669.84,91602.31,49067.53,5076.32,14014.42,2399.19,15992.42,16172.34,2004.22,1967.09
Malta,2000,222024.98,48809.27,2145.09,0.00,0.99,77.88,1399.28,666.94,0.00,0.00,0.00,0.00,0.00,0.00,170066.70,111244.11,58822.59,1003.93,,,19866.35,19444.26,2145.09,2066.22
Malta,2005,239680.60,57300.91,1867.36,0.00,0.96,88.21,1221.48,556.71,0.00,0.00,0.00,0.00,0.00,0.00,173608.49,115756.35,57852.14,6903.84,,,21253.73,20576.00,1867.36,1778.19
Malta,2010,242777.80,68107.03,1762.63,0.00,0.93,120.47,1153.57,487.66,0.00,0.00,0.00,0.00,0.00,0.00,170422.41,109687.32,60735.10,2485.73,,,22884.42,21684.53,1762.63,1641.23
Malta,2014,303804.22,75153.48,1654.78,0.00,0.90,132.87,1036.10,484.91,0.00,0.00,0.00,0.00,0.00,0.00,218865.27,146128.50,72736.77,8130.68,,,25125.10,24282.98,1654.78,1521.01
Mauritania,1995,17842.92,5313.09,6640.18,115.24,47.64,90.41,451.03,5935.87,1232.03,0.00,,,0.00,1232.03,6442.76,5368.28,1074.48,-1785.15,880.02,127.43,1059.14,1003.52,7872.21,6386.90
Mauritania,2000,17680.54,3777.78,7765.88,88.06,35.52,112.15,528.63,7001.53,1989.84,0.00,,,0.00,1989.84,6263.01,5229.33,1033.68,-2115.96,901.40,,1020.41,1031.28,9755.72,7530.16
Mauritania,2005,22676.75,4215.60,7807.69,60.68,25.72,137.63,453.09,7130.57,3158.58,0.00,,,0.00,3158.58,9409.79,7471.11,1938.68,-1914.92,914.66,,1100.03,1132.56,10966.27,7583.66
Mauritania,2010,31343.68,4395.92,8019.87,45.51,20.47,164.52,504.43,7284.95,11728.70,1721.61,1721.61,,0.00,10007.08,8703.11,6915.14,1787.96,-1503.92,835.34,,1237.43,1217.75,19748.57,7789.38
Mauritania,2014,29379.65,4891.28,7280.87,38.32,17.45,164.92,518.27,6541.92,10293.19,319.29,319.29,,0.00,9973.90,9368.39,7445.82,1922.57,-2454.09,839.31,-118.30,1370.99,1307.30,17574.06,7060.18
Mauritius,1995,63211.94,17602.79,3690.68,23.64,88.26,23.57,3048.99,506.22,0.00,0.00,0.00,0.00,0.00,0.00,42384.41,31468.72,10915.69,-465.94,4488.84,971.60,4919.67,4896.42,3690.68,3555.21
Mauritius,2000,74546.77,19015.48,4922.78,22.83,84.27,46.00,4403.45,366.22,0.00,0.00,0.00,0.00,0.00,0.00,51272.18,36100.83,15171.36,-663.67,5445.14,1085.66,6161.12,6121.02,4922.78,4769.67
Mauritius,2005,123565.79,21311.32,3610.34,15.84,74.24,44.76,3249.26,226.23,0.00,0.00,0.00,0.00,0.00,0.00,45926.72,32141.78,13784.94,52717.41,6194.15,647.49,6920.11,6911.19,3610.34,3475.50
Mauritius,2010,192535.42,28097.61,3051.11,18.37,73.31,54.18,2643.66,261.59,0.00,0.00,0.00,0.00,0.00,0.00,46170.42,35316.76,10853.66,115216.29,7836.51,770.44,8864.97,8970.90,3051.11,2905.25
Mauritius,2014,97018.20,32172.83,2979.52,8.68,73.00,55.80,2450.21,391.82,0.00,0.00,0.00,0.00,0.00,0.00,51520.15,37790.18,13729.97,10345.70,8276.07,-811.58,10153.94,9896.76,2979.52,2842.03
Mexico,1995,116247.05,29775.07,10844.85,292.49,2681.11,536.88,2908.76,4425.61,4224.10,4030.22,3885.83,131.37,13.02,193.88,75278.67,47190.28,28088.39,-3875.65,6611.79,548.43,8013.68,7703.89,15068.95,7334.37
Mexico,2000,120269.67,30576.15,9475.39,245.44,2428.46,668.87,2519.94,3612.68,2783.27,2643.02,2540.71,96.75,5.56,140.25,80314.76,49357.97,30956.79,-2879.90,8040.10,1048.87,9434.59,9227.35,12258.66,6132.62
Mexico,2005,122942.22,33906.70,8359.03,95.62,2249.00,758.78,1965.75,3289.89,2962.13,2767.09,2671.89,79.28,15.91,195.05,80902.47,51886.53,29015.93,-3188.11,7981.21,980.79,9586.66,9413.00,11321.16,5255.64
Mexico,2010,117554.46,37693.64,8470.36,145.93,2062.68,875.04,2215.00,3171.70,5268.90,4367.43,4147.89,144.44,75.10,901.47,69673.53,40400.70,29272.83,-3551.97,8384.42,1239.09,9757.69,9851.63,13739.26,5386.71
Mexico,2014,114445.57,39917.98,8832.43,220.25,1940.59,1008.04,2411.16,3252.39,5796.78,4420.93,4214.57,138.13,68.24,1375.85,63308.15,35814.56,27493.59,-3409.77,8701.06,1038.78,10353.48,10271.58,14629.21,5663.55
Moldova,1995,31321.07,13621.91,8676.08,88.07,131.98,130.93,6331.49,1993.61,3.52,3.52,,0.62,2.90,0.00,9390.87,5218.66,4172.22,-371.31,1040.73,64.58,1227.98,1207.66,8679.60,8325.10
Moldova,2000,24374.75,12022.21,5688.10,78.84,134.30,99.65,3640.22,1735.09,0.79,0.79,,0.32,0.47,0.00,7896.27,4456.77,3439.50,-1232.62,924.89,0.07,1093.93,1112.24,5688.89,5375.31
Moldova,2005,32747.76,14608.80,5991.53,69.87,152.33,149.71,3855.94,1763.69,0.66,0.66,,0.66,0.00,0.00,13025.14,7368.90,5656.24,-878.38,1562.60,196.41,1558.93,1746.12,5992.19,5619.63
Moldova,2010,31796.19,13358.74,4973.64,61.84,163.48,151.64,3004.49,1592.18,0.61,0.61,,0.61,0.00,0.00,14791.36,8384.50,6406.86,-1328.16,1849.51,226.72,1843.24,1997.06,4974.25,4596.67
Moldova,2014,35380.42,14212.80,4897.23,65.19,171.55,177.57,2982.59,1500.32,0.29,0.29,,0.29,0.00,0.00,17852.41,10174.11,7678.30,-1582.31,2327.73,369.91,2244.76,2476.62,4897.52,4482.91
Mongolia,1995,57682.31,15996.34,31978.60,592.31,146.67,3064.46,1368.01,26807.14,2657.31,335.11,0.00,0.00,335.11,2322.20,7471.06,3989.88,3481.17,-420.99,1317.67,176.53,1563.71,1534.84,34635.91,28175.15
Mongolia,2000,53499.75,12630.70,32494.47,450.94,135.84,4243.64,704.17,26959.87,2229.97,312.99,8.53,0.00,304.47,1916.98,7404.68,3978.41,3426.26,-1260.06,1453.38,55.12,1715.21,1707.37,34724.44,27664.03
Mongolia,2005,62682.65,18190.16,29945.42,297.98,124.41,4805.25,778.12,23939.66,5444.31,1592.49,42.58,0.00,1549.91,3851.82,10502.41,5841.78,4660.64,-1399.64,1826.13,458.89,2228.16,2182.43,35389.73,24717.78
Mongolia,2010,69556.65,15736.09,26027.74,268.71,133.61,4429.70,1108.29,20087.43,18280.70,6955.34,230.40,0.00,6724.95,11325.35,11282.76,5942.05,5340.70,-1770.63,1983.78,-8.07,2840.34,2603.96,44308.44,21195.73
Mongolia,2014,79003.56,16486.87,27726.91,243.29,120.83,5042.63,1127.95,21192.21,22319.66,10084.65,783.87,0.00,9300.78,12235.01,20634.68,11441.43,9193.25,-8164.55,3077.44,-155.82,4201.74,3860.15,50046.57,22320.15
Morocco,1995,21662.36,6638.79,4940.98,125.23,78.91,21.01,1891.33,2824.50,78.00,4.01,0.59,0.39,3.03,73.99,10801.74,8568.34,2233.39,-797.14,1520.01,267.37,1757.59,1702.21,5018.98,4715.83
Morocco,2000,23101.35,7728.65,4511.98,126.01,74.32,28.07,1882.13,2401.44,174.18,2.09,1.05,0.38,0.66,172.09,11469.58,9075.60,2393.98,-783.04,1773.22,381.61,2015.12,1975.52,4686.16,4283.57
Morocco,2005,27956.30,9469.38,5266.16,99.51,76.60,607.14,2173.03,2309.88,166.70,1.73,0.84,0.69,0.20,164.97,13526.53,10627.50,2899.03,-472.47,2180.71,672.52,2437.15,2426.44,5432.86,4482.91
Morocco,2010,34756.16,11634.10,7226.80,60.70,76.13,1474.16,2747.83,2867.99,1981.87,3.07,1.78,1.27,0.02,1978.80,15238.82,11945.89,3292.93,-1325.43,2583.57,656.40,2944.60,2904.04,9208.67,5615.82
Morocco,2014,40488.29,13616.46,10036.68,100.50,71.65,2799.30,3149.75,3915.48,2334.93,3.38,1.67,1.71,0.00,2331.55,16490.40,12948.31,3542.09,-1990.18,2814.49,613.51,3239.30,3160.56,12371.61,7065.23
Mozambique,1995,4422.75,621.48,2190.00,784.24,447.55,49.15,705.33,203.73,2.15,1.24,0.00,,1.24,0.91,2060.57,1476.21,584.36,-451.46,183.63,,213.47,204.25,2192.15,909.05
Mozambique,2000,5361.72,640.72,2510.07,727.40,379.84,99.67,890.08,413.09,0.45,0.31,0.00,,0.31,0.14,2772.56,1989.24,783.32,-562.09,273.50,,320.68,308.35,2510.52,1303.17
Mozambique,2005,5017.68,723.22,2507.40,785.57,319.54,106.05,896.00,400.25,20.48,20.14,0.66,18.78,0.70,0.34,2308.19,1530.44,777.75,-541.61,362.48,-17.36,424.41,404.63,2527.88,1296.25
Mozambique,2010,6965.11,832.22,3612.84,1008.03,269.90,96.83,1902.59,335.49,116.82,114.29,9.02,103.15,2.12,2.53,2979.39,1992.26,987.12,-576.16,442.27,-8.66,527.57,509.85,3729.66,2238.07
Mozambique,2014,7717.73,1211.67,3803.47,1096.35,236.08,86.27,2104.30,280.46,332.92,330.48,15.24,198.48,116.76,2.44,3486.34,2342.96,1143.38,-1116.67,507.48,-18.16,623.20,615.78,4136.39,2384.76
Namibia,1995,61998.12,9590.72,20057.75,319.20,5226.46,3110.89,556.27,10844.93,543.04,0.00,0.00,0.00,0.00,543.04,31700.60,17232.46,14468.14,106.01,3090.77,823.00,3320.83,3452.97,20600.79,11401.21
Namibia,2000,49303.24,8363.50,14295.22,348.63,4357.26,2194.03,585.05,6810.25,204.65,0.00,0.00,0.00,0.00,204.65,26963.60,14716.03,12247.57,-523.73,3109.21,654.33,3439.63,3468.86,14499.87,7395.29
Namibia,2005,52458.14,9897.84,14453.01,439.73,3891.36,3013.48,1082.15,6026.29,345.12,0.00,0.00,0.00,0.00,345.12,27432.72,14861.89,12570.83,329.46,3541.64,848.90,4097.15,4033.71,14798.13,7108.43
Namibia,2010,77755.65,11619.33,17302.93,651.30,3421.66,4630.64,1768.93,6830.41,2206.42,0.00,0.00,0.00,0.00,2206.42,45369.70,24547.30,20822.40,1257.26,3995.72,612.55,4718.36,4537.35,19509.35,8599.34
Namibia,2014,84397.69,12695.76,16968.49,677.00,2996.56,5268.11,1604.30,6422.51,1532.19,0.00,0.00,0.00,0.00,1532.19,52457.65,22281.10,30176.55,743.60,4772.22,1151.36,5349.45,5338.41,18500.68,8026.81
Nepal,1995,9525.09,1110.67,4767.98,30.96,66.12,1288.55,1646.71,1735.64,0.00,0.00,0.00,0.00,0.00,0.00,3797.51,2852.84,944.67,-151.07,401.54,67.45,417.33,417.85,4767.98,3382.35
Nepal,2000,11021.67,1408.25,5144.95,41.41,53.31,1774.42,1641.83,1633.98,0.08,0.08,0.00,0.00,0.08,0.00,4598.12,2912.35,1685.77,-129.72,455.34,76.13,475.28,477.01,5145.03,3275.81
Nepal,2005,12015.89,1682.47,5880.52,40.75,46.26,2278.04,1905.19,1610.27,0.41,0.41,0.00,0.00,0.41,0.00,4536.06,2828.85,1707.21,-83.56,493.66,130.93,522.62,524.07,5880.93,3515.46
Nepal,2010,15066.23,2025.76,7280.54,86.32,43.90,2962.55,2477.95,1709.80,0.97,0.97,0.00,0.00,0.97,0.00,5758.10,2962.93,2795.17,0.87,573.10,197.61,616.36,621.07,7281.51,4187.76
Nepal,2014,14368.36,2333.62,5543.74,128.23,41.88,896.56,2438.18,2038.90,0.78,0.78,0.00,0.00,0.78,0.00,6401.63,3318.56,3083.06,88.59,661.01,287.50,703.18,714.91,5544.52,4477.08
Netherlands,1995,595510.38,166197.11,7293.88,43.27,284.81,89.41,2628.06,4248.34,2869.81,2869.81,78.15,2791.66,0.00,0.00,414645.87,285651.82,128994.04,4503.71,33806.92,6608.87,39702.26,40314.16,10163.69,6876.39
Netherlands,2000,638690.88,196048.03,6039.32,37.71,282.35,137.84,2175.20,3406.22,2388.38,2388.38,94.60,2293.79,0.00,0.00,442057.32,305215.40,136841.92,-7842.17,40974.32,8333.99,47649.85,48585.06,8427.70,5581.42
Netherlands,2005,641786.23,220271.83,4997.68,27.83,279.35,138.32,1907.98,2644.20,3875.91,3875.91,173.11,3702.80,0.00,0.00,415996.47,287247.93,128748.55,-3355.67,41584.19,7643.68,49689.18,49886.02,8873.59,4552.17
Netherlands,2010,740882.76,247330.24,4754.53,31.91,280.40,170.78,1943.92,2327.52,4293.04,4293.04,296.31,3996.74,0.00,0.00,480668.30,312343.13,168325.17,3836.65,43411.52,7882.54,51993.21,52414.22,9047.57,4271.44
Netherlands,2014,792396.44,234414.60,5304.42,33.15,278.03,177.46,2189.49,2626.28,4223.86,4223.86,299.56,3924.30,0.00,0.00,516543.47,330498.71,186044.76,31910.10,42965.04,7255.07,52157.40,52022.03,9528.28,4815.77
Nicaragua,1995,21843.38,5990.27,8582.66,785.40,792.76,2715.52,1967.10,2321.88,9.91,0.00,0.00,0.00,0.00,9.91,10419.53,6341.49,4078.04,-3158.99,996.83,-113.88,1234.48,1124.01,8592.57,4288.98
Nicaragua,2000,22667.31,6909.01,6818.35,386.89,666.24,2435.39,1682.39,1647.44,1.78,0.00,0.00,0.00,0.00,1.78,10986.84,6702.45,4284.40,-2048.67,1253.95,17.01,1447.19,1390.01,6820.13,3329.83
Nicaragua,2005,28794.56,7835.14,8049.76,267.90,565.45,3035.79,1567.02,2613.60,47.48,0.00,0.00,0.00,0.00,47.48,14782.96,8736.93,6046.03,-1920.79,1393.22,92.52,1579.52,1542.04,8097.24,4180.63
Nicaragua,2010,32222.25,8010.21,10802.34,311.54,476.56,4628.79,2058.94,3326.51,156.34,0.00,0.00,0.00,0.00,156.34,14720.88,8178.37,6542.52,-1467.53,1426.41,97.94,1675.95,1629.77,10958.68,5385.45
Nicaragua,2014,37083.95,9075.30,13022.53,496.50,454.68,5330.04,2832.54,3908.78,482.03,0.00,0.00,0.00,0.00,482.03,16697.56,9328.84,7368.72,-2193.48,1662.62,185.35,1960.49,1908.31,13504.56,6741.32
Niger,1995,10346.44,2179.55,5921.10,71.71,57.66,997.55,1424.46,3369.71,13.28,12.75,,,12.75,0.52,2496.57,1654.48,842.09,-264.06,310.48,-87.65,379.84,369.61,5934.38,4794.17
Niger,2000,10656.69,2269.73,6228.18,53.97,39.03,976.31,1394.12,3764.77,8.75,7.93,,,7.93,0.82,2432.67,1628.05,804.61,-282.64,309.89,-49.21,364.43,361.10,6236.93,5158.88
Niger,2005,11345.25,2043.66,6992.40,40.09,30.97,1686.90,1831.88,3402.56,27.46,13.18,,,13.18,14.28,2445.63,1004.75,1440.88,-163.90,329.84,0.81,368.58,367.55,7019.86,5234.44
Niger,2010,12244.12,2224.26,9138.41,34.54,24.38,2410.06,2966.84,3702.59,54.74,16.94,,,16.94,37.80,994.47,687.09,307.38,-167.76,343.62,30.36,392.58,389.55,9193.15,6669.43
Niger,2014,11622.74,2369.37,8255.02,29.83,19.92,2421.01,2660.44,3123.81,234.87,201.75,183.55,3.57,14.64,33.12,1041.38,719.68,321.70,-277.90,358.89,,431.38,423.45,8489.89,5784.25
Nigeria,1995,48162.21,4320.22,26233.76,1500.56,112.47,950.97,19989.25,3680.52,9567.76,9564.75,9505.56,57.86,1.33,3.01,10047.09,7046.02,3001.07,-2006.62,997.66,-213.07,1496.38,1379.98,35801.52,23669.77
