Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"
Botswana,1966,374.6555645309,112.8613177376,9.4822863817,7.1243145686,289.8174880225,434.7606086871,30.2234118683,29.3612239715,228.6594557823,38.6545842773,1555.6002558279
Botswana,1967,405.7043682213,131.6715373606,11.0626674453,7.1243145686,193.2116586816,226.4378170245,24.1787294947,33.2186537095,252.7288721804,42.7234878854,1328.0621065720
Botswana,1968,461.9982757736,96.5591273977,16.3028783405,7.1243145686,173.3950783040,344.1854818773,35.8512195955,32.4015103562,261.9190129870,44.2770692631,1474.0139684635
Botswana,1969,462.9785993942,260.8790459518,46.4933937859,13.0612433758,386.1141545796,351.7150130474,36.6575176835,35.5166125578,267.6488519145,45.2456910984,1906.3101233888
Botswana,1970,474.3212327776,481.1863181987,90.2696411817,18.6857022457,614.8922845476,381.2343602713,39.7544459016,40.8739020284,290.1125486594,49.0431498828,2480.3735856949
Botswana,1971,492.7259787510,405.2590905681,146.0282192995,18.6041747120,705.9666583327,474.0373832005,46.1694034759,53.6194872649,349.7351517765,56.8421455783,2748.9876929593
Botswana,1972,622.1709487743,500.7683807140,185.6800650653,22.9887068837,919.1264909378,599.7106961817,58.9565556194,76.7323561812,441.6987938376,71.7889151649,3499.6219093598
Botswana,1973,816.0774026426,612.4414818351,218.4954042624,28.1152689578,1085.1408363897,695.0733390837,68.1445030144,112.2516433714,515.8861832460,83.8465260953,4235.4725888985
Botswana,1974,895.9366368908,628.4179243149,345.3813305290,28.8486973598,1028.3047784918,770.8958914265,73.8880965872,133.2345184259,566.3323525204,92.0454974690,4563.2857240152
Botswana,1975,796.0855426071,631.9817310691,486.3127929862,59.0391945967,860.8225641315,842.1337955848,67.1709968975,172.1124222463,555.3177848863,92.7731298600,4563.7499548654
Botswana,1976,806.0763480477,1039.3868105510,623.2629473329,88.9232313679,869.7430052105,937.6198322495,78.2889550047,161.4706551986,709.6310445806,136.7551642899,5451.1579938333
Botswana,1977,840.1359120498,1094.0913795273,686.8469475653,74.3456524551,749.3170506429,1035.7582588216,76.8992102413,155.8822148099,776.8150488012,103.5193565374,5593.6110314517
Botswana,1978,836.5028918895,2035.5858034890,643.5259803740,81.6344419115,1021.3905035549,1160.4205844672,81.9949410404,141.1841561504,795.1856749553,102.1814446982,6899.6064225304
Botswana,1979,780.6452069262,2008.2335190008,865.7206185487,104.5941286991,938.4304015195,1570.2148251533,79.6786997681,189.2866664466,898.0611814182,115.5349961355,7550.4002436160
Botswana,1980,796.5396701272,2846.7969776517,561.7751229324,100.5852944981,1047.2597826843,1879.2182493600,127.3932699780,286.9631739094,923.7800580339,108.9935410114,8679.3051401862
Botswana,1981,718.8838642026,3817.0832800219,702.9176289427,102.4074918622,1038.3393416052,682.9904011435,131.0992560137,234.4095126292,1048.7003158816,110.1794556406,8587.0105479433
Botswana,1982,732.9618173234,4523.9238949534,877.5989482625,106.4163260632,746.6409183192,686.3058885277,142.6804623753,254.1124346559,1136.8793214212,118.5927148271,9326.1127267291
Botswana,1983,641.6821857980,6619.9726431005,806.3289699800,105.3230076447,609.2661257013,494.6707177214,159.8206477906,271.8445467125,1249.7274535106,223.6532345130,11182.2895324727
Botswana,1984,555.8520845129,7670.1564080546,837.7716074576,130.4693312693,937.5383574116,401.1739734872,184.8360535317,306.4108841823,1381.9959618200,126.0564937532,12532.2611554804
Botswana,1985,542.6823864321,7915.6071714881,667.2826398015,157.4378522579,964.2996806488,748.6370513505,235.7933615229,404.2163589229,1583.5479744819,204.8852765386,13424.3897534452
Botswana,1986,601.2648365156,8161.7777318817,867.8167943806,210.2815758166,856.3623435919,1092.1215443528,308.0600892195,532.3130683384,1709.5179823957,264.8932105791,14604.4091770719
Botswana,1987,557.6685945930,8821.8315443992,1022.9338059365,232.8768231314,993.7371362098,1049.0202083583,304.3541031838,746.9883853645,2058.5598793232,333.8217101668,16121.7921906666
Botswana,1988,922.7871206947,9069.4416987133,1328.2767521075,266.4052546308,1173.9300460073,2612.6040587433,478.9986951172,869.8864866966,2577.1364119013,769.7535905024,20069.2201151142
Botswana,1989,899.5931897588,9679.8213300932,1523.4759494976,284.3345105344,1627.3926606868,2236.5017041892,569.5290509458,1098.6831578266,3033.2154143545,905.9778307365,21858.5247986234
Botswana,1990,931.8763947475,9360.3659291734,1596.5020693908,290.5474754176,2036.3628409448,2630.4061139290,613.5605599423,1420.7305899542,3095.8635812603,1053.7109544126,23029.9265091724
Botswana,1991,957.4138554102,10225.7996516653,1702.2640361328,315.0338664276,2185.2897179066,2373.0552328990,704.0926345146,1670.6423252957,3339.4953414494,1127.2808633919,24600.3675250929
Botswana,1992,976.2055717469,10178.0426826389,1811.1736804564,332.9418240320,2284.8315164977,2218.9948415341,803.6779165441,1791.2866270268,3900.4284655039,1188.3913523021,25485.9744782826
Botswana,1993,971.0383598443,9742.7497919375,1747.8508223991,390.5448607766,1930.4683922968,2255.7592531098,985.6094009486,2051.1222758318,4077.3551175473,1227.4123545855,25379.9106292774
Botswana,1994,928.5082311078,10232.3573035820,1506.1044416389,447.9614799265,2055.8272426065,2776.5550820325,1196.6852493597,2335.6596877263,4289.2147307187,1265.0878050661,27033.9612537649
Botswana,1995,1116.3647532541,10857.4108040270,1825.3539921191,464.2816845972,2169.4629525095,3429.1658828211,1356.0782984280,2572.7859764966,4322.6109964346,1446.1790029687,29559.6943436559
Botswana,1996,1079.4364359959,10209.0290960155,2190.3479092544,459.2167934925,2411.4704217286,4399.6770218693,1331.2390136106,2857.7212744651,4378.1514167761,1628.5454909974,30944.8348742054
Botswana,1997,1006.1880325873,10635.3476373447,2548.8069168675,487.0736945684,2679.8841002986,4541.6181303475,1558.5505499473,3046.8066674333,4934.3657721899,1719.1891891892,33157.8306907736
Botswana,1998,953.1850360521,10054.3684221875,2738.7036994529,554.7931645237,2751.8830531354,4706.8347955068,1584.3064135403,3296.9556883013,5084.9640270220,1719.5815861511,33445.5758858728
Botswana,1999,1035.9913568686,10769.2622334515,2807.2241478251,601.4089215429,3037.5052726306,5614.3825696869,1760.8394857114,3510.0840717188,5595.4498029649,1824.4496742106,36556.5975366112
Botswana,2000,922.9472609795,12372.4977504050,2752.5423313822,643.0535817371,2493.4582402749,5036.6713166796,1682.0137110140,3848.3875801575,5749.9187840120,1736.1603577900,37237.6509144318
Botswana,2001,991.8511564753,12689.9216434373,2664.8015608860,698.1108239307,2142.8589438377,4929.8424796049,1602.7296469288,4081.5313567282,5967.9396884969,1809.1461926977,37578.7334930236
Botswana,2002,789.5708680588,14157.9069798814,2679.0245992578,761.1405799003,2941.8693009367,5319.3599153447,1635.1765355834,4208.0220591444,6422.8850440983,1923.6280063230,40838.5838885287
Botswana,2003,949.9701001966,15096.6447370312,2465.7751252917,812.1646680661,2455.6785699677,5608.8123509940,1581.1900457034,4308.3225965257,6738.0341715144,2003.7750857848,42020.3674510756
Botswana,2004,949.1011986141,14873.9582976277,2436.1758292207,831.7676725269,2449.6456906778,5278.6774252483,1592.4639646427,4353.5376196903,7274.8948958529,2139.9368315534,42180.1594256546
Botswana,2005,927.9000000000,16105.1000000000,2512.0000000000,714.9000000000,2417.8000000000,5498.9000000000,1825.0000000000,4471.8265865189,7195.5000000000,2544.4000000000,44213.3265865189
Botswana,2006,1051.9791459875,16934.3198361317,3001.2532996672,736.3788900551,2806.7723647073,6994.9015918094,2062.7605343780,4241.7079211035,7037.9704447364,2883.0385780931,47751.0826066690
Botswana,2007,1186.2244404907,16128.2501296461,3945.3555223995,699.9867095251,3499.6633861005,8122.1745997866,2395.3869720255,4851.7738177942,7431.9743666729,3130.4448625516,51391.2348069926
Botswana,2008,1204.9927146737,14834.6921161895,3745.1758674777,746.1334951456,3499.6633861005,9571.8240146157,2641.7633468937,5456.5503307327,7450.3378119722,3608.5805605891,52759.7136443904
Botswana,2009,1291.7090926117,7983.2331695019,3866.5522016910,698.4860010496,3948.4700454043,9898.6764900602,3026.3598011150,5586.5421236263,7729.3001501220,4014.6133168832,48043.9423920652
Botswana,2010,1493.1204794456,9799.1827623191,4240.1952637821,680.4774993440,4168.4228903342,10855.6599551399,3158.9887499372,6179.1048093257,7928.8675924188,4290.1740833558,52794.1940854026
Brazil,1950,15186.4653054723,881.7164873396,21013.8910721785,4302.3828769790,6661.2145111684,24078.1709750846,4846.5984141503,14367.8531859767,19134.0446023356,3922.2478276375,114394.5852583220
Brazil,1951,15291.1995489583,1076.6414132597,22188.5806352196,4886.1870431767,6992.0902085367,26416.2940202842,5368.8802523875,16207.9847023234,20076.9996654515,4115.5422159768,122620.3997055740
Brazil,1952,16682.6687838440,1041.1177118070,23381.9160643406,5334.6163302561,6605.0280719927,27383.0179716648,5753.9524551556,17988.6781099310,25034.8831980932,5131.8484031804,134337.7271002650
Brazil,1953,16712.5928534114,1123.0954843902,25563.4823957025,5694.2058529142,6380.2823152897,26820.9691627226,6342.6260524907,20456.3291026362,25261.2585402476,5178.2526116188,139533.0943714240
Brazil,1954,18029.2519143785,1099.4130167550,27987.4449861047,5520.7567890438,7173.1354014363,29811.0688262952,6873.7601252743,22737.3458146923,29494.8748382447,6046.0927715525,154773.1444837770
Brazil,1955,19420.7211492641,1177.7473327790,31045.3670232274,5838.0416619774,8203.2201196582,31002.6123012527,7139.3271616661,26065.1808009598,30704.8799778510,6294.1291971430,166891.2267257790
Brazil,1956,18956.8980709689,1308.0009047723,32760.7867025889,6624.9081468526,9277.0054016835,31497.2152531219,7502.2687780682,26816.9140194228,31850.7462730233,6529.0179350136,173123.7614855160
Brazil,1957,20722.4181754474,1352.6332476232,34588.0815784305,6887.1969751443,10300.8471822192,34532.2788214099,8086.5162581302,26323.2089273464,34641.5204695874,7101.0929070017,184535.7945423400
Brazil,1958,21141.3551493915,1596.7448370932,40368.3000632356,7788.2860142756,11468.2765295374,36937.8477236826,8582.2413927282,27277.6912156253,35225.5859222470,7220.8192638961,197607.1481117120
Brazil,1959,22263.5077581703,1999.3467868909,45551.8508334801,7834.8211289725,12273.6154910563,40400.0683867666,9405.4992055427,29323.7867208678,31659.8574455337,6489.8880330769,207202.2417903580
Brazil,1960,23355.7362973816,2347.2968882997,50381.1301482044,7521.7667210114,13397.3442745712,42783.1553366816,11034.3103620791,31487.7718482021,38515.0877003347,7895.1273608647,228718.7269376300
Brazil,1961,25121.2564018601,2484.8373734115,55974.8899722093,8249.4066962724,14302.5702390692,45773.2550002542,11401.6780957544,34401.9303978692,46264.3606989866,9483.6346428547,253457.8195185420
Brazil,1962,26497.7636019620,2522.1828031439,60561.7730278934,8300.1722759417,15913.2481621071,48448.6073308192,12357.7194267648,37881.8731038548,45657.8039840759,9359.2978491009,267500.4415656640
Brazil,1963,26767.0802280690,2985.8126503090,60263.4391706131,8410.1643652254,16331.5249870821,48471.0892831769,13322.6129923217,41607.3833896823,47736.3087599842,9785.3662006425,275680.7820271060
Brazil,1964,27126.1690628782,3342.8713931159,63451.8822702959,8600.5352889855,17511.4402097726,49010.6561397614,13535.0666214351,43840.0494528725,48762.4880907349,9995.7205577298,285176.8790875820
Brazil,1965,30866.6777588073,4057.8997428696,60468.5436974933,6540.2988474036,18173.1916045091,49820.0064246382,13778.5030714609,48255.1396768528,53408.1924389461,10948.0337861307,296316.4870491120
Brazil,1966,26358.0619063972,4622.2907282335,67524.8405309123,6700.5078969798,19835.7233285810,53524.3771603093,14692.8173184869,55915.0081645048,56860.8053411948,11655.7776916646,317690.2100672640
Brazil,1967,28785.7781346180,4722.3093838676,68994.9023712079,7115.1666135299,20953.6325913189,55792.3592433732,15841.0259077753,65673.6941630758,59502.1054662805,12197.2122860259,339578.1861610730
Brazil,1968,30078.4582041902,5458.1609217471,78795.3146398454,7840.8193674925,23504.7588575670,62747.5042981027,17244.3919613500,66986.2430647294,66609.7278509516,13654.1889492109,372919.5681151870
Brazil,1969,31213.4943628388,6108.2821833688,87615.6856816191,9141.3398875814,25826.5704032535,68568.6583113002,19243.1254315928,73021.7517564033,74939.5963353365,15361.7112868246,411040.2156401190
Brazil,1970,31528.7821846857,7144.1896881507,98004.1226863748,9424.0617397747,28664.3400702037,75599.4027687984,21263.1220238595,79379.4064473684,81259.4982716115,16657.2147810211,448924.1406618480
Brazil,1971,34766.2241896836,7401.9330275079,109633.2978954450,10603.0001981347,32218.8278889188,83464.2734117063,24297.7684347558,89553.8763540530,88851.6559530228,18213.5153223798,499004.3726756070
Brazil,1972,36112.2394900614,7578.5085749129,124938.4946914770,12501.7116100198,36056.5782330328,94761.6935301205,26281.9603188034,96825.6511140021,100893.6782987660,20681.9843244948,556632.5001856900
Brazil,1973,36137.2583618156,8318.9866769337,145699.9247863960,15112.7500483245,41301.5037033219,108775.1600781830,31341.9929089178,104551.0565569290,118128.9822879120,24215.0132807380,633582.6286894710
Brazil,1974,36607.6131507952,10252.7737202880,156982.3055061300,16490.2465628293,46317.9916531280,118489.6083510970,36347.0997721382,109180.0346334950,127149.3387962480,26064.0773157941,683881.0894619430
Brazil,1975,39039.4474853068,10561.7809282467,162970.2903553330,17825.5494904034,51133.4545849091,121822.1806574140,40645.0379015977,127931.7055817980,133312.1587069900,27327.3808937567,732568.9865857550
Brazil,1976,39990.1646119676,10852.2761836548,182714.4566148670,19637.3917527251,58443.4552403643,134769.2240674550,46405.3735096113,140843.8823777280,147578.1438587020,30251.7353851004,811486.1036021750
Brazil,1977,44833.8181835873,10476.3411472443,186875.9904869000,20667.4116689765,65927.0684113866,139401.4995732350,50421.8172887388,156937.6433374230,151835.0594123370,31124.3516107699,858501.0011205980
Brazil,1978,43632.9123393841,11262.3871324664,198297.0890023680,21948.1111311107,73428.9565840475,145733.3869552370,55598.5670485031,197707.0646978530,158015.6705852940,32391.3021824041,938015.4476586680
Brazil,1979,45689.4635975822,12619.4556540545,211891.4329843420,22762.1991613046,82694.3824148369,153864.8633826500,62587.8657957711,232311.7921431500,167135.7259524430,34260.8032782345,1025817.9843643700
Brazil,1980,50037.7435084680,14239.9635004000,231196.3262240500,24819.7570181056,91375.0081931900,166628.6153158440,68657.1586175637,227499.7986972450,182420.4581251650,37393.9885930195,1094268.8177930500
Brazil,1981,54025.7516660929,13922.4123143411,207198.1475619940,25663.6287567212,85837.6826966827,156414.2811969830,67469.3897734799,241507.0354500110,174374.9507629640,35744.7568477468,1062158.0370270200
Brazil,1982,53905.6610816726,14887.8818396682,206828.2334400350,27279.3949385998,83736.0575082393,157064.1327967150,68691.4871968725,251955.1831931620,163679.4491234640,33552.3083120149,1061579.7894304400
Brazil,1983,53660.4761384811,17187.6359449828,194736.6655785170,29408.9300907533,71647.1439242802,151048.8397838130,67174.1639914244,265971.7982246490,152585.8860255860,31278.2619895713,1034699.8016920600
Brazil,1984,55071.5405054199,22427.9425131300,206735.7549095460,32995.3849798695,70815.6313497222,156697.5498430200,70078.3618009473,287148.9291081200,157849.4731042660,32357.2337079926,1092177.8018220300
Brazil,1985,60345.5186712124,25029.5838446531,223983.0008458600,36360.9440315247,75028.0192274283,168094.9471306240,74046.7455690425,314962.6759191920,162994.2588666010,33411.8525927796,1174257.5466989200
Brazil,1986,55506.8688739436,26379.5323844910,249298.9985673930,39379.0264849263,88414.4579277306,180675.4075869700,81647.0930280068,314487.5166072510,192090.8057449410,39376.2929480296,1267256.0001536800
Brazil,1987,63813.1342963493,25758.6699758736,251657.2010948780,40679.5817526750,89063.2204859023,184074.6313394130,85931.2997257428,294103.5190742280,213457.8861530560,43756.2861201712,1292295.4300182900
Brazil,1988,64353.5419262407,25855.5017276763,243079.8173919660,43034.9766936932,86294.5577376486,179109.0986030010,89522.0691214414,295841.9464916720,221335.8713782990,45371.1778525810,1293798.5589242200
Brazil,1989,66184.9233386507,26879.3551033551,250085.0660765550,43732.4118659020,88962.7079768897,183957.9913086920,91595.5153116918,295948.1246262170,230171.0665176030,47182.2860454435,1324699.4481710000
Brazil,1990,63723.0663580340,27614.1372199757,226433.6819038350,44526.6440904814,80291.2196993560,171127.5879293720,88759.9746607864,284298.9682426010,231192.1570134560,47391.5972528970,1265359.0343707900
Brazil,1991,65484.3949295321,27867.6085702828,221093.0467680590,46427.8374780683,77513.4194502830,169694.5818376560,90977.6008841337,272191.9413006810,245654.0267991100,50356.1057261046,1267260.5637439100
Brazil,1992,66115.8628444961,27290.3288746969,219849.7937139220,49675.7309966167,75992.2809720189,167891.1920342200,99560.4737901873,251150.3842103130,249686.4694260290,51577.5966892736,1258790.1135517700
Brazil,1993,69472.0448009832,26586.5531554095,211832.9253373700,49637.9339703964,71694.1615348845,162421.7369807810,103661.2112273440,231358.8692019650,254549.4517730540,53648.1134924458,1234863.0014746300
Brazil,1994,69295.7798508722,26973.4362277407,229397.4114166600,52081.5419850028,74946.4935824586,175142.9887208370,111411.2815761010,225244.6728344920,260180.2792769440,55737.1011217303,1280410.9865928400
Brazil,1995,72954.8471017785,28667.6268268790,245064.2906901060,54260.0045742225,80061.5785943131,191157.4816387690,121229.5404137670,209598.9963917520,261322.0853595050,58797.6228691008,1323114.0744601900
Brazil,1996,75110.5389596264,29363.3616841786,244276.4340187410,55951.9421739363,82650.1961307786,194229.3520162980,125000.1779989100,202346.9677027540,266793.3763722550,60028.6665642105,1335751.0136216900
Brazil,1997,75720.8654128284,30828.9117744773,257098.3273324030,59256.6609799697,89676.4289992317,207050.2061513840,132624.2033887490,199679.1047920060,270731.4447753410,60914.7342705768,1383580.8878769700
Brazil,1998,78302.8268468361,31942.8255046029,257446.9630347120,59992.7998674037,90683.2313780442,206508.6833345330,125855.3711899820,202420.9895010440,275953.3108860740,62089.6572160654,1391196.6587593000
Brazil,1999,83413.0410137147,30552.4450570212,258996.3565957260,60318.3084468399,88016.6583670269,204075.7198629480,124127.9705273760,207784.7553475810,281978.5932033890,63445.3492804618,1402709.1977020900
Brazil,2000,85684.5535092266,33330.1817604032,290160.6234395300,62826.2338288809,89771.4552555422,213784.7803065630,134154.0553928160,207413.4119881190,289111.6146042390,65050.2832900287,1471287.1933753500
Brazil,2001,90878.8268566000,34069.6689225633,291336.0242284510,58919.4805109650,87900.0220725658,214016.5895263520,136954.1593649510,217262.1799511830,297789.5491910130,65086.0653435131,1494212.5659681600
Brazil,2002,96854.9947909885,38016.2344365055,296816.1164026980,60601.8917603330,86004.1856014785,215838.9429603880,135827.5794439050,229653.1574550790,308280.4084211180,68971.7029384629,1536865.2142109600
Brazil,2003,102478.8406149850,39796.1218022579,298697.8472319690,62998.3414913664,83180.4120014181,211869.4602092800,132599.7934388190,226718.1721113150,316205.4100580320,68500.6052267057,1543045.0041861500
Brazil,2004,104852.6128186260,41501.5122648523,329912.2041839580,68315.6441753690,88653.7760231549,227160.6423350100,134553.9832973810,232864.1784644570,328005.7528543950,73325.7481867402,1629146.0546039400
Brazil,2005,105163.0000000000,45368.0000000000,333296.0000000000,70391.0000000000,90228.0000000000,235792.0000000000,133680.9501852910,252415.6943963060,331662.0000000000,78331.3554184033,1676328.0000000000
Brazil,2006,110213.0000000000,47366.0000000000,338307.6192188440,72864.9999999999,94452.0000000000,251664.9526662730,133220.3741789090,269052.0215939200,343413.7718155030,79636.2395082236,1740190.9789816700
Brazil,2007,115549.4880519150,49096.0370345202,358711.0667683200,76829.8843143926,99058.5054680280,270535.4886810180,136855.2240729170,301202.4247524010,352171.6661167080,81769.4046650944,1841779.1899253100
Brazil,2008,122626.7999973900,50832.3145558365,360749.5225036040,80250.0357832426,106904.7237229220,285318.4662137430,143942.5286603130,324173.2465890150,355414.9090751430,84317.6567923977,1914530.2038936100
Brazil,2009,119072.9718834860,49217.2084393231,333671.8210661400,80962.4874146783,106109.8082736300,286040.1424508720,137179.0056142090,342104.1906340810,364828.9074494420,88749.1580992370,1907935.7013251000
Brazil,2010,126574.5691121450,55910.7487870710,367372.6749938200,87520.4488952672,118418.5460333710,317218.5179780170,146781.5360072030,356472.5666407120,378327.5770250720,91234.1345260157,2045831.3199986900
Brazil,2011,131510.9773075190,57699.8927482573,367740.0476688130,90846.2259532874,122681.6136905720,328003.9475892690,152065.6713034630,364314.9631068080,387029.1112966480,93332.5196201140,2095224.9702847500
