Entity,Year,0 to 4 (UN Population Division (2015)),5 to 14 (UN Population Division (2015)),15 to 24 (UN Population Division (2015)),25 to 60 (UN Population Division (2015)),70+ (UN Population Division (2015))
Germany,1988,4265.99,8041.829,11841.229,45804.656,8193.234
Germany,1989,4314.837,8124.692,11374.148,46697.905,8003.208
Germany,1990,4335.395,8239.995,10906.132,47573.282,4947.37
Germany,1991,4313.134,8418.01,10502.522,48298.282,4840.495
Germany,1992,4259.243,8610.088,10094.672,49039.157,4817.316
Germany,1993,4184.604,8798.418,9705.838,49752.047,4877.25
Germany,1994,4111.328,8961.181,9372.963,50369.137,5015.519
Germany,1995,4047.35,9082.826,9123.632,50842.343,5220.395
Germany,1996,3921.227,9137.934,8962.129,51105.013,5467.987
Germany,1997,3887.184,9111.093,8896.967,51156.027,5765.746
Germany,1998,3905.346,9012.657,8906.971,51075.441,6064.56
Germany,1999,3918.739,8867.533,8955.179,50980.015,6304.767
Germany,2000,3892.039,8704.969,9015.41,50936.424,6461.244
Germany,2001,3925.667,8566.281,9107.65,50729.709,6498.364
Germany,2002,3873.258,8425.766,9233.965,50587.553,6469.966
Germany,2003,3762.637,8293.943,9364.94,50467.803,6429.378
Germany,2004,3645.682,8176.508,9466.397,50301.308,6448.383
Germany,2005,3558.81,8065.535,9518.346,50059.016,6564.715
Germany,2006,3457.606,7957.088,9531.472,49738.725,6723.04
Germany,2007,3394.386,7853.581,9474.385,49363.658,6957.483
Germany,2008,3365.089,7751.078,9362.56,48991.912,7243.082
Germany,2009,3350.94,7644.613,9225.638,48699.626,7541.585
Germany,2010,3339.234,7536.772,9083.815,48521.32,7824.57
Germany,2011,3329.554,7425.987,8963.769,48459.149,8017.095
Germany,2012,3333.566,7313.361,8838.12,48501.146,8209.28
Germany,2013,3345.927,7203.431,8705.37,48610.097,8369.904
Germany,2014,3364.003,7101.722,8565.423,48735.991,8457.075
Germany,2015,3384.455,7012.929,8420.528,48850.02,13020.613
Germany,2016,3417.078,6947.703,8292.078,48909.031,13116.461
Germany,2017,3445.752,6894.213,8171.803,48946.333,13178.023
Germany,2018,3470.195,6855.463,8054.371,48956.534,13224.287
Germany,2019,3490.181,6832.828,7931.728,48937.65,13282.689
Germany,2020,3505.71,6825.261,7799.781,48887.419,13374.045
Germany,2021,3521.728,6838.339,7686.681,48766.893,13500.445
Germany,2022,3527.01,6861.978,7567.56,48610.275,13668.229
Germany,2023,3523.958,6894.646,7447.087,48419.518,13867.286
Germany,2024,3514.842,6932.18,7333.819,48193.531,14087.55
Germany,2025,3500.168,6970.225,7233.586,47928.591,14327.494
Germany,2026,3471,7014.587,7173.245,47606.835,14580.912
Germany,2027,3445.549,7049.511,7126.253,47254.28,14847.207
Germany,2028,3421.168,7072.918,7090.174,46861.493,15143.299
Germany,2029,3394.496,7084.332,7063.807,46423.696,15479.667
Germany,2030,3362.947,7086.375,7047.472,45947.419,15849.929
Germany,2031,3323.979,7088.568,7069.647,45428.267,16223.024
Germany,2032,3289.627,7070.58,7100.031,44869.576,16634.036
Germany,2033,3258.174,7036.896,7134.202,44290.41,17065.703
Germany,2034,3228.122,6993.293,7166.796,43710.935,17499.119
Germany,2035,3197.407,6944.071,7193.283,43140.813,17927.07
Germany,2036,3168.172,6898.179,7240.185,42561.541,18330.56
Germany,2037,3141.444,6841.397,7279.293,41984.566,18739.628
Germany,2038,3117.01,6777.566,7306.341,41441.439,19123.439
Germany,2039,3095.077,6710.125,7317.33,40974.661,19439.913
Germany,2040,3075.468,6641.77,7310.104,40607.58,19665.417
Germany,2041,3061.163,6586.082,7316.656,40346.78,19745.097
Germany,2042,3051.448,6527.477,7305.191,40183.968,19735.495
Germany,2043,3045.282,6468.081,7275.066,40084.437,19670.699
Germany,2044,3041.454,6409.722,7228.512,39998.783,19596.976
Germany,2045,3039.176,6354.66,7168.598,39898.314,19538.412
Germany,2046,3043.646,6318.182,7130.042,39813.217,19410.012
Germany,2047,3050.006,6281.885,7078.743,39712.305,19300.947
Germany,2048,3057.684,6248.425,7015.893,39591.439,19212.581
Germany,2049,3065.919,6219.719,6944.475,39446.518,19145.47
Germany,2050,3073.654,6196.735,6867.131,39272.729,19102.609
Germany,2051,3085.058,6191.687,6814.772,39082.116,19025.21
Germany,2052,3095.68,6187.863,6758.553,38852.893,18986.045
Germany,2053,3104.728,6186.269,6698.329,38591.122,18980.715
Germany,2054,3111.327,6187.613,6635.615,38310.168,18996.593
Germany,2055,3114.579,6192.54,6572.579,38021.798,19021.764
Germany,2056,3117.217,6211.74,6537.747,37737.648,19003.624
Germany,2057,3117.106,6227.698,6503.305,37434.51,19013.491
Germany,2058,3113.971,6241.025,6468.636,37123.34,19041.682
Germany,2059,3107.882,6252.757,6434.93,36824.067,19066.906
Germany,2060,3098.397,6263.861,6403.642,36550.639,19074.027
Germany,2061,3084.718,6283.001,6399.706,36307.439,19026.243
Germany,2062,3070.807,6292.136,6396.246,36074.156,18985.222
Germany,2063,3056.826,6294.37,6393.645,35858.408,18940.427
Germany,2064,3042.113,6291.714,6391.564,35655.731,18896.063
Germany,2065,3024.824,6284.518,6388.261,35453.945,18867.916
Germany,2066,3005.269,6282.727,6407.939,35265.248,18809.563
Germany,2067,2988.856,6271.757,6427.538,35082.08,18760.229
Germany,2068,2973.531,6251.757,6442.647,34898.951,18730.214
Germany,2069,2957.452,6223.707,6449.724,34714.99,18722.725
Germany,2070,2939.727,6190.691,6448.355,34537.744,18726.743
Germany,2071,2926.061,6169.835,6468.802,34414.538,18641.459
Germany,2072,2913.802,6140.524,6481.087,34293.58,18571.7
Germany,2073,2902.438,6105.293,6483.552,34175.632,18515.057
Germany,2074,2891.817,6066.999,6475.716,34062.408,18466.149
Germany,2075,2881.539,6027.967,6457.741,33954.244,18421.585
Germany,2076,2876.611,6002.983,6457.032,33889.422,18295.362
Germany,2077,2872.956,5973.438,6445.382,33818.437,18188.214
Germany,2078,2870.141,5941.745,6422.978,33741.858,18098.433
Germany,2079,2867.678,5910.281,6391.582,33660.87,18022.74
Germany,2080,2864.869,5880.592,6352.687,33574.328,17961.225
Germany,2081,2866.858,5865.374,6330.993,33513.322,17840.542
Germany,2082,2868.198,5848.392,6301.711,33436.55,17748.591
Germany,2083,2868.934,5831.587,6265.698,33346.737,17680.781
Germany,2084,2868.899,5815.97,6224.391,33243.815,17636.023
Germany,2085,2867.421,5801.626,6178.739,33124.744,17617.837
Germany,2086,2868.694,5801.169,6153.013,33026.857,17548.212
Germany,2087,2869.647,5799.133,6124.69,32911.95,17506.417
Germany,2088,2869.327,5795.392,6092.784,32777.923,17496.534
Germany,2089,2866.72,5789.88,6057.492,32626.109,17517.829
Germany,2090,2861.156,5783.369,6020.123,32461.675,17563.431
Germany,2091,2857.532,5789.751,6005.076,32331.9,17542.642
Germany,2092,2852.425,5791.105,5988.597,32185.551,17551.594
Germany,2093,2845.702,5788.649,5970.528,32028.546,17583.225
Germany,2094,2837.122,5783.315,5950.972,31866.211,17631.117
Germany,2095,2826.049,5775.527,5929.864,31700.092,17693.567
Germany,2096,2815.981,5777.857,5928.982,31572.611,17689.714
Germany,2097,2806.009,5773.954,5926.971,31439.495,17701.687
Germany,2098,2795.498,5764.221,5922.193,31300.048,17731.121
Germany,2099,2783.528,5749.216,5913.412,31153.722,17779.063
Germany,2100,2769,5730.004,5900.267,31001.538,17843.622
Ghana,1950,925.282,1321.736,954.656,1714.318,64.886
Ghana,1951,931.581,1354.047,970.969,1745.642,66.194
Ghana,1952,925.24,1402.645,998.687,1796.99,67.659
Ghana,1953,925.676,1456.989,1031.151,1856.519,68.844
Ghana,1954,940.274,1510.282,1065.249,1918.887,69.563
Ghana,1955,969.504,1557.505,1100.485,1983.092,69.82
Ghana,1956,989.59,1613.323,1137.415,2050.373,72.985
Ghana,1957,1029.648,1659.481,1172.56,2114.942,75.528
Ghana,1958,1080.992,1697.51,1208.826,2180.697,77.617
Ghana,1959,1135.367,1730.096,1249.248,2251.152,79.42
Ghana,1960,1188.024,1760.854,1294.977,2327.396,81.034
Ghana,1961,1258.288,1796.294,1335.887,2391.233,84.843
Ghana,1962,1313.181,1838.791,1383.075,2462.089,88.327
Ghana,1963,1355.773,1887.745,1432.178,2536.364,91.372
Ghana,1964,1392.711,1940.875,1476.742,2609.124,93.834
Ghana,1965,1429.036,1993.841,1513.592,2678.389,95.689
Ghana,1966,1470.293,2051.797,1536.87,2732.028,100.004
Ghana,1967,1505.691,2113.059,1553.572,2781.688,103.432
Ghana,1968,1538.298,2177.003,1567.512,2832.122,106.086
Ghana,1969,1571.955,2243.062,1584.126,2890.052,108.151
Ghana,1970,1611.754,2309.854,1606.762,2958.868,109.739
Ghana,1971,1657.327,2390.878,1631.937,3032.399,114.732
Ghana,1972,1701.335,2478.637,1664.14,3120.067,119.396
Ghana,1973,1743.509,2567.155,1702.169,3213.74,123.538
Ghana,1974,1780.644,2649.171,1744.887,3302.661,126.917
Ghana,1975,1809.591,2719.415,1791.953,3381.013,129.437
Ghana,1976,1838.69,2782.655,1834.112,3433.181,134.833
Ghana,1977,1857.001,2837.532,1880.562,3475.748,139.046
Ghana,1978,1870.794,2889.216,1933.248,3518.87,142.362
Ghana,1979,1891.925,2944.264,1993.972,3575.451,145.158
Ghana,1980,1932.759,3005.302,2063.641,3652.675,147.648
Ghana,1981,1981.352,3090.655,2142.323,3748.856,154.422
Ghana,1982,2034.832,3189.341,2232.486,3870.113,161.34
Ghana,1983,2093.8,3294.423,2329.721,4009.014,168.172
Ghana,1984,2154.046,3397.603,2428.608,4156.299,174.61
Ghana,1985,2211.111,3492.8,2525.642,4306.169,180.516
Ghana,1986,2271.782,3588.042,2612.493,4442.399,189.259
Ghana,1987,2322.748,3681.025,2697.199,4582.34,197.069
Ghana,1988,2366.681,3772.575,2780.945,4728.249,204.147
Ghana,1989,2409.103,3863.799,2865.459,4883.387,210.745
Ghana,1990,2455.842,3953.85,2951.876,5049.615,185.136
Ghana,1991,2511.564,4055.281,3034.601,5211.6,194.041
Ghana,1992,2563.747,4160.944,3119.559,5385.058,203.27
Ghana,1993,2612.746,4267.106,3205.793,5567.014,212.89
Ghana,1994,2656.607,4369.439,3292.53,5754.162,222.832
Ghana,1995,2694.395,4464.29,3379.582,5944.562,233.057
Ghana,1996,2737.348,4564.117,3458.933,6120.128,239.361
Ghana,1997,2766.688,4662.109,3541.12,6300.804,245.432
Ghana,1998,2789.562,4757.82,3627.5,6488.237,251.654
Ghana,1999,2817.464,4850.714,3718.982,6684.338,258.266
Ghana,2000,2859.747,4939.477,3816.009,6890.624,265.501
Ghana,2001,2904.26,5038.471,3918.23,7094.048,279.447
Ghana,2002,2966.325,5133.547,4023.757,7305.493,294.133
Ghana,2003,3042.044,5224.507,4132.182,7526.488,309.79
Ghana,2004,3122.286,5312.65,4243.72,7759.681,326.521
Ghana,2005,3200.567,5399.804,4358.214,8006.106,344.219
Ghana,2006,3292.643,5495.942,4467.504,8246.866,360.095
Ghana,2007,3367.648,5599.223,4581.671,8506.389,376.22
Ghana,2008,3431.83,5708.05,4697.662,8781.519,391.862
Ghana,2009,3498.327,5819.37,4810.1,9066.26,405.909
Ghana,2010,3578.012,5928.469,4915.893,9356.496,417.514
Ghana,2011,3672.362,6050.424,5007.089,9656.585,413.457
Ghana,2012,3776.576,6177.25,5091.224,9958.274,408.965
Ghana,2013,3884.196,6308.077,5170.809,10263.133,406.178
Ghana,2014,3980.451,6443.476,5250.436,10576.977,407.499
Ghana,2015,4055.985,6583.751,5333.148,10903.356,533.653
Ghana,2016,4141.415,6733.562,5404.279,11207.311,546.808
Ghana,2017,4179.773,6900.698,5483.382,11532.31,560.56
Ghana,2018,4185.628,7078.876,5570.634,11871.394,573.703
Ghana,2019,4183.381,7257.389,5665.552,12213.828,584.482
Ghana,2020,4190.799,7424.295,5768.682,12554.335,592.338
Ghana,2021,4178.131,7592.511,5881.056,12893.883,612.087
Ghana,2022,4192.031,7738.963,5998.393,13228.283,628.347
Ghana,2023,4225.323,7860.37,6124.34,13562.679,642.822
Ghana,2024,4262.006,7957.355,6263.507,13905.623,657.768
Ghana,2025,4291.07,8034.972,6416.972,14260.893,674.376
Ghana,2026,4330.462,8104.317,6573.418,14599.748,703.683
Ghana,2027,4359.169,8159.241,6742.397,14952.633,733.038
Ghana,2028,4380.062,8203.97,6917.997,15319.162,762.102
Ghana,2029,4401.619,8243.718,7090.227,15696.866,790.228
Ghana,2030,4430.444,8280.348,7252.213,16084.622,817.385
Ghana,2031,4471.495,8325.293,7398.601,16459.977,855.048
Ghana,2032,4510.31,8374.435,7535.427,16848.167,890.472
Ghana,2033,4548.957,8426.402,7660.121,17250.231,924.656
Ghana,2034,4588.093,8478.97,7769.766,17669.463,958.943
Ghana,2035,4629.237,8529.97,7862.73,18107.184,994.315
Ghana,2036,4680.3,8592.258,7933.842,18536.031,1042.415
Ghana,2037,4726.023,8659.909,7987.926,18985.867,1089.414
Ghana,2038,4768.009,8731.283,8030.87,19450.339,1135.328
Ghana,2039,4808.063,8804.214,8071.38,19920.553,1180.079
Ghana,2040,4848.115,8876.27,8115.206,20390.419,1223.886
Ghana,2041,4894.704,8959.612,8158.112,20831.666,1280.154
Ghana,2042,4934.529,9046.158,8205.17,21275.531,1333.459
Ghana,2043,4969.128,9133.584,8256.886,21720.437,1384.778
Ghana,2044,5000.033,9219.264,8312.567,22166.092,1435.173
Ghana,2045,5028.87,9300.558,8371.724,22612.043,1485.71
Ghana,2046,5061.295,9389.882,8432.185,23026.507,1551.728
Ghana,2047,5087.062,9477.318,8497.696,23444.169,1614.519
Ghana,2048,5107.565,9560.714,8568.309,23863.867,1675.296
Ghana,2049,5124.283,9638.121,8643.565,24285.074,1734.855
Ghana,2050,5138.714,9707.738,8722.811,24707.329,1794.065
Ghana,2051,5155.872,9782.029,8803.609,25097.095,1871.038
Ghana,2052,5167.815,9850.433,8887.939,25492.112,1944.297
Ghana,2053,5175.985,9911.622,8975.087,25892.531,2014.062
Ghana,2054,5182.091,9964.616,9063.551,26299.011,2080.292
Ghana,2055,5187.786,10008.602,9151.923,26711.544,2143.469
Ghana,2056,5197.767,10056.319,9238.154,27093.245,2224.879
Ghana,2057,5205.393,10097.465,9323.311,27485.256,2299.224
Ghana,2058,5211.516,10131.64,9406.828,27886.169,2368.361
Ghana,2059,5216.982,10158.911,9487.586,28294.447,2434.53
Ghana,2060,5222.961,10179.376,9564.552,28708.968,2498.982
Ghana,2061,5236.13,10205.026,9635.316,29087.471,2587.723
Ghana,2062,5245.858,10227.799,9701.688,29476.668,2670.805
Ghana,2063,5253.398,10247.446,9763.557,29876.22,2747.763
Ghana,2064,5260.366,10263.751,9820.476,30286.444,2817.415
Ghana,2065,5268.423,10276.161,9872.035,30706.596,2879.809
Ghana,2066,5283.852,10296.062,9916.694,31090.026,2965.403
Ghana,2067,5295.774,10316.141,9956.021,31486.783,3040.563
Ghana,2068,5305.042,10335.597,9990.871,31892.823,3108.07
Ghana,2069,5312.267,10353.442,10022.156,32304.074,3171.004
Ghana,2070,5318.397,10368.497,10050.451,32717.471,3231.662
Ghana,2071,5330.467,10391.224,10074.605,33082.235,3324.231
Ghana,2072,5336.225,10414.703,10096.256,33454.281,3410.077
Ghana,2073,5337.227,10437.572,10116.36,33830.313,3490.894
Ghana,2074,5335.277,10458.149,10135.802,34207.269,3568.229
Ghana,2075,5332.021,10474.643,10155.141,34582.653,3643.72
Ghana,2076,5331.408,10496.817,10174.19,34904.445,3755.57
Ghana,2077,5326.888,10516.606,10193.32,35230.991,3859.448
Ghana,2078,5319.409,10532.652,10213.122,35557.975,3959.189
Ghana,2079,5309.771,10543.616,10233.811,35880.27,4059.959
Ghana,2080,5298.842,10548.483,10255.313,36194.712,4164.9
Ghana,2081,5290.562,10557.002,10277.837,36448.715,4312.59
Ghana,2082,5279.898,10560.732,10300.9,36702.41,4456.732
Ghana,2083,5267.32,10559.13,10324.298,36958.125,4595.036
Ghana,2084,5253.318,10551.966,10347.206,37219.829,4723.847
Ghana,2085,5238.553,10539.121,10368.835,37489.109,4841.694
Ghana,2086,5228.141,10530.013,10389.568,37710.719,4988.823
Ghana,2087,5214.938,10517.261,10408.633,37945.339,5120.026
Ghana,2088,5199.777,10500.74,10425.677,38190.8,5237.582
Ghana,2089,5183.614,10480.455,10439.834,38445.344,5343.794
Ghana,2090,5167.428,10456.24,10450.407,38707.476,5440.564
Ghana,2091,5155.46,10435.766,10456.872,38920.436,5573.566
Ghana,2092,5141.329,10413.682,10459.528,39147.109,5691.467
Ghana,2093,5125.814,10389.612,10458.758,39384.164,5796.826
Ghana,2094,5109.741,10363.112,10454.849,39628.403,5892.183
Ghana,2095,5094.052,10333.746,10447.921,39877.196,5979.632
Ghana,2096,5082.295,10308.45,10437.502,40073.175,6106.73
Ghana,2097,5069.188,10282.369,10423.975,40279.511,6220.39
Ghana,2098,5055.519,10255.174,10408.042,40492.734,6323.385
Ghana,2099,5041.92,10226.546,10390.296,40709.572,6418.673
Ghana,2100,5028.875,10196.259,10371.159,40927.673,6508.649
Greece,1950,744,1424,1503,3579,316.002
Greece,1951,771.299,1387.838,1516.696,3634.935,324.509
Greece,1952,762.294,1366.985,1532.163,3710.458,334.122
Greece,1953,743.633,1359.106,1541.948,3791.055,343.715
Greece,1954,728.999,1363.219,1541.426,3869.76,352.625
Greece,1955,724.729,1374,1530,3945.935,360.745
Greece,1956,706.07,1392.361,1507.468,4033.815,376.729
Greece,1957,711.676,1411.959,1471.818,4109.644,392.105
Greece,1958,730.528,1428.875,1430.587,4177.721,407.429
Greece,1959,748.352,1439.005,1392.959,4244.07,422.973
Greece,1960,754.587,1442.942,1364.065,4311.288,438.504
Greece,1961,769.931,1444.67,1334.872,4371.116,445.431
Greece,1962,764.137,1444.607,1316.313,4436.084,450.918
Greece,1963,744.328,1444.331,1308.223,4500.111,455.624
Greece,1964,726.054,1445.445,1308.094,4552.477,460.162
Greece,1965,719.998,1446.827,1314,4588.333,465.094
Greece,1966,709.862,1439.465,1302.279,4641.457,487.537
Greece,1967,720.392,1433.405,1294.801,4669.714,512.36
Greece,1968,743.674,1427.315,1290.27,4680,541.092
Greece,1969,763.648,1420.962,1287.115,4686.595,573.988
Greece,1970,769.613,1415.993,1284.552,4698.051,610.467
Greece,1971,783.743,1415.755,1293.759,4698.213,627.736
Greece,1972,768.533,1421.873,1301.392,4719.223,645.076
Greece,1973,734.721,1434.684,1309.372,4754.84,663.509
Greece,1974,702.362,1452.387,1319.467,4795.645,683.001
Greece,1975,686.339,1469.82,1333.053,4837.716,703.152
Greece,1976,662.218,1484.631,1351.141,4903.287,731.254
Greece,1977,663.182,1494.855,1368.643,4970.465,758.604
Greece,1978,681.699,1497.35,1386.29,5037.307,785.542
Greece,1979,701.5,1490.882,1404.435,5104.442,812.335
Greece,1980,710.887,1477.911,1422.471,5170.423,838.582
Greece,1981,730.001,1463.076,1440.728,5220.345,850.797
Greece,1982,732.007,1447.451,1459.163,5271.85,860.779
Greece,1983,720.28,1433.925,1476.568,5324.795,867.431
Greece,1984,702.374,1424.366,1490.694,5378.11,871.181
Greece,1985,683.137,1416.989,1500.612,5431.973,875.12
Greece,1986,660.801,1420.353,1504.198,5461.602,898.622
Greece,1987,632.419,1422.882,1507.249,5500.371,916.834
Greece,1988,600.994,1421.275,1513.163,5552.664,928.94
Greece,1989,571.138,1412.025,1523.795,5622.871,936.03
Greece,1990,548.908,1392.65,1538.65,5710.504,633.974
Greece,1991,535.011,1376.231,1558.83,5795.374,629.314
Greece,1992,526.484,1354.239,1577.211,5898.25,627.908
Greece,1993,523.178,1326.698,1593.045,6011.075,632.117
Greece,1994,522.286,1294.715,1605.705,6122.231,645.565
Greece,1995,521.309,1259.782,1614.219,6223.07,670.124
Greece,1996,528.891,1231.147,1615.016,6289.224,699.68
Greece,1997,530.252,1204.562,1613.417,6345.631,737.967
Greece,1998,527.464,1180.614,1607.496,6394.374,781.445
Greece,1999,523.876,1159.338,1594.504,6440.178,825.381
Greece,2000,521.917,1139.88,1573.099,6486.62,867.123
Greece,2001,522.358,1128.465,1544.724,6514.087,903.149
Greece,2002,522.573,1120.124,1511.03,6537.78,937.008
Greece,2003,523.038,1114.507,1474.576,6558.168,968.233
Greece,2004,524.292,1110.123,1439.022,6576.793,996.029
Greece,2005,527.386,1105.467,1406.132,6595.319,1019.826
Greece,2006,532.569,1098.019,1369.654,6620.412,1033.511
Greece,2007,539.575,1091.345,1333.439,6647.204,1044.178
Greece,2008,547.597,1085.386,1297.986,6672.134,1051.04
Greece,2009,554.503,1080.358,1264.08,6690.891,1052.401
Greece,2010,557.644,1076.564,1232.393,6700.701,1047.309
Greece,2011,559.598,1069.298,1196.579,6693.989,1039.221
Greece,2012,558.933,1064.402,1168.069,6672.361,1023.131
Greece,2013,554.434,1063.256,1146.291,6638.448,1002.886
Greece,2014,545.483,1064.852,1128.684,6597.533,986.955
Greece,2015,533.097,1066.532,1112.396,6554.743,1687.849
Greece,2016,523.852,1070.073,1097.977,6523.205,1704.352
Greece,2017,503.915,1073.3,1083.198,6499.543,1732.975
Greece,2018,478.362,1075.476,1069.36,6480.472,1768.092
Greece,2019,454.263,1075.588,1059.069,6461.336,1800.301
Greece,2020,435.921,1072.158,1053.919,6439.695,1823.72
Greece,2021,409.709,1065.897,1056.098,6421.796,1842.22
Greece,2022,399.349,1051.658,1061.968,6397.187,1852.871
Greece,2023,399.815,1029.793,1070.297,6368.663,1859.575
Greece,2024,402.565,1002.064,1079.076,6340.326,1868.384
Greece,2025,401.892,971.848,1086.585,6313.743,1882.795
Greece,2026,408.656,941.984,1093.034,6277.855,1900.06
Greece,2027,407.834,912.084,1098.552,6244.243,1923.521
Greece,2028,401.642,884.273,1101.513,6211.732,1951.671
Greece,2029,395.216,860.525,1099.848,6178.677,1981.089
Greece,2030,392.108,840.81,1092.427,6144.863,2009.583
Greece,2031,389.898,825.952,1081.384,6110.286,2036.65
Greece,2032,389.216,815.264,1064.641,6074.077,2065.358
Greece,2033,390.246,807.878,1043.229,6036.897,2094.733
Greece,2034,391.791,802.143,1018.787,5999.11,2125.649
Greece,2035,393.039,797.075,992.381,5959.791,2159.764
Greece,2036,394.009,794.632,965.994,5919.175,2192.853
Greece,2037,395.805,792.557,937.81,5877.794,2227.28
Greece,2038,397.853,790.66,909.443,5832.813,2264.919
Greece,2039,399.77,789.091,883.455,5781.725,2305.803
Greece,2040,401.287,788.265,861.672,5724.586,2347.761
