Entity,Year,Suicide rate (WHO (2005)),Male-Female Ratio of Suicide Rate (WHO (2005))
Spain,1978,3.832891,3.08077986
Spain,1979,3.858464,3.350295152
Spain,1980,4.074317,3.505446309
Spain,1981,4.204177,3.31479862
Spain,1982,4.445822,3.038540849
Spain,1983,5.082625,3.178121172
Spain,1984,5.760107,3.308178872
Spain,1985,5.697421,3.15618755
Spain,1986,6.221115,3.326566766
Spain,1987,6.198634,2.944453912
Spain,1988,6.51844,3.136585574
Spain,1989,6.489957,3.432150544
Spain,1990,6.24552,3.125064496
Spain,1991,6.136345,3.267796782
Spain,1992,5.799902,3.661298683
Spain,1993,6.374966,3.557687773
Spain,1994,6.576002,3.871569138
Spain,1995,6.438225,3.718731995
Spain,1996,6.783312,3.177589115
Spain,1997,6.762559,3.458765349
Spain,1998,6.459838,3.744633393
Spain,1999,6.21019,
Spain,2000,6.479599,
Spain,2001,5.983665,3.584073532
Spain,2002,6.222061,3.427447258
Spain,2003,6.301854,3.452662592
Spain,2004,6.247683,3.38880377
Spain,2005,5.888479,
Sri Lanka,1950,8.411093,2.241921793
Sri Lanka,1951,9.073273,2.059632503
Sri Lanka,1952,8.763982,1.834350454
Sri Lanka,1953,9.034234,2.330025799
Sri Lanka,1954,10.22454,1.997287187
Sri Lanka,1955,9.111322,2.257372027
Sri Lanka,1956,10.25548,2.625123955
Sri Lanka,1957,10.87995,2.728018342
Sri Lanka,1958,11.22152,2.977901449
Sri Lanka,1959,10.7647,2.2496264
Sri Lanka,1960,12.93573,2.527659019
Sri Lanka,1961,12.5786,2.230742384
Sri Lanka,1962,14.81982,2.761014537
Sri Lanka,1963,15.67052,2.970946207
Sri Lanka,1964,17.49431,2.352822352
Sri Lanka,1965,16.24983,2.42950994
Sri Lanka,1966,16.48888,2.294638079
Sri Lanka,1967,21.32496,2.670239911
Sri Lanka,1968,21.39651,2.860920919
Sri Lanka,1977,21.28532,2.004585979
Sri Lanka,1980,32.41936,2.245835374
Sri Lanka,1981,32.34711,2.131468796
Sri Lanka,1982,34.98421,2.315128248
Sri Lanka,1983,38.27076,2.307571142
Sri Lanka,1984,39.0163,2.411047513
Sri Lanka,1985,38.07233,2.543335449
Sri Lanka,1986,35.89977,2.894300236
Sri Lanka,2002,31.96863,
Sri Lanka,2004,28.10404587,3.931918745
Sri Lanka,2005,28.10404587,
Sudan,2002,8.698104,
Sudan,2004,9.709555626,2.295012478
Sudan,2005,9.709555626,
Suriname,2002,18.16088,
Suriname,2004,20.7474308,3.423247217
Suriname,2005,20.7474308,
Swaziland,2002,6.360499,
Swaziland,2004,12.87222195,1.41150863
Swaziland,2005,12.87222195,
Sweden,1951,14.55992,3.379705672
Sweden,1952,14.89569,3.744289313
Sweden,1953,16.38975,3.093051297
Sweden,1954,14.8011,3.117128934
Sweden,1955,15.53932,3.224560513
Sweden,1956,17.58902,3.43839294
Sweden,1957,17.43832,3.540675683
Sweden,1958,14.90001,3.033016526
Sweden,1959,15.86812,2.956311592
Sweden,1960,15.2327,3.027759515
Sweden,1961,14.73442,3.083825912
Sweden,1962,16.2228,2.959595947
Sweden,1963,16.32049,2.635665284
Sweden,1964,17.42311,2.597455579
Sweden,1965,16.62649,2.695667876
Sweden,1966,17.66613,2.685102641
Sweden,1967,19.30806,2.799367075
Sweden,1968,19.36115,2.674477981
Sweden,1969,19.5681,2.437443972
Sweden,1970,19.88535,2.321305489
Sweden,1971,18.19591,2.345508181
Sweden,1972,18.19821,2.59146788
Sweden,1973,18.63019,2.501542866
Sweden,1974,17.76685,2.540449773
Sweden,1975,17.47587,2.48720218
Sweden,1976,17.04633,2.321215338
Sweden,1977,17.41359,2.6186928
Sweden,1978,16.82889,2.287493023
Sweden,1979,18.16812,2.201744303
Sweden,1980,17.2743,2.506695567
Sweden,1981,15.28357,2.41892254
Sweden,1982,16.83182,2.520503737
Sweden,1983,16.53193,2.526811114
Sweden,1984,17.24587,2.354171646
Sweden,1985,15.72008,2.228340801
Sweden,1986,16.13395,2.617693844
Sweden,1987,15.70118,2.457587576
Sweden,1988,16.19208,2.324783045
Sweden,1989,16.02465,2.568808435
Sweden,1990,14.34026,2.327334951
Sweden,1991,14.64007,2.432198343
Sweden,1992,13.00007,2.297011611
Sweden,1993,13.2547,2.311086342
Sweden,1994,12.3852,2.579996953
Sweden,1995,12.8048,2.443599335
Sweden,1996,11.83133,2.460512223
Sweden,1997,11.5211,2.536467171
Sweden,1998,11.32528,2.724075121
Sweden,1999,11.58661,2.423779754
Sweden,2000,10.50198,2.496470965
Sweden,2001,10.84564,2.475840165
Sweden,2002,10.97088,2.831184593
Sweden,2003,10.37456,2.262794901
Sweden,2004,10.68662,2.658866463
Sweden,2005,11.11583,
Switzerland,1951,19.60526,2.872871156
Switzerland,1952,19.82315,3.03140903
Switzerland,1953,20.13758,3.657920844
Switzerland,1954,20.83422,3.081056704
Switzerland,1955,19.63045,2.763877712
Switzerland,1956,19.80364,2.949515755
Switzerland,1957,19.26623,3.271196369
Switzerland,1958,19.4159,2.978305368
Switzerland,1959,17.98966,3.440560733
Switzerland,1960,17.78563,2.749412123
Switzerland,1961,17.05184,2.54360219
Switzerland,1962,17.73772,2.839494046
Switzerland,1963,16.13738,2.788473282
Switzerland,1964,15.95987,2.633850206
Switzerland,1965,17.28978,3.039293115
Switzerland,1966,17.3628,2.848656117
Switzerland,1967,16.70741,3.152967214
Switzerland,1968,16.16756,2.85229917
Switzerland,1969,16.24692,2.78052237
Switzerland,1970,17.27734,2.953193347
Switzerland,1971,17.30537,2.42810366
Switzerland,1972,18.16105,2.678866519
Switzerland,1973,17.28867,2.739434828
Switzerland,1974,18.81595,2.485648585
Switzerland,1975,20.89678,2.728649478
Switzerland,1976,20.31346,2.721709085
Switzerland,1977,21.83301,2.547823939
Switzerland,1978,21.83531,2.542565826
Switzerland,1979,22.36834,2.339654168
Switzerland,1980,22.78979,2.555515056
Switzerland,1981,21.00935,2.458786365
Switzerland,1982,21.80501,2.583422641
Switzerland,1983,22.06875,2.848195023
Switzerland,1984,21.64091,2.72238138
Switzerland,1985,21.66124,2.439618779
Switzerland,1986,19.58177,2.633511295
Switzerland,1987,20.18012,2.844418189
Switzerland,1988,18.85795,2.775020403
Switzerland,1989,19.18289,2.642015178
Switzerland,1990,18.16399,2.645347713
Switzerland,1991,18.7156,3.207425687
Switzerland,1992,17.29281,3.110603467
Switzerland,1993,16.97251,2.803001938
Switzerland,1994,17.73643,2.801712926
Switzerland,1995,16.60126,2.861949668
Switzerland,1996,16.73695,2.765558322
Switzerland,1997,15.4908,3.048162237
Switzerland,1998,15.63122,
Switzerland,1999,14.63556,
Switzerland,2000,15.41755,
Switzerland,2001,14.58222,2.790992374
Switzerland,2002,15.45505,2.477347775
Switzerland,2003,13.21985,2.461131087
Switzerland,2004,13.09476,2.358507487
Switzerland,2005,13.23981,
Syria,2002,0.5609214,
Syria,2004,0.523527563,1.337034884
Syria,2005,0.523527563,
Tajikistan,2002,6.511811,
Tajikistan,2004,2.648980856,1.545597509
Tajikistan,2005,2.648980856,
Tanzania,2002,3.591502,
Tanzania,2004,12.41118145,2.258286248
Tanzania,2005,12.41118145,
Thailand,2002,10.68856,
Thailand,2004,9.847459793,2.687299009
Thailand,2005,9.847459793,
Timor,2002,13.07974,
Timor,2004,9.633114815,1.773626841
Timor,2005,9.633114815,
Togo,2002,6.584218,
Togo,2004,6.369887829,1.881027676
Togo,2005,6.369887829,
Tonga,2002,4.583961,
Tonga,2004,4.527851582,0.759847424
Tonga,2005,4.527851582,
Trinidad and Tobago,1951,4.269865,2.121933578
Trinidad and Tobago,1952,5.576343,2.044589321
Trinidad and Tobago,1953,6.223582,4.053304553
Trinidad and Tobago,1954,6.130192,2.491212366
Trinidad and Tobago,1955,7.998585,4.673040222
Trinidad and Tobago,1956,7.283185,6.442483704
Trinidad and Tobago,1957,7.703564,14.59078027
Trinidad and Tobago,1958,4.839097,3.901142335
Trinidad and Tobago,1960,4.224579,3.442459101
Trinidad and Tobago,1961,4.686509,3.572921939
Trinidad and Tobago,1962,3.849185,4.585235037
Trinidad and Tobago,1963,2.567165,8.613595809
Trinidad and Tobago,1967,5.010607,4.597998685
Trinidad and Tobago,1968,8.639403,2.015764602
Trinidad and Tobago,1970,10.13952,3.294600276
Trinidad and Tobago,1971,6.055122,6.248435412
Trinidad and Tobago,1972,11.39815,2.396322111
Trinidad and Tobago,1973,11.31108,2.796467665
Trinidad and Tobago,1974,8.571754,1.792632409
Trinidad and Tobago,1975,10.15632,2.228810588
Trinidad and Tobago,1976,10.01869,2.960997568
Trinidad and Tobago,1977,9.403189,2.630765629
Trinidad and Tobago,1978,4.742816,7.331935819
Trinidad and Tobago,1979,5.618334,2.186238746
Trinidad and Tobago,1980,4.313765,4.377064178
Trinidad and Tobago,1981,5.462587,2.615855755
Trinidad and Tobago,1982,7.519302,3.051431837
Trinidad and Tobago,1983,9.482351,2.962953232
Trinidad and Tobago,1984,6.576272,2.901776813
Trinidad and Tobago,1985,2.660398,6.207719313
Trinidad and Tobago,1986,9.592935,2.222140375
Trinidad and Tobago,1987,10.63419,3.679311065
Trinidad and Tobago,1988,15.11596,2.917795432
Trinidad and Tobago,1989,15.81646,3.627045076
Trinidad and Tobago,1990,14.83758,2.963962595
Trinidad and Tobago,1991,12.86188,4.14186701
Trinidad and Tobago,1992,14.06027,5.05758862
Trinidad and Tobago,1993,14.80194,5.279545655
Trinidad and Tobago,1994,12.62528,3.865088732
Trinidad and Tobago,1995,16.16787,4.303881741
Trinidad and Tobago,1996,12.48224,3.811061268
Trinidad and Tobago,1997,13.09639,4.629017144
Trinidad and Tobago,1998,13.81304,5.438615304
Trinidad and Tobago,1999,11.51521,4.24971035
Trinidad and Tobago,2000,13.19155,4.558944636
Trinidad and Tobago,2001,13.73944,4.164387002
Trinidad and Tobago,2002,11.65305,5.373888658
Trinidad and Tobago,2004,14.54716682,3.140495729
Trinidad and Tobago,2005,14.54716682,
Tunisia,2002,4.507532,
Tunisia,2004,3.146814108,2.1958806
Tunisia,2005,3.146814108,
Turkey,2002,6.716264,
Turkey,2004,3.56332469,1.736409132
Turkey,2005,3.56332469,
Turkmenistan,1981,12.08519,3.012587762
Turkmenistan,1982,10.14225,2.234011387
Turkmenistan,1985,9.738485,3.094746131
Turkmenistan,1986,12.05377,2.245642791
Turkmenistan,1987,11.17028,1.947632391
Turkmenistan,1988,10.21823,2.443394425
Turkmenistan,1989,9.519287,2.3413548
Turkmenistan,1990,10.62686,2.668100224
Turkmenistan,1991,9.351729,2.375668979
Turkmenistan,1992,8.596193,2.522690892
Turkmenistan,1993,7.835789,2.86390519
Turkmenistan,1994,7.550726,2.061867566
Turkmenistan,1995,6.781543,4.317857275
Turkmenistan,1996,7.723176,4.093497894
Turkmenistan,1997,8.319588,3.895862298
Turkmenistan,1998,10.36523,4.116744605
Turkmenistan,2002,14.01835,
Turkmenistan,2004,12.21676922,5.208341721
Turkmenistan,2005,12.21676922,
Tuvalu,2002,7.890512,
Tuvalu,2004,7.934811592,1.109834388
Tuvalu,2005,7.934811592,
Uganda,2002,3.381024,
Uganda,2004,12.28912163,2.090610166
Uganda,2005,12.28912163,
Ukraine,1981,21.63412,5.288678168
Ukraine,1982,22.45824,5.289338256
Ukraine,1985,20.05759,5.068547321
Ukraine,1986,16.48204,4.073973273
Ukraine,1987,17.31684,4.175746596
Ukraine,1988,16.93836,4.173948665
Ukraine,1989,18.9305,4.557075143
Ukraine,1990,18.5269,4.833578285
Ukraine,1991,18.52185,5.039552358
Ukraine,1992,20.14645,4.854979429
Ukraine,1993,21.44825,5.314181001
Ukraine,1994,23.81222,5.579208755
Ukraine,1995,25.2382,6.18717532
Ukraine,1996,26.43411,6.351486429
Ukraine,1997,25.97142,5.92476558
Ukraine,1998,25.86071,5.763897763
Ukraine,1999,25.19971,6.088929534
Ukraine,2000,25.46725,6.060469966
Ukraine,2001,23.2477,6.760671181
Ukraine,2002,22.229,6.468624555
Ukraine,2003,21.83279,6.454491762
Ukraine,2004,20.04554,6.931906517
Ukraine,2005,18.95457,
United Arab Emirates,2002,3.226218,
United Arab Emirates,2004,1.392950654,6.58628422
United Arab Emirates,2005,1.392950654,
United Kingdom,1950,8.116419,2.130029399
United Kingdom,1951,8.081386,2.065972035
United Kingdom,1952,7.789029,2.199388764
United Kingdom,1953,8.469019,2.104559239
United Kingdom,1954,8.928727,2.056846207
United Kingdom,1955,8.922245,1.909903561
United Kingdom,1956,9.326525,1.876268996
United Kingdom,1957,9.353084,1.806947481
United Kingdom,1958,9.39134,1.839999118
United Kingdom,1959,9.215195,1.797219997
United Kingdom,1960,9.088522,1.800946679
United Kingdom,1961,9.13943,1.691923719
United Kingdom,1962,9.843241,1.689439711
United Kingdom,1963,10.09012,1.638612273
United Kingdom,1964,9.696188,1.578928714
United Kingdom,1965,9.024946,1.545717127
United Kingdom,1966,8.776801,1.553412455
United Kingdom,1967,8.305869,1.681616897
United Kingdom,1968,8.011331,1.66562872
United Kingdom,1969,7.532174,1.666897733
United Kingdom,1970,6.953133,1.612975377
United Kingdom,1971,6.950485,1.613185659
United Kingdom,1972,6.809535,1.634225299
United Kingdom,1973,6.951233,1.640179661
United Kingdom,1974,7.0541,1.65314488
United Kingdom,1975,6.728405,1.641364965
United Kingdom,1976,6.939591,1.787427237
United Kingdom,1977,7.156529,1.723348013
United Kingdom,1978,7.268871,1.805198756
United Kingdom,1979,7.647055,1.810390995
United Kingdom,1980,7.817475,1.836010422
United Kingdom,1981,7.91114,2.053294821
United Kingdom,1982,7.787232,2.184950204
United Kingdom,1983,7.708611,2.291067667
United Kingdom,1984,7.730339,2.369535733
United Kingdom,1985,7.934777,2.41823655
United Kingdom,1986,7.471793,2.782577391
United Kingdom,1987,7.161623,2.806270923
United Kingdom,1988,7.735447,3.07239291
United Kingdom,1989,6.798954,3.323420116
United Kingdom,1990,7.277498,3.603605972
United Kingdom,1991,7.15409,3.786216342
United Kingdom,1992,7.251611,3.78022445
United Kingdom,1993,6.969402,3.83347176
United Kingdom,1994,6.824561,3.909535693
United Kingdom,1995,6.710214,3.947747658
United Kingdom,1996,6.430166,3.566684213
United Kingdom,1997,6.425081,3.676426246
United Kingdom,1998,6.826987,3.788157358
United Kingdom,1999,6.817769,3.77796821
United Kingdom,2000,6.589573,3.599752993
United Kingdom,2001,6.352021,3.873499698
United Kingdom,2002,6.370787,3.664598076
United Kingdom,2003,6.05577,3.598160623
United Kingdom,2004,6.271399,3.397484655
United Kingdom,2005,6.014659,
United States,1950,11.22106,3.584370512
United States,1951,10.24862,3.568812603
United States,1952,9.890234,3.704064343
United States,1953,9.985363,3.866415679
United States,1954,10.05145,4.033025616
United States,1955,10.12583,3.597398545
United States,1956,9.942091,3.647090499
United States,1957,9.770529,3.72282962
United States,1958,10.75953,3.649908159
United States,1959,10.66436,3.655590977
United States,1960,10.78558,3.439486811
United States,1961,10.61668,3.382839547
United States,1962,11.17855,3.092829115
United States,1963,11.40495,2.918546382
United States,1964,11.15046,2.922005909
United States,1965,11.52387,2.743114509
United States,1966,11.28246,2.80699989
United States,1967,11.19782,2.656153065
United States,1968,11.05477,2.750381581
United States,1969,11.40742,2.611529388
United States,1970,11.83682,2.594913103
United States,1971,11.87784,2.493238559
United States,1972,12.13471,2.620464631
United States,1973,12.00975,2.755467124
United States,1974,12.12908,2.790134208
United States,1975,12.45698,2.796973731
United States,1976,12.09256,2.82707131
United States,1977,12.67173,2.946859523
United States,1978,11.81377,2.99979308
United States,1979,11.56452,3.083649982
United States,1980,11.24043,3.407663875
United States,1981,11.41708,3.223970976
United States,1982,11.4899,3.458249088
United States,1983,11.34989,3.576428573
United States,1984,11.54221,3.646750757
United States,1985,11.44829,3.901965835
United States,1986,11.84603,3.862396817
United States,1987,11.65775,3.957379658
United States,1988,11.39492,4.053736762
United States,1989,11.25343,4.18875307
United States,1990,11.45217,4.295445798
United States,1991,11.2965,4.389937604
United States,1992,11.05505,4.367276536
United States,1993,11.18842,4.391102057
United States,1994,11.12714,4.54496547
United States,1995,11.05877,4.634085962
United States,1996,10.77281,4.500292455
United States,1997,10.52044,4.328221039
United States,1998,10.38139,4.359137973
United States,1999,9.817642,4.376647989
United States,2000,9.532645,4.36236145
United States,2001,9.811729,4.379107249
United States,2002,9.95536,4.283906955
United States,2003,9.815033,4.204120436
United States,2004,10.02633,3.875764103
United States,2005,9.927033,
Uruguay,1955,12.86885,2.306860859
Uruguay,1956,15.14202,2.231280967
Uruguay,1957,11.89244,2.403169556
Uruguay,1958,11.72974,3.239295628
Uruguay,1959,12.4441,3.328406383
Uruguay,1960,13.09532,2.744960441
Uruguay,1963,10.5521,3.538033862
Uruguay,1964,8.92964,3.550144332
Uruguay,1965,11.47799,3.128219195
Uruguay,1966,11.12681,3.094629969
Uruguay,1967,10.53261,3.300826463
Uruguay,1968,10.59242,3.461426047
Uruguay,1969,10.8668,2.948915964
Uruguay,1970,9.65274,2.762041813
Uruguay,1971,10.68481,3.718860514
Uruguay,1972,11.40697,4.240069602
Uruguay,1973,11.72857,4.2450739
Uruguay,1974,11.67496,2.974512185
Uruguay,1975,9.963992,4.09363607
Uruguay,1976,10.62018,2.981073617
Uruguay,1977,11.35061,4.706399281
Uruguay,1978,10.21253,3.507576943
Uruguay,1980,9.036381,5.327800858
Uruguay,1981,8.679468,5.958003256
Uruguay,1982,10.49731,4.925572596
Uruguay,1983,10.58008,5.677222911
Uruguay,1984,10.62964,4.662824145
Uruguay,1985,9.042464,5.073006242
Uruguay,1986,8.042735,3.805612514
Uruguay,1987,7.964934,3.235669073
Uruguay,1988,8.318535,4.138672274
Uruguay,1989,10.63581,4.285319996
Uruguay,1990,9.605243,4.443439676
Uruguay,1993,12.137,3.574227664
Uruguay,1994,11.69573,4.85774607
Uruguay,1995,12.44208,3.515662232
Uruguay,1996,11.6643,4.041175084
Uruguay,1997,13.10711,4.628014955
Uruguay,1998,14.95599,4.398982664
Uruguay,1999,12.64637,4.76885908
Uruguay,2000,15.65417,5.365562644
Uruguay,2001,13.93055,3.868186804
Uruguay,2002,15.70864,
Uruguay,2004,14.53727,4.190918808
Uruguay,2005,14.53727,
USSR,1982,26.63493,4.999881399
USSR,1983,27.69169,5.031915601
USSR,1984,29.18213,5.099392107
USSR,1985,24.1466,4.725408107
USSR,1986,18.43867,3.864422866
USSR,1987,18.64787,3.922692761
USSR,1988,19.0084,3.948793986
USSR,1989,20.55434,4.374604841
USSR,1990,20.62313,4.443563752
Uzbekistan,1981,9.733695,3.198614728
Uzbekistan,1982,9.309304,3.031166403
Uzbekistan,1985,11.09545,2.847573494
Uzbekistan,1986,9.964867,2.938813814
Uzbekistan,1987,9.257269,2.376359362
Uzbekistan,1988,8.481731,2.30857346
Uzbekistan,1989,10.02346,2.515820959
Uzbekistan,1990,9.491693,2.453423296
Uzbekistan,1991,8.909372,3.253989847
Uzbekistan,1992,7.86002,3.135510404
Uzbekistan,1993,8.021069,3.207851924
Uzbekistan,1994,8.264799,3.503726045
Uzbekistan,1995,8.701978,3.763927764
Uzbekistan,1996,9.523588,4.090245959
Uzbekistan,1997,8.36826,3.959936882
Uzbekistan,1998,8.326845,3.959603996
Uzbekistan,1999,8.866324,3.603140246
Uzbekistan,2000,9.197172,3.414389799
Uzbekistan,2001,8.772025,3.481518114
Uzbekistan,2002,7.033736,3.220203398
Uzbekistan,2003,6.274282,3.034556733
Uzbekistan,2004,5.342295,3.38781336
Uzbekistan,2005,5.21372,
Vanuatu,2002,5.110844,
Vanuatu,2004,4.983421803,1.134425804
Vanuatu,2005,4.983421803,
Venezuela,1955,7.14124,4.242107691
Venezuela,1956,7.792184,3.633812674
Venezuela,1957,6.423306,3.741283405
Venezuela,1958,7.789601,3.656287959
Venezuela,1959,7.69146,2.401927218
Venezuela,1960,7.849769,3.162728925
Venezuela,1961,7.561757,2.463423593
Venezuela,1962,7.471539,2.534500386
Venezuela,1963,7.585801,2.785664054
Venezuela,1964,8.17251,3.248026863
Venezuela,1965,8.598449,3.381570336
Venezuela,1966,9.177765,2.96325604
Venezuela,1967,8.547078,3.025024146
Venezuela,1968,8.210797,2.99959409
Venezuela,1969,9.791901,2.948365512
Venezuela,1970,9.390052,3.143663188
Venezuela,1971,8.793551,3.159483897
Venezuela,1972,8.417902,3.204636691
Venezuela,1973,7.924212,4.033296094
Venezuela,1974,6.534744,3.478749586
Venezuela,1975,7.114197,3.660397267
Venezuela,1976,6.174378,4.061156879
Venezuela,1977,5.967803,4.375461486
Venezuela,1978,6.4884,4.350095545
Venezuela,1979,5.365818,4.717427158
Venezuela,1980,6.61136,5.195560771
Venezuela,1981,5.703158,4.764073
Venezuela,1982,5.701323,3.939834795
Venezuela,1983,6.289893,4.671599583
Venezuela,1985,6.141409,4.935973113
Venezuela,1986,5.938706,4.923606525
Venezuela,1987,5.381944,4.717550685
Venezuela,1988,5.791884,6.02294215
Venezuela,1989,5.940796,4.724678566
Venezuela,1990,6.218685,4.61665472
Venezuela,1992,5.750973,6.264540111
Venezuela,1993,5.565638,6.031683833
Venezuela,1994,6.085864,4.954053217
Venezuela,1996,5.279428,6.005156207
Venezuela,1997,5.358896,4.940247554
Venezuela,1998,5.531254,5.287024692
Venezuela,1999,5.877512,5.294343549
Venezuela,2000,5.88542,6.326830207
Venezuela,2001,6.180861,5.5752894
Venezuela,2002,5.707862,5.295599472
Venezuela,2003,4.958583,4.725729448
Venezuela,2004,4.333949,4.561073873
Venezuela,2005,4.11962,
Vietnam,2002,13.01493,
Vietnam,2004,11.65332222,1.530401986
Vietnam,2005,11.65332222,
West Germany,1952,15.98879,2.313132549
West Germany,1953,16.45997,2.364027248
West Germany,1954,17.54097,2.237045083
West Germany,1955,17.21597,2.173852791
West Germany,1956,16.75506,2.278906719
West Germany,1957,16.41118,2.217153212
West Germany,1958,16.91541,2.331025242
West Germany,1959,16.6044,2.243165732
West Germany,1960,16.64503,2.23185673
West Germany,1961,16.63643,2.13200519
West Germany,1962,16.25881,2.229047001
West Germany,1963,17.07545,2.246590827
West Germany,1964,17.78603,2.232419612
West Germany,1965,17.56664,2.200532392
West Germany,1966,18.11726,2.249637163
West Germany,1967,19.04104,2.44578916
West Germany,1968,18.43233,2.254291634
West Germany,1969,18.76726,2.169514017
West Germany,1970,19.28542,2.15558946
West Germany,1971,18.78127,2.148786039
West Germany,1972,17.86193,2.175901745
West Germany,1973,18.55032,2.171312414
West Germany,1974,18.67815,2.183384236
West Germany,1975,18.54281,2.202194512
West Germany,1976,19.20442,2.242481349
West Germany,1977,19.99766,2.198781394
West Germany,1978,19.3982,2.261427334
West Germany,1979,18.42284,2.304744816
West Germany,1980,17.60207,2.312976042
West Germany,1981,18.31943,2.371340327
West Germany,1982,17.97009,2.495835123
West Germany,1983,17.64894,2.321534894
West Germany,1984,16.74963,2.515753445
West Germany,1985,16.78816,2.646613527
West Germany,1986,15.23791,2.55578435
West Germany,1987,15.04291,2.610748737
West Germany,1988,13.80855,2.663494202
West Germany,1989,12.87626,2.727189401
West Germany,1990,12.3628,2.742028705
Yemen,2002,6.133051,
Yemen,2004,6.265789032,1.346500059
Yemen,2005,6.265789032,
Yugoslavia,1968,13.30024,2.967231648
Yugoslavia,1969,14.44645,2.910881026
Yugoslavia,1978,13.64939,2.410003705
Yugoslavia,1979,13.78863,2.585620023
Yugoslavia,1980,14.17751,2.669820449
Yugoslavia,1981,15.06392,2.758701976
Yugoslavia,1982,15.32374,2.470848143
Yugoslavia,1983,15.27492,2.628800133
Yugoslavia,1984,15.4428,2.718856316
Yugoslavia,1985,14.96809,2.736376964
Yugoslavia,1986,14.86173,2.68405878
Yugoslavia,1987,15.85673,2.528164295
Yugoslavia,1988,14.99939,2.527962859
Yugoslavia,1989,15.04852,2.631449199
Yugoslavia,1990,13.88089,2.669947544
Zambia,2002,6.079987,
Zambia,2004,12.01903629,2.077426836
Zambia,2005,12.01903629,
Zimbabwe,2002,7.541058,
Zimbabwe,2004,13.90526676,2.008948371
Zimbabwe,2005,13.90526676,
