Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
Western Offshoots,1935,5.97816842074941,3.6531872746850103,25.8709602035479,56.4625918387061,92.5455931183079,94.02183157925059,96.34681272531499,74.1290397964521,43.5374081612939,7.454406881692094,22.21777292886289,30.591631635158205,36.0830012796018,8805184.0,5380743.0,38105076.0,83163182.0,136309471.0,138483808.0,141908249.0,109183915.0,64125810.0,10979521.0,32724334.0,45058106.0,53146289.0
Western Offshoots,1936,3.8860764338757905,2.5569524324866597,21.473851683794003,51.0500914696011,90.6021386076871,96.11392356612421,97.44304756751335,78.52614831620599,48.9499085303989,9.397861392312905,18.916899251307342,29.576239785807097,39.552047138085996,5762274.0,3791449.0,31841427.0,75697074.0,134344848.0,142517722.0,144488548.0,116438570.0,72582923.0,13935149.0,28049978.0,43855647.0,58647774.0
Western Offshoots,1937,3.06083879275838,2.04962835817718,19.1385658668077,48.1497182722817,89.67027568514911,96.93916120724163,97.95037164182283,80.8614341331923,51.8502817277183,10.329724314850893,17.08893750863052,29.011152405474004,41.520557412867404,4567782.0,3058722.0,28561059.0,71855276.0,133817656.0,144665233.0,146174292.0,120671956.0,77377738.0,15415359.0,25502337.0,43294217.0,61962379.0
Western Offshoots,1938,1.8614529753733702,2.16641988547896,20.0373542349394,49.7553793228917,90.7157031986504,98.13854702462663,97.83358011452104,79.9626457650606,50.2446206771083,9.284296801349598,17.87093434946044,29.7180250879523,40.960323875758704,2800295.0,3259075.0,30143390.0,74849992.0,136469056.0,147635684.0,147176904.0,120292589.0,75585987.0,13966923.0,26884315.0,44706602.0,61619064.0
Western Offshoots,1939,1.83163065168662,1.62372832169607,17.302089703562302,46.2175182515601,89.37727029100961,98.16836934831338,98.37627167830394,82.6979102964377,53.7824817484399,10.622729708990391,15.678361381866232,28.9154285479978,43.15975203944951,2778712.0,2463310.0,26248482.0,70115213.0,135591580.0,148928293.0,149243695.0,125458523.0,81591792.0,16115425.0,23785172.0,43866731.0,65476367.0
Western Offshoots,1940,1.00469319999997,1.13460942549185,14.351595306374099,41.9526097585252,87.6440011372791,98.99530680000004,98.86539057450815,85.6484046936259,58.0473902414748,12.355998862720895,13.216985880882248,27.601014452151098,45.691391378753906,1537211.0,1735987.0,21958375.0,64188762.0,134097974.0,151465815.0,151267039.0,131044651.0,88814264.0,18905052.0,20222388.0,42230387.0,69909212.0
Western Offshoots,1941,0.91249317639724,0.57897833564986,9.866423819620069,33.9230778576939,83.0759266314153,99.08750682360277,99.42102166435014,90.13357618037993,66.0769221423061,16.9240733685847,9.28744548397021,24.05665403807383,49.1528487737214,1409619.0,894405.0,15241647.0,52404354.0,128335650.0,153070331.0,153585544.0,139238303.0,102075596.0,26144300.0,14347241.0,37162707.0,75931296.0
Western Offshoots,1942,0.69615061286473,0.35720911112424997,7.25120089193267,28.0312768097506,78.54106113609251,99.30384938713527,99.64279088887575,92.74879910806733,71.96872319024939,21.45893886390749,6.8939917808084195,20.780075917817932,50.50978432634191,1087158.0,557843.0,11323988.0,43775623.0,122655272.0,155079910.0,155609225.0,144843080.0,112391445.0,33511796.0,10766145.0,32451635.0,78879649.0
Western Offshoots,1943,0.6061370296827401,0.24200362228620997,5.70045055111105,23.7156207368437,73.7432560990404,99.39386297031726,99.7579963777138,94.29954944888895,76.2843792631563,26.256743900959606,5.4584469288248405,18.01517018573265,50.02763536219669,959248.0,382985.0,9021303.0,37531384.0,116703101.0,157296716.0,157872979.0,149234661.0,120724580.0,41552863.0,8638318.0,28510081.0,79171717.0
Western Offshoots,1944,0.51839945637969,0.18718941454472002,4.73057810125829,21.0887141108762,71.14574377387129,99.48160054362032,99.81281058545528,95.26942189874171,78.9112858891238,28.85425622612871,4.54338868671357,16.35813600961791,50.05702966299509,830310.0,299818.0,7576872.0,33777370.0,113952709.0,159337682.0,159868175.0,152591120.0,126390622.0,46215283.0,7277054.0,26200498.0,80175339.0
Western Offshoots,1945,0.27842377318563,0.10481615946245999,3.7434822306942,19.2584606580626,71.2976767638052,99.72157622681436,99.89518384053754,96.2565177693058,80.7415393419374,28.7023232361948,3.63866607123174,15.5149784273684,52.0392161057426,450921.0,169755.0,6062754.0,31190025.0,115470096.0,161503999.0,161785165.0,155892167.0,130764896.0,46484825.0,5892999.0,25127271.0,84280071.0
Western Offshoots,1946,0.66507263573873,0.19008109883961,5.19640124266531,23.3299334000978,75.2553968430283,99.33492736426128,99.80991890116039,94.8035987573347,76.6700665999022,24.744603156971706,5.0063201438257,18.13353215743249,51.92546344293049,1089436.0,311366.0,8512073.0,38216080.0,123273661.0,162717634.0,163495704.0,155294998.0,125590990.0,40533409.0,8200706.0,29704008.0,85057580.0
Western Offshoots,1947,1.22663295763855,0.28279170259711,6.49660214034453,26.504857853825904,77.4937271281275,98.77336704236146,99.71720829740289,93.50339785965546,73.49514214617409,22.506272871872497,6.21381043774742,20.008255713481375,50.9888692743016,2048035.0,472160.0,10846984.0,44253561.0,129386598.0,164915928.0,166491803.0,156116979.0,122710402.0,37577365.0,10374824.0,33406577.0,85133037.0
Western Offshoots,1948,0.76213337004661,0.23573691990329002,5.99340577406944,25.4988898199406,77.2260271644262,99.23786662995339,99.76426308009671,94.00659422593056,74.5011101800594,22.7739728355738,5.75766885416615,19.50548404587116,51.7271373444856,1295101.0,400590.0,10184655.0,43330523.0,131230975.0,168635918.0,169530429.0,159746363.0,126600496.0,38700044.0,9784065.0,33145868.0,87900451.0
Western Offshoots,1949,0.8107115174561599,0.30257478609293004,6.79992977805525,27.4035435929709,78.7957159049366,99.18928848254384,99.69742521390707,93.20007022194476,72.5964564070291,21.2042840950634,6.49735499196232,20.60361381491565,51.392172311965695,1402766.0,523542.0,11765850.0,47416076.0,136339436.0,171626230.0,172505454.0,161263146.0,125612920.0,36689560.0,11242308.0,35650226.0,88923360.0
Western Offshoots,1950,0.73629754395613,0.25843745882245,6.03690081295224,24.8958172203794,75.4235486883339,99.26370245604387,99.74156254117754,93.96309918704776,75.1041827796206,24.576451311666105,5.77846335412979,18.85891640742716,50.527731467954496,1301316.0,456757.0,10669485.0,44000317.0,133301912.0,175436473.0,176281032.0,166068304.0,132737472.0,43435877.0,10212728.0,33330832.0,89301595.0
Western Offshoots,1951,0.5003657438667499,0.14621314427188,4.6113549403556195,21.6111580013504,73.5441424713032,99.49963425613325,99.85378685572812,95.38864505964438,78.3888419986496,26.455857528696797,4.465141796083739,16.99980306099478,51.9329844699528,900415.0,263113.0,8298196.0,38889574.0,132343690.0,179050953.0,179688255.0,171653171.0,141061793.0,47607677.0,8035084.0,30591378.0,93454116.0
Western Offshoots,1952,0.18355383085676,0.10900127050765,3.9021294813014396,19.605486659669698,71.19808871457771,99.81644616914323,99.89099872949235,96.09787051869856,80.3945133403303,28.801911285422293,3.7931282107937894,15.703357178368258,51.59260205490801,336479.0,199814.0,7153131.0,35939509.0,130515727.0,182977047.0,183113712.0,176160395.0,147374017.0,52797799.0,6953317.0,28786378.0,94576218.0
Western Offshoots,1953,0.38186999592889004,0.09966074094178001,3.61325824399511,18.6430044782196,69.77929162708641,99.6181300040711,99.90033925905821,96.3867417560049,81.3569955217804,30.22070837291359,3.51359750305333,15.029746234224488,51.13628714886681,712435.0,185932.0,6741068.0,34781284.0,130183597.0,185852367.0,186378870.0,179823733.0,151783517.0,56381205.0,6555136.0,28040216.0,95402313.0
Western Offshoots,1954,0.48480231827236997,0.13186772210561998,4.04294024269414,19.714430872654802,70.5250338258952,99.51519768172763,99.86813227789438,95.95705975730586,80.2855691273452,29.474966174104793,3.91107252058852,15.671490629960662,50.810602953240405,921691.0,250703.0,7686312.0,37480459.0,134079988.0,189195180.0,189866169.0,182430560.0,152636412.0,56036884.0,7435609.0,29794148.0,96599529.0
Western Offshoots,1955,0.21382112120799998,0.07884637505359,3.10522958516768,17.117924478976,68.201016428071,99.786178878792,99.92115362494641,96.89477041483232,82.882075521024,31.798983571929,3.02638321011409,14.01269489380832,51.083091949095,414165.0,152723.0,6014735.0,33156898.0,132103292.0,193282790.0,193544232.0,187682219.0,160540056.0,61593663.0,5862012.0,27142163.0,98946393.0
Western Offshoots,1956,0.17807379047364,0.06066235905752,2.67371143808796,15.805675163844802,67.1350250706958,99.82192620952635,99.93933764094248,97.32628856191204,84.1943248361552,32.864974929304196,2.61304907903044,13.131963725756842,51.329349906851,351404.0,119709.0,5276200.0,31190314.0,132481688.0,196984767.0,197216462.0,192059971.0,166145857.0,64854483.0,5156491.0,25914114.0,101291374.0
Western Offshoots,1957,0.21129099629102,0.06162339525029,2.60219821143694,15.5725767084199,66.8989768855652,99.78870900370897,99.9383766047497,97.39780178856306,84.4274232915801,33.101023114434796,2.54057481618665,12.97037849698296,51.3264001771453,425226.0,124018.0,5236959.0,31340022.0,134635100.0,200826132.0,201127340.0,196014399.0,169911336.0,66616259.0,5112941.0,26103063.0,103295078.0
Western Offshoots,1958,0.19075788963655002,0.0615547392205,2.67310725357092,15.769582564929099,67.0726148156572,99.80924211036346,99.9384452607795,97.32689274642908,84.2304174350709,32.927385184342796,2.61155251435042,13.096475311358178,51.30303225072811,390793.0,126103.0,5476217.0,32306095.0,137407205.0,204472555.0,204737245.0,199387131.0,172557254.0,67456144.0,5350114.0,26829878.0,105101110.0
Western Offshoots,1959,0.14307645967138,0.06787022552152999,2.76047688914368,15.594046658958199,65.6215202541854,99.85692354032862,99.93212977447847,97.23952311085633,84.4059533410418,34.3784797458146,2.69260666362215,12.833569769814519,50.0274735952272,298307.0,141506.0,5755451.0,32512779.0,136817467.0,208196508.0,208353309.0,202739364.0,175982036.0,71677348.0,5613945.0,26757328.0,104304689.0
Western Offshoots,1960,0.03939340369519,0.01359299375534,1.39924223240436,11.5443934275845,64.1783763897582,99.96060659630481,99.98640700624466,98.60075776759564,88.4556065724155,35.8216236102418,1.38564923864902,10.14515119518014,52.6339829621737,83518.0,28819.0,2966535.0,24475282.0,136064649.0,211926596.0,211981295.0,209043579.0,187534832.0,75945465.0,2937717.0,21508747.0,111589367.0
Western Offshoots,1961,0.200727955853,0.08686157097569,2.88164846777034,15.8415639309616,65.899542092286,99.799272044147,99.91313842902431,97.11835153222967,84.1584360690384,34.100457907714,2.79478689679465,12.95991546319126,50.0579781613244,432979.0,187364.0,6215842.0,34170948.0,142148201.0,215271405.0,215517019.0,209488542.0,181533436.0,73556183.0,6028478.0,27955106.0,107977253.0
Western Offshoots,1962,0.1611393358882,0.06849259658189,2.48410333812564,14.2852396229642,63.651453409085704,99.8388606641118,99.93150740341811,97.51589666187436,85.7147603770358,36.348546590914296,2.41561074154375,11.80113628483856,49.366213786121506,353162.0,150112.0,5444300.0,31308332.0,139502093.0,218812443.0,219015493.0,213721305.0,187857273.0,79663512.0,5294188.0,25864032.0,108193761.0
Western Offshoots,1963,0.10666663630649999,0.04097483446121,1.9905299062781798,12.886830216862599,62.3277212572751,99.8933333636935,99.95902516553879,98.00947009372182,87.11316978313741,37.6722787427249,1.9495550718169699,10.896300310584419,49.4408910404125,237328.0,91167.0,4428831.0,28672561.0,138676103.0,222257735.0,222403896.0,218066233.0,193822502.0,83818960.0,4337664.0,24243730.0,110003542.0
Western Offshoots,1964,0.10341399707384,0.03552226480804,1.80373668195568,11.9866718577494,60.425930580114695,99.89658600292616,99.96447773519196,98.19626331804432,88.0133281422506,39.574069419885305,1.76821441714764,10.18293517579372,48.439258722365295,233498.0,80206.0,4072649.0,27064653.0,136435438.0,225556053.0,225709346.0,221716902.0,198724899.0,89354114.0,3992443.0,22992004.0,109370785.0
Western Offshoots,1965,0.08161620455863,0.0240243032952,1.4691581087005599,10.580236744563,57.961786965320904,99.91838379544137,99.9759756967048,98.53084189129945,89.419763255437,42.038213034679096,1.44513380540536,9.111078635862441,47.3815502207579,186774.0,54978.0,3362084.0,24212265.0,132642223.0,228657487.0,228789283.0,225482177.0,204631996.0,96202038.0,3307106.0,20850181.0,108429958.0
Western Offshoots,1966,0.06369635664711,0.01738366067094,1.1380065861114401,9.06005781433813,55.5910444628121,99.93630364335289,99.98261633932906,98.86199341388856,90.93994218566186,44.4089555371879,1.1206229254405,7.92205122822669,46.53098664847397,147619.0,40287.0,2637378.0,20997067.0,128834596.0,231606610.0,231713941.0,229116850.0,210757162.0,102919632.0,2597091.0,18359689.0,107837529.0
Western Offshoots,1967,0.006935921591675171,0.00105875438626817,0.32616117266771,4.95188069350573,50.3840901626592,99.99306407840832,99.99894124561374,99.67383882733229,95.04811930649427,49.6159098373408,0.3251024182814418,4.62571952083802,45.43220946915347,16268.0,2483.0,765001.0,11614490.0,118174401.0,234530789.0,234544574.0,233782056.0,222932567.0,116372657.0,762518.0,10849489.0,106559910.0
Western Offshoots,1968,0.01087834632038,0.0014746677723113,0.33030420900102997,4.3791221238635405,46.978704942488,99.98912165367962,99.99852533222769,99.66969579099897,95.62087787613646,53.021295057512,0.32882954122871866,4.048817914862511,42.59958281862446,25797.0,3497.0,783286.0,10384686.0,111405688.0,237115026.0,237137326.0,236357537.0,226756137.0,125735135.0,779789.0,9601400.0,101021001.0
Western Offshoots,1969,0.00575043128234618,0.000803369076210128,0.26392788282650004,4.0057673443155295,46.057804519162495,99.99424956871765,99.99919663092379,99.7360721171735,95.99423265568447,53.942195480837505,0.2631245137502899,3.7418394614890294,42.052037174846966,13786.0,1926.0,632737.0,9603368.0,110418308.0,239724754.0,239736614.0,239105803.0,230135172.0,129320232.0,630811.0,8970631.0,100814940.0
Western Offshoots,1970,0.00156601047347805,0.000167041117170992,0.12060368659745,2.5769015543176,42.9907459221087,99.99843398952652,99.99983295888283,99.87939631340255,97.4230984456824,57.0092540778913,0.120436645480279,2.45629786772015,40.4138443677911,3801.0,405.0,292728.0,6254622.0,104346572.0,242714882.0,242718278.0,242425956.0,236464062.0,138372111.0,292322.0,5961894.0,98091951.0
Western Offshoots,1971,0.00181350567132683,0.000412160379847006,0.5094048716615001,3.7947895493438395,44.5961877987338,99.99818649432868,99.99958783962015,99.4905951283385,96.20521045065615,55.4038122012662,0.508992711281653,3.285384677682339,40.80139824938996,4461.0,1014.0,1253073.0,9334714.0,109701115.0,245983190.0,245986637.0,244734578.0,236652937.0,136286536.0,1252059.0,8081641.0,100366401.0
Western Offshoots,1972,0.006684137807358261,0.0017117913896893102,0.5548158069669901,4.16032558813077,43.8941366030723,99.99331586219265,99.9982882086103,99.44518419303301,95.83967441186923,56.1058633969277,0.5531040155773007,3.60550978116378,39.73381101494153,16628.0,4258.0,1380205.0,10349561.0,109194592.0,248751433.0,248763802.0,247387856.0,238418499.0,139573468.0,1375946.0,8969357.0,98845031.0
Western Offshoots,1973,0.007121271419291579,0.000564860055921146,0.39212671457217,3.12259854249967,40.645283397552504,99.9928787285807,99.99943513994408,99.60787328542783,96.87740145750033,59.354716602447496,0.39156185451624886,2.7304718279275,37.52268485505283,17898.0,1420.0,985538.0,7848075.0,102154410.0,251313626.0,251330105.0,250345986.0,243483450.0,149177114.0,984118.0,6862536.0,94306336.0
Western Offshoots,1974,0.00453405132466204,0.000159790355054169,1.5071415863047701,4.97585322757043,38.351754565330296,99.99546594867533,99.99984020964494,98.49285841369523,95.02414677242957,61.648245434669704,1.506981795949716,3.46871164126566,33.37590133775986,11512.0,406.0,3826647.0,12633739.0,97375474.0,253889452.0,253900558.0,250074317.0,241267224.0,156525489.0,3826241.0,8807092.0,84741735.0
Western Offshoots,1975,0.005079995097903561,0.000336030804141481,1.39621978779165,4.7352093274125995,37.055510098548,99.9949200049021,99.99966396919586,98.60378021220835,95.2647906725874,62.944489901452,1.3958837569875084,3.3389895396209495,32.3203007711354,13035.0,862.0,3582626.0,12150298.0,95082488.0,256581701.0,256593874.0,253012109.0,244444438.0,161512248.0,3581764.0,8567671.0,82932190.0
Western Offshoots,1976,0.00630213450555645,0.00043058061839205497,1.28768690090057,4.2980233371531,35.9301066062745,99.99369786549444,99.99956941938161,98.71231309909943,95.7019766628469,64.0698933937255,1.287256320282178,3.01033643625253,31.6320832691214,16332.0,1116.0,3337044.0,11138340.0,93112976.0,259133960.0,259149177.0,255813248.0,248011952.0,166037316.0,3335929.0,7801296.0,81974636.0
Western Offshoots,1977,0.0031963240336447,0.00032931823376945404,1.170948412004,3.66722878417258,34.5092579489363,99.99680367596636,99.99967068176623,98.829051587996,96.33277121582742,65.4907420510637,1.1706190937702305,2.49628037216858,30.842029164763723,8369.0,862.0,3065918.0,9601979.0,90356290.0,261823658.0,261831165.0,258766109.0,252230047.0,171475737.0,3065056.0,6536061.0,80754310.0
Western Offshoots,1978,0.00459999233334611,0.0008241652930578449,1.11915000716602,3.73425837986737,33.9592285161191,99.99540000766666,99.99917583470695,98.88084999283399,96.26574162013263,66.0407714838809,1.1183258418729622,2.61510837270135,30.224970136251727,12171.0,2181.0,2961130.0,9880377.0,89851839.0,264575227.0,264585217.0,261626268.0,254707020.0,174735559.0,2958949.0,6919247.0,79971462.0
Western Offshoots,1979,0.65048634434169,0.42703976460451,1.0322484830932102,3.41736616272992,32.9942037856235,99.34951365565831,99.57296023539548,98.96775151690679,96.58263383727008,67.0057962143765,0.6052087184887002,2.3851176796367097,29.576837622893578,1739955.0,1142268.0,2761112.0,9140950.0,88254627.0,265745291.0,266342978.0,264724134.0,258344296.0,179230619.0,1618844.0,6379838.0,79113677.0
Western Offshoots,1980,0.6456468461768899,0.42689299308189,1.0512062115349199,3.8270946151942598,34.375411321840396,99.35435315382311,99.57310700691811,98.94879378846508,96.17290538480574,65.6245886781596,0.6243132184530299,2.77588840365934,30.548316706646137,1747662.0,1155531.0,2845446.0,10359329.0,93048701.0,268936228.0,269528360.0,267838444.0,260324562.0,177635190.0,1689915.0,7513883.0,82689372.0
Western Offshoots,1981,0.64757914370277,0.52621200389092,1.24839141635236,3.7341493212229895,34.7269749054632,99.35242085629723,99.47378799610908,98.75160858364764,96.26585067877701,65.27302509453679,0.7221794124614399,2.4857579048706295,30.99282558424021,1771564.0,1439543.0,3415189.0,10215407.0,95001606.0,271795616.0,272127636.0,270151991.0,263351773.0,178565574.0,1975646.0,6800218.0,84786199.0
Western Offshoots,1982,0.5789349247826301,0.52190160607415,1.24477159340837,3.95913059300069,34.9391864862004,99.42106507521737,99.47809839392585,98.75522840659163,96.0408694069993,65.0608135137996,0.72286998733422,2.71435899959232,30.980055893199708,1600047.0,1442420.0,3440271.0,10942154.0,96564118.0,274777648.0,274935275.0,272937424.0,265435541.0,179813577.0,1997851.0,7501883.0,85621964.0
Western Offshoots,1983,0.556941489273,0.51750678696109,1.14975268708016,3.79856171866074,33.991293757164,99.443058510727,99.48249321303891,98.85024731291983,96.20143828133926,66.008706242836,0.63224590011907,2.64880903158058,30.192732038503262,1553834.0,1443813.0,3207742.0,10597764.0,94833710.0,277440285.0,277550305.0,275786376.0,268396355.0,184160408.0,1763929.0,7390021.0,84235947.0
Western Offshoots,1984,0.54902416787613,0.5130715600403499,1.17651500445381,3.9528566024102902,33.5548912835783,99.45097583212387,99.48692843995966,98.8234849955462,96.0471433975897,66.4451087164217,0.66344344441346,2.7763415979564803,29.60203468116801,1545506.0,1444299.0,3311896.0,11127313.0,94457200.0,279955034.0,280056241.0,278188644.0,270373228.0,187043340.0,1867597.0,7815417.0,83329888.0
Western Offshoots,1985,0.54783911527844,0.50866873029208,1.20330928047118,3.91325946474231,32.8072559647616,99.45216088472156,99.49133126970791,98.79669071952883,96.08674053525769,67.1927440352384,0.6946405501791,2.70995018427113,28.89399650001929,1556343.0,1445065.0,3418452.0,11117085.0,93201346.0,282531258.0,282642536.0,280669149.0,272970516.0,190886255.0,1973388.0,7698632.0,82084261.0
Western Offshoots,1986,0.53371956418913,0.50124107995237,1.01348945648011,3.858629480087,32.275217167182404,99.46628043581087,99.49875892004764,98.98651054351988,96.141370519913,67.7247828328176,0.51224837652774,2.84514002360689,28.416587687095404,1530575.0,1437435.0,2906436.0,11065590.0,92557298.0,285244560.0,285337700.0,283868699.0,275709545.0,194217837.0,1469001.0,8159154.0,81491708.0
Western Offshoots,1987,0.53361230685005,0.49373370265763,1.0466018523423901,3.8131259789993397,32.1387193070815,99.46638769314995,99.50626629734236,98.95339814765761,96.18687402100066,67.8612806929185,0.5528681496847601,2.7665241266569494,28.325593328082164,1545028.0,1429563.0,3030345.0,11040574.0,93054865.0,287996270.0,288111735.0,286510953.0,278500724.0,196486433.0,1600782.0,8010230.0,82014291.0
Western Offshoots,1988,0.52997602032714,0.49036768045092,1.0772288195783999,3.77329101743573,31.536609319045798,99.47002397967286,99.50963231954908,98.9227711804216,96.22670898256428,68.4633906809542,0.5868611391274798,2.69606219785733,27.763318301610067,1549620.0,1433807.0,3149756.0,11032890.0,92211267.0,290844741.0,290960554.0,289244605.0,281361471.0,200183094.0,1715949.0,7883134.0,81178377.0
Western Offshoots,1989,0.52629113695554,0.48685194675608995,1.10748611714048,3.64773479544959,31.399203868991997,99.47370886304446,99.51314805324391,98.89251388285952,96.3522652045504,68.600796131008,0.6206341703843901,2.5402486783091103,27.751469073542406,1555272.0,1438723.0,3272793.0,10779623.0,92789521.0,293960250.0,294076799.0,292242729.0,284735899.0,202726001.0,1834070.0,7506829.0,82009899.0
Western Offshoots,1990,0.52592607022833,0.48677672403667,0.9754826516745999,3.6286684773714004,31.5474961022436,99.47407392977166,99.51322327596333,99.0245173483254,96.3713315226286,68.4525038977564,0.4887059276379299,2.6531858256968004,27.9188276248722,1572759.0,1455685.0,2917138.0,10851375.0,94341413.0,297472884.0,297589959.0,296128505.0,288194268.0,204704231.0,1461454.0,7934237.0,83490038.0
Western Offshoots,1991,0.5254726216704501,0.48677703351114,1.17813642388351,3.63483386099184,31.9944536394516,99.47452737832955,99.51322296648885,98.82186357611648,96.36516613900815,68.00554636054841,0.6913593903723699,2.45669743710833,28.35961977845976,1592396.0,1475133.0,3570233.0,11015027.0,96956222.0,301448321.0,301565584.0,299470484.0,292025690.0,206084495.0,2095100.0,7444794.0,85941195.0
Western Offshoots,1992,0.59666289939026,0.5585119046339699,1.20167815111006,3.85223456418296,32.5489860758215,99.40333710060975,99.44148809536603,98.79832184888994,96.14776543581704,67.4510139241785,0.6431662464760901,2.6505564130729002,28.696751511638542,1833405.0,1716176.0,3692475.0,11837012.0,100015392.0,305443116.0,305560345.0,303584046.0,295439509.0,207261129.0,1976299.0,8144538.0,88178380.0
Western Offshoots,1993,0.66783270007991,0.63024381157345,1.2023891588073101,4.05104471417652,33.427162049292605,99.33216729992009,99.36975618842655,98.7976108411927,95.94895528582347,66.5728379507074,0.5721453472338601,2.8486555553692097,29.376117335116085,2079240.0,1962210.0,3743536.0,12612581.0,104072610.0,309262208.0,309379238.0,307597912.0,298728867.0,207268838.0,1781326.0,8869045.0,91460029.0
Western Offshoots,1994,0.74992770119974,0.70199590120055,1.20268329170297,3.61120730055925,32.1130750453223,99.25007229880026,99.29800409879945,98.79731670829703,96.38879269944076,67.88692495467771,0.50068739050242,2.40852400885628,28.501867744763047,2363536.0,2212470.0,3790479.0,11381388.0,101210302.0,312804979.0,312956045.0,311378036.0,303787127.0,213958213.0,1578009.0,7590909.0,89828913.0
Western Offshoots,1995,0.77407398699596,0.70918352074712,1.2108383243265999,3.40268552428558,31.4777385801003,99.22592601300404,99.29081647925288,98.7891616756734,96.59731447571443,68.5222614198997,0.5016548035794799,2.19184719995898,28.07505305581472,2468918.0,2261949.0,3861983.0,10852905.0,100398614.0,316482247.0,316689216.0,315089182.0,308098260.0,218552551.0,1600034.0,6990922.0,89545709.0
Western Offshoots,1996,0.76654449775567,0.64566440882055,1.00501764206609,3.19405707973825,31.4111593602711,99.23345550224433,99.35433559117945,98.9949823579339,96.80594292026176,68.5888406397289,0.3593532332455399,2.18903943767216,28.21710228053285,2473630.0,2083551.0,3243180.0,10307184.0,101363439.0,320225184.0,320615262.0,319455634.0,312391629.0,221335375.0,1159629.0,7064004.0,91056254.0
Western Offshoots,1997,0.98862585518062,0.7235061651577099,1.20670810402331,3.42288617930112,30.3002151856546,99.01137414481938,99.27649383484228,98.7932918959767,96.57711382069888,69.6997848143454,0.48320193886560014,2.21617807527781,26.87732900635348,3228002.0,2362349.0,3940071.0,11176203.0,98934450.0,323286016.0,324151669.0,322573947.0,315337815.0,227579568.0,1577722.0,7236132.0,87758247.0
Western Offshoots,1998,0.98827742409379,0.72418745726342,1.20491343079978,3.1681094824564595,28.449767838616,99.0117225759062,99.27581254273657,98.79508656920022,96.83189051754354,71.550232161384,0.48072597353635993,1.9631960516566795,25.281658356159543,3263503.0,2391422.0,3978881.0,10461774.0,93947206.0,326957842.0,327829923.0,326242463.0,319759571.0,236274139.0,1587460.0,6482892.0,83485432.0
Western Offshoots,1999,0.99909373808572,0.71316953876927,0.99551673415912,2.94813380262752,27.9014855976197,99.00090626191428,99.28683046123074,99.00448326584088,97.05186619737248,72.0985144023803,0.28234719538985,1.9526170684683999,24.95335179499218,3336215.0,2381445.0,3324271.0,9844530.0,93169791.0,330587908.0,331542678.0,330599852.0,324079593.0,240754332.0,942825.0,6520259.0,83325261.0
Western Offshoots,2000,0.98654611206641,0.70218400321606,1.20708699417978,2.94599908656737,26.9425558887143,99.0134538879336,99.29781599678394,98.79291300582022,97.05400091343263,73.0574441112857,0.5049029909637199,1.7389120923875903,23.99655680214693,3330468.0,2370494.0,4074989.0,9945359.0,90955019.0,334258212.0,335218187.0,333513691.0,327643321.0,246633661.0,1704495.0,5870370.0,81009659.0
Western Offshoots,2001,1.03923125406853,0.75477841449641,1.41432735398228,3.14975219806243,27.263159145152997,98.96076874593147,99.24522158550359,98.58567264601771,96.85024780193757,72.736840854847,0.65954893948587,1.7354248440801499,24.113406947090567,3543427.0,2573539.0,4822378.0,10739589.0,92958149.0,337422743.0,338392631.0,336143792.0,330226580.0,248008020.0,2248839.0,5917212.0,82218560.0
Western Offshoots,2002,1.09992303995059,0.81457394780531,1.20064612656915,3.13047598547533,27.0970595913674,98.9000769600494,99.18542605219469,98.79935387343085,96.86952401452467,72.9029404086326,0.3860721787638399,1.92982985890618,23.966583605892072,3785997.0,2803809.0,4132692.0,10775275.0,93269604.0,340419630.0,341401818.0,340072936.0,333430353.0,250936023.0,1328882.0,6642583.0,82494329.0
Western Offshoots,2003,1.16064929380212,0.8743968749534801,1.41172241341656,3.34752277273736,26.7211539614654,98.83935070619788,99.12560312504652,98.58827758658344,96.65247722726264,73.2788460385346,0.53732553846308,1.9358003593208,23.37363118872804,4030295.0,3036298.0,4902133.0,11624101.0,92787833.0,343214564.0,344208560.0,342342725.0,335620758.0,254457025.0,1865835.0,6721967.0,81163733.0
Western Offshoots,2004,1.18426666505128,0.9105816661247,1.37702469336849,3.27224629837179,25.6730502939525,98.81573333494872,99.0894183338753,98.62297530663152,96.72775370162822,74.3269497060475,0.46644302724378994,1.8952216050033,22.40080399558071,4150602.0,3191394.0,4826178.0,11468525.0,89978564.0,346328063.0,347287271.0,345652487.0,339010140.0,260500101.0,1634783.0,6642347.0,78510039.0
